ParkName,ParkCode,LocationID,LocationNumber,LocationType,LocationDescription,StreamName,TributaryName,County,StretchNumber,ReachID,ReachLength_m,StreamWatershedArea_sqkm,PeriodID,tbl_SamplingPeriods_Season,tbl_SamplingPeriods_StartDate,tbl_SamplingPeriods_EndDate,EventID,tbl_SamplingEvents_Season,tbl_SamplingEvents_StartDate,tbl_SamplingEvents_EndDate,AdditionalComments,ChannelType,SiteNumber,tbl_ShinerSubstrate_Season,Muck,Detritus,Silt,Sand,Pea_gravel,Coarse_gravel,Cobble,Boulder,Bedrock,Hardpan_shale
Homestead National Monument of America,HOME,HOMEShiner01lower,1,mainstem,,Cub Creek - North,,Gage,,HOMELOW01,,,HOMEShiner2004Sep13,2004,9/13/2004 0:00:00,9/13/2004 0:00:00,HOMEShiner2004Sep13,2004,9/13/2004 0:00:00,9/13/2004 0:00:00,,main,1,2004,6,2,3,3,1,0,0,0,0,0
Homestead National Monument of America,HOME,HOMEShiner01lower,1,mainstem,,Cub Creek - North,,Gage,,HOMELOW01,,,HOMEShiner2004Sep13,2004,9/13/2004 0:00:00,9/13/2004 0:00:00,HOMEShiner2004Sep13,2004,9/13/2004 0:00:00,9/13/2004 0:00:00,,main,2,2004,3,2,2,6,0,0,0,0,0,0
Homestead National Monument of America,HOME,HOMEShiner01lower,1,mainstem,,Cub Creek - North,,Gage,,HOMELOW01,,,HOMEShiner2004Sep13,2004,9/13/2004 0:00:00,9/13/2004 0:00:00,HOMEShiner2004Sep13,2004,9/13/2004 0:00:00,9/13/2004 0:00:00,,main,3,2004,2,2,2,6,2,0,0,2,0,0
Homestead National Monument of America,HOME,HOMEShiner01lower,1,mainstem,,Cub Creek - North,,Gage,,HOMELOW01,,,HOMEShiner2004Sep13,2004,9/13/2004 0:00:00,9/13/2004 0:00:00,HOMEShiner2004Sep13,2004,9/13/2004 0:00:00,9/13/2004 0:00:00,,main,4,2004,2,2,2,6,2,0,0,0,0,0
Homestead National Monument of America,HOME,HOMEShiner01lower,1,mainstem,,Cub Creek - North,,Gage,,HOMELOW01,,,HOMEShiner2004Sep13,2004,9/13/2004 0:00:00,9/13/2004 0:00:00,HOMEShiner2004Sep13,2004,9/13/2004 0:00:00,9/13/2004 0:00:00,,main,5,2004,2,2,3,6,2,0,0,0,0,0
Homestead National Monument of America,HOME,HOMEShiner01lower,1,mainstem,,Cub Creek - North,,Gage,,HOMELOW01,,,HOMEShiner2006Aug31,2006,8/31/2006 0:00:00,8/31/2006 0:00:00,HOMEShiner2006Aug31,2006,8/31/2006 0:00:00,8/31/2006 0:00:00,,main,1,2006,0,0,1,7,1,0,0,0,0,0
Homestead National Monument of America,HOME,HOMEShiner01lower,1,mainstem,,Cub Creek - North,,Gage,,HOMELOW01,,,HOMEShiner2006Aug31,2006,8/31/2006 0:00:00,8/31/2006 0:00:00,HOMEShiner2006Aug31,2006,8/31/2006 0:00:00,8/31/2006 0:00:00,,main,2,2006,0,0,1,7,1,0,0,0,0,0
Homestead National Monument of America,HOME,HOMEShiner01lower,1,mainstem,,Cub Creek - North,,Gage,,HOMELOW01,,,HOMEShiner2006Aug31,2006,8/31/2006 0:00:00,8/31/2006 0:00:00,HOMEShiner2006Aug31,2006,8/31/2006 0:00:00,8/31/2006 0:00:00,,main,3,2006,0,0,1,7,1,0,0,0,0,0
Homestead National Monument of America,HOME,HOMEShiner01lower,1,mainstem,,Cub Creek - North,,Gage,,HOMELOW01,,,HOMEShiner2006Aug31,2006,8/31/2006 0:00:00,8/31/2006 0:00:00,HOMEShiner2006Aug31,2006,8/31/2006 0:00:00,8/31/2006 0:00:00,,main,4,2006,0,0,1,7,2,0,0,0,0,0
Homestead National Monument of America,HOME,HOMEShiner01lower,1,mainstem,,Cub Creek - North,,Gage,,HOMELOW01,,,HOMEShiner2006Aug31,2006,8/31/2006 0:00:00,8/31/2006 0:00:00,HOMEShiner2006Aug31,2006,8/31/2006 0:00:00,8/31/2006 0:00:00,,main,5,2006,3,0,2,6,2,0,0,0,0,0
Homestead National Monument of America,HOME,HOMEShiner01lower,1,mainstem,,Cub Creek - North,,Gage,,HOMELOW01,,,HOMEShiner2008Aug27,2008,8/27/2008 0:00:00,8/27/2008 0:00:00,HOMEShiner2008Aug27,2008,8/27/2008 0:00:00,8/27/2008 0:00:00,,main,1,2008,3,2,3,5,2,0,0,0,0,0
Homestead National Monument of America,HOME,HOMEShiner01lower,1,mainstem,,Cub Creek - North,,Gage,,HOMELOW01,,,HOMEShiner2008Aug27,2008,8/27/2008 0:00:00,8/27/2008 0:00:00,HOMEShiner2008Aug27,2008,8/27/2008 0:00:00,8/27/2008 0:00:00,,main,2,2008,2,2,3,6,2,0,0,0,0,0
Homestead National Monument of America,HOME,HOMEShiner01lower,1,mainstem,,Cub Creek - North,,Gage,,HOMELOW01,,,HOMEShiner2008Aug27,2008,8/27/2008 0:00:00,8/27/2008 0:00:00,HOMEShiner2008Aug27,2008,8/27/2008 0:00:00,8/27/2008 0:00:00,,main,3,2008,3,2,3,6,2,0,0,0,0,0
Homestead National Monument of America,HOME,HOMEShiner01lower,1,mainstem,,Cub Creek - North,,Gage,,HOMELOW01,,,HOMEShiner2008Aug27,2008,8/27/2008 0:00:00,8/27/2008 0:00:00,HOMEShiner2008Aug27,2008,8/27/2008 0:00:00,8/27/2008 0:00:00,,main,4,2008,0,2,2,5,3,0,0,0,0,0
Homestead National Monument of America,HOME,HOMEShiner01lower,1,mainstem,,Cub Creek - North,,Gage,,HOMELOW01,,,HOMEShiner2008Aug27,2008,8/27/2008 0:00:00,8/27/2008 0:00:00,HOMEShiner2008Aug27,2008,8/27/2008 0:00:00,8/27/2008 0:00:00,,main,5,2008,2,2,3,6,2,0,0,0,0,0
Homestead National Monument of America,HOME,HOMEShiner01lower,1,mainstem,,Cub Creek - North,,Gage,,HOMELOW01,,,HOMEShiner2011Sep20,2011,9/20/2011 0:00:00,9/20/2011 0:00:00,HOMEShiner2011Sep20,2011,9/20/2011 0:00:00,9/20/2011 0:00:00,,main,1,2011,0,3,1,5,2,0,2,0,0,4
Homestead National Monument of America,HOME,HOMEShiner01lower,1,mainstem,,Cub Creek - North,,Gage,,HOMELOW01,,,HOMEShiner2011Sep20,2011,9/20/2011 0:00:00,9/20/2011 0:00:00,HOMEShiner2011Sep20,2011,9/20/2011 0:00:00,9/20/2011 0:00:00,,main,2,2011,0,2,1,5,2,0,0,0,0,4
Homestead National Monument of America,HOME,HOMEShiner01lower,1,mainstem,,Cub Creek - North,,Gage,,HOMELOW01,,,HOMEShiner2011Sep20,2011,9/20/2011 0:00:00,9/20/2011 0:00:00,HOMEShiner2011Sep20,2011,9/20/2011 0:00:00,9/20/2011 0:00:00,,main,3,2011,0,2,0,5,2,0,0,0,0,4
Homestead National Monument of America,HOME,HOMEShiner01lower,1,mainstem,,Cub Creek - North,,Gage,,HOMELOW01,,,HOMEShiner2011Sep20,2011,9/20/2011 0:00:00,9/20/2011 0:00:00,HOMEShiner2011Sep20,2011,9/20/2011 0:00:00,9/20/2011 0:00:00,,main,4,2011,0,2,1,6,2,0,0,0,0,3
Homestead National Monument of America,HOME,HOMEShiner01lower,1,mainstem,,Cub Creek - North,,Gage,,HOMELOW01,,,HOMEShiner2011Sep20,2011,9/20/2011 0:00:00,9/20/2011 0:00:00,HOMEShiner2011Sep20,2011,9/20/2011 0:00:00,9/20/2011 0:00:00,,main,5,2011,0,3,1,5,2,0,0,0,0,4
Homestead National Monument of America,HOME,HOMEShiner01lower,1,mainstem,,Cub Creek - North,,Gage,,HOMELOW01,,,HOMEShiner2015Sep03,2015,9/3/2015 0:00:00,9/3/2015 0:00:00,HOMEShiner2015Sep03,2015,9/3/2015 0:00:00,9/3/2015 0:00:00,,main,1,2015,5,3,4,3,2,0,0,0,0,0
Homestead National Monument of America,HOME,HOMEShiner01lower,1,mainstem,,Cub Creek - North,,Gage,,HOMELOW01,,,HOMEShiner2015Sep03,2015,9/3/2015 0:00:00,9/3/2015 0:00:00,HOMEShiner2015Sep03,2015,9/3/2015 0:00:00,9/3/2015 0:00:00,,main,2,2015,6,2,2,0,0,0,0,0,0,0
Homestead National Monument of America,HOME,HOMEShiner01lower,1,mainstem,,Cub Creek - North,,Gage,,HOMELOW01,,,HOMEShiner2015Sep03,2015,9/3/2015 0:00:00,9/3/2015 0:00:00,HOMEShiner2015Sep03,2015,9/3/2015 0:00:00,9/3/2015 0:00:00,,main,3,2015,6,2,2,3,1,0,0,0,0,2
Homestead National Monument of America,HOME,HOMEShiner01lower,1,mainstem,,Cub Creek - North,,Gage,,HOMELOW01,,,HOMEShiner2015Sep03,2015,9/3/2015 0:00:00,9/3/2015 0:00:00,HOMEShiner2015Sep03,2015,9/3/2015 0:00:00,9/3/2015 0:00:00,,main,4,2015,6,2,2,3,0,0,0,0,0,0
Homestead National Monument of America,HOME,HOMEShiner01lower,1,mainstem,,Cub Creek - North,,Gage,,HOMELOW01,,,HOMEShiner2015Sep03,2015,9/3/2015 0:00:00,9/3/2015 0:00:00,HOMEShiner2015Sep03,2015,9/3/2015 0:00:00,9/3/2015 0:00:00,,main,5,2015,3,2,3,5,0,0,0,0,0,3
Homestead National Monument of America,HOME,HOMEShiner01lower,1,mainstem,,Cub Creek - North,,Gage,,HOMELOW01,,,HOMEShiner2017Sep07,2017,9/7/2017 0:00:00,9/7/2017 0:00:00,HOMEShiner2017Sep07,2017,9/7/2017 0:00:00,9/7/2017 0:00:00,,main,1,2017,3,2,6,3,2,1,0,0,0,0
Homestead National Monument of America,HOME,HOMEShiner01lower,1,mainstem,,Cub Creek - North,,Gage,,HOMELOW01,,,HOMEShiner2017Sep07,2017,9/7/2017 0:00:00,9/7/2017 0:00:00,HOMEShiner2017Sep07,2017,9/7/2017 0:00:00,9/7/2017 0:00:00,,main,2,2017,3,2,6,2,3,1,0,0,0,0
Homestead National Monument of America,HOME,HOMEShiner01lower,1,mainstem,,Cub Creek - North,,Gage,,HOMELOW01,,,HOMEShiner2017Sep07,2017,9/7/2017 0:00:00,9/7/2017 0:00:00,HOMEShiner2017Sep07,2017,9/7/2017 0:00:00,9/7/2017 0:00:00,,main,3,2017,3,2,6,2,2,1,0,0,0,0
Homestead National Monument of America,HOME,HOMEShiner01lower,1,mainstem,,Cub Creek - North,,Gage,,HOMELOW01,,,HOMEShiner2017Sep07,2017,9/7/2017 0:00:00,9/7/2017 0:00:00,HOMEShiner2017Sep07,2017,9/7/2017 0:00:00,9/7/2017 0:00:00,,main,4,2017,3,2,6,2,2,2,0,0,0,0
Homestead National Monument of America,HOME,HOMEShiner01lower,1,mainstem,,Cub Creek - North,,Gage,,HOMELOW01,,,HOMEShiner2017Sep07,2017,9/7/2017 0:00:00,9/7/2017 0:00:00,HOMEShiner2017Sep07,2017,9/7/2017 0:00:00,9/7/2017 0:00:00,,main,5,2017,3,2,6,2,3,1,0,0,0,0
Homestead National Monument of America,HOME,HOMEShiner01lower,1,mainstem,,Cub Creek - North,,Gage,,HOMELOW01,,,HOMEShiner2023Sep07,2023,9/7/2023 0:00:00,9/7/2023 0:00:00,HOMEShiner2023Sep07,2023,9/7/2023 0:00:00,9/7/2023 0:00:00,,main,1,2023,5,3,4,0,0,0,0,0,0,0
Homestead National Monument of America,HOME,HOMEShiner01lower,1,mainstem,,Cub Creek - North,,Gage,,HOMELOW01,,,HOMEShiner2023Sep07,2023,9/7/2023 0:00:00,9/7/2023 0:00:00,HOMEShiner2023Sep07,2023,9/7/2023 0:00:00,9/7/2023 0:00:00,,main,2,2023,6,3,3,0,0,0,0,0,0,0
Homestead National Monument of America,HOME,HOMEShiner01lower,1,mainstem,,Cub Creek - North,,Gage,,HOMELOW01,,,HOMEShiner2023Sep07,2023,9/7/2023 0:00:00,9/7/2023 0:00:00,HOMEShiner2023Sep07,2023,9/7/2023 0:00:00,9/7/2023 0:00:00,,main,3,2023,6,2,3,0,0,0,0,0,0,0
Homestead National Monument of America,HOME,HOMEShiner01lower,1,mainstem,,Cub Creek - North,,Gage,,HOMELOW01,,,HOMEShiner2023Sep07,2023,9/7/2023 0:00:00,9/7/2023 0:00:00,HOMEShiner2023Sep07,2023,9/7/2023 0:00:00,9/7/2023 0:00:00,,main,4,2023,4,2,5,3,0,0,0,0,0,0
Homestead National Monument of America,HOME,HOMEShiner01lower,1,mainstem,,Cub Creek - North,,Gage,,HOMELOW01,,,HOMEShiner2023Sep07,2023,9/7/2023 0:00:00,9/7/2023 0:00:00,HOMEShiner2023Sep07,2023,9/7/2023 0:00:00,9/7/2023 0:00:00,,main,5,2023,5,2,3,3,1,0,0,0,0,0
Homestead National Monument of America,HOME,HOMEShiner01upper,1,mainstem,,Cub Creek - West,,Gage,,HOMEUPP01,,,HOMEShiner2004Sep13,2004,9/13/2004 0:00:00,9/13/2004 0:00:00,HOMEShiner2004Sep13,2004,9/13/2004 0:00:00,9/13/2004 0:00:00,,main,1,2004,3,2,3,5,2,0,2,2,0,0
Homestead National Monument of America,HOME,HOMEShiner01upper,1,mainstem,,Cub Creek - West,,Gage,,HOMEUPP01,,,HOMEShiner2004Sep13,2004,9/13/2004 0:00:00,9/13/2004 0:00:00,HOMEShiner2004Sep13,2004,9/13/2004 0:00:00,9/13/2004 0:00:00,,main,2,2004,3,2,2,6,2,0,0,0,0,0
Homestead National Monument of America,HOME,HOMEShiner01upper,1,mainstem,,Cub Creek - West,,Gage,,HOMEUPP01,,,HOMEShiner2004Sep13,2004,9/13/2004 0:00:00,9/13/2004 0:00:00,HOMEShiner2004Sep13,2004,9/13/2004 0:00:00,9/13/2004 0:00:00,,main,3,2004,2,1,2,4,0,2,2,2,0,0
Homestead National Monument of America,HOME,HOMEShiner01upper,1,mainstem,,Cub Creek - West,,Gage,,HOMEUPP01,,,HOMEShiner2004Sep13,2004,9/13/2004 0:00:00,9/13/2004 0:00:00,HOMEShiner2004Sep13,2004,9/13/2004 0:00:00,9/13/2004 0:00:00,,main,4,2004,2,2,2,6,2,0,0,0,0,0
Pipestone National Monument,PIPE,PIPEShiner01above,1,mainstem,,Pipestone Creek - Above falls,,Pipestone,,PIPEABV01,,,PIPEShiner2001Sep11,2001,9/11/2001 0:00:00,9/12/2001 0:00:00,PIPEShiner2001Sep12,2001,9/12/2001 0:00:00,9/12/2001 0:00:00,,main,1,2001,0,0,0,0,0,0,0,0,5,0
Pipestone National Monument,PIPE,PIPEShiner01above,1,mainstem,,Pipestone Creek - Above falls,,Pipestone,,PIPEABV01,,,PIPEShiner2001Sep11,2001,9/11/2001 0:00:00,9/12/2001 0:00:00,PIPEShiner2001Sep12,2001,9/12/2001 0:00:00,9/12/2001 0:00:00,,main,2,2001,0,0,0,0,0,0,0,0,5,0
Pipestone National Monument,PIPE,PIPEShiner01above,1,mainstem,,Pipestone Creek - Above falls,,Pipestone,,PIPEABV01,,,PIPEShiner2001Sep11,2001,9/11/2001 0:00:00,9/12/2001 0:00:00,PIPEShiner2001Sep12,2001,9/12/2001 0:00:00,9/12/2001 0:00:00,,main,3,2001,0,0,0,0,0,0,0,0,5,0
Pipestone National Monument,PIPE,PIPEShiner01above,1,mainstem,,Pipestone Creek - Above falls,,Pipestone,,PIPEABV01,,,PIPEShiner2001Sep11,2001,9/11/2001 0:00:00,9/12/2001 0:00:00,PIPEShiner2001Sep12,2001,9/12/2001 0:00:00,9/12/2001 0:00:00,,main,4,2001,0,0,0,0,0,0,0,0,5,0
Pipestone National Monument,PIPE,PIPEShiner01above,1,mainstem,,Pipestone Creek - Above falls,,Pipestone,,PIPEABV01,,,PIPEShiner2001Sep11,2001,9/11/2001 0:00:00,9/12/2001 0:00:00,PIPEShiner2001Sep12,2001,9/12/2001 0:00:00,9/12/2001 0:00:00,,main,5,2001,0,0,0,0,0,0,0,0,5,0
Pipestone National Monument,PIPE,PIPEShiner01above,1,mainstem,,Pipestone Creek - Above falls,,Pipestone,,PIPEABV01,,,PIPEShiner2002Sep17,2002,9/17/2002 0:00:00,9/17/2002 0:00:00,PIPEShiner2002Sep17,2002,9/17/2002 0:00:00,9/17/2002 0:00:00,,main,1,2002,0,1,5,2,1,1,0,1,6,0
Pipestone National Monument,PIPE,PIPEShiner01above,1,mainstem,,Pipestone Creek - Above falls,,Pipestone,,PIPEABV01,,,PIPEShiner2002Sep17,2002,9/17/2002 0:00:00,9/17/2002 0:00:00,PIPEShiner2002Sep17,2002,9/17/2002 0:00:00,9/17/2002 0:00:00,,main,2,2002,0,1,3,3,2,0,1,0,6,0
Pipestone National Monument,PIPE,PIPEShiner01above,1,mainstem,,Pipestone Creek - Above falls,,Pipestone,,PIPEABV01,,,PIPEShiner2002Sep17,2002,9/17/2002 0:00:00,9/17/2002 0:00:00,PIPEShiner2002Sep17,2002,9/17/2002 0:00:00,9/17/2002 0:00:00,,main,3,2002,0,2,4,5,2,0,2,1,6,0
Pipestone National Monument,PIPE,PIPEShiner01above,1,mainstem,,Pipestone Creek - Above falls,,Pipestone,,PIPEABV01,,,PIPEShiner2002Sep17,2002,9/17/2002 0:00:00,9/17/2002 0:00:00,PIPEShiner2002Sep17,2002,9/17/2002 0:00:00,9/17/2002 0:00:00,,main,4,2002,0,2,4,4,2,0,1,1,6,0
Pipestone National Monument,PIPE,PIPEShiner01above,1,mainstem,,Pipestone Creek - Above falls,,Pipestone,,PIPEABV01,,,PIPEShiner2002Sep17,2002,9/17/2002 0:00:00,9/17/2002 0:00:00,PIPEShiner2002Sep17,2002,9/17/2002 0:00:00,9/17/2002 0:00:00,,main,5,2002,0,1,5,0,0,1,1,0,7,0
Pipestone National Monument,PIPE,PIPEShiner01above,1,mainstem,,Pipestone Creek - Above falls,,Pipestone,,PIPEABV01,,,PIPEShiner2003Sep02,2003,9/2/2003 0:00:00,9/5/2003 0:00:00,PIPEShiner2003Sep04,2003,9/4/2003 0:00:00,9/4/2003 0:00:00,,main,1,2003,3,2,2,0,0,0,0,0,6,0
Pipestone National Monument,PIPE,PIPEShiner01above,1,mainstem,,Pipestone Creek - Above falls,,Pipestone,,PIPEABV01,,,PIPEShiner2003Sep02,2003,9/2/2003 0:00:00,9/5/2003 0:00:00,PIPEShiner2003Sep04,2003,9/4/2003 0:00:00,9/4/2003 0:00:00,,main,2,2003,0,1,1,1,1,1,1,0,6,0
Pipestone National Monument,PIPE,PIPEShiner01above,1,mainstem,,Pipestone Creek - Above falls,,Pipestone,,PIPEABV01,,,PIPEShiner2003Sep02,2003,9/2/2003 0:00:00,9/5/2003 0:00:00,PIPEShiner2003Sep04,2003,9/4/2003 0:00:00,9/4/2003 0:00:00,,main,3,2003,0,1,2,2,2,1,0,0,6,0
Pipestone National Monument,PIPE,PIPEShiner01above,1,mainstem,,Pipestone Creek - Above falls,,Pipestone,,PIPEABV01,,,PIPEShiner2003Sep02,2003,9/2/2003 0:00:00,9/5/2003 0:00:00,PIPEShiner2003Sep04,2003,9/4/2003 0:00:00,9/4/2003 0:00:00,,main,4,2003,0,1,1,1,2,1,0,0,6,0
Pipestone National Monument,PIPE,PIPEShiner01above,1,mainstem,,Pipestone Creek - Above falls,,Pipestone,,PIPEABV01,,,PIPEShiner2003Sep02,2003,9/2/2003 0:00:00,9/5/2003 0:00:00,PIPEShiner2003Sep04,2003,9/4/2003 0:00:00,9/4/2003 0:00:00,,main,5,2003,1,1,1,2,2,0,1,0,6,0
Pipestone National Monument,PIPE,PIPEShiner01above,1,mainstem,,Pipestone Creek - Above falls,,Pipestone,,PIPEABV01,,,PIPEShiner2004Sep16,2004,9/16/2004 0:00:00,9/16/2004 0:00:00,PIPEShiner2004Sep16,2004,9/16/2004 0:00:00,9/16/2004 0:00:00,,main,1,2004,0,1,1,0,0,0,0,2,6,0
Pipestone National Monument,PIPE,PIPEShiner01above,1,mainstem,,Pipestone Creek - Above falls,,Pipestone,,PIPEABV01,,,PIPEShiner2004Sep16,2004,9/16/2004 0:00:00,9/16/2004 0:00:00,PIPEShiner2004Sep16,2004,9/16/2004 0:00:00,9/16/2004 0:00:00,,main,2,2004,0,1,1,0,0,0,0,2,6,0
Pipestone National Monument,PIPE,PIPEShiner01above,1,mainstem,,Pipestone Creek - Above falls,,Pipestone,,PIPEABV01,,,PIPEShiner2004Sep16,2004,9/16/2004 0:00:00,9/16/2004 0:00:00,PIPEShiner2004Sep16,2004,9/16/2004 0:00:00,9/16/2004 0:00:00,,main,3,2004,0,1,1,1,1,0,0,2,7,0
Pipestone National Monument,PIPE,PIPEShiner01above,1,mainstem,,Pipestone Creek - Above falls,,Pipestone,,PIPEABV01,,,PIPEShiner2004Sep16,2004,9/16/2004 0:00:00,9/16/2004 0:00:00,PIPEShiner2004Sep16,2004,9/16/2004 0:00:00,9/16/2004 0:00:00,,main,4,2004,1,2,2,2,1,0,3,3,4,0
Pipestone National Monument,PIPE,PIPEShiner01above,1,mainstem,,Pipestone Creek - Above falls,,Pipestone,,PIPEABV01,,,PIPEShiner2004Sep16,2004,9/16/2004 0:00:00,9/16/2004 0:00:00,PIPEShiner2004Sep16,2004,9/16/2004 0:00:00,9/16/2004 0:00:00,,main,5,2004,1,2,1,3,2,2,3,4,4,0
Pipestone National Monument,PIPE,PIPEShiner01above,1,mainstem,,Pipestone Creek - Above falls,,Pipestone,,PIPEABV01,,,PIPEShiner2005Sep20,2005,9/20/2005 0:00:00,9/20/2005 0:00:00,PIPEShiner2005Sep20,2005,9/20/2005 0:00:00,9/20/2005 0:00:00,,main,1,2005,0,1,1,2,1,2,3,4,4,0
Pipestone National Monument,PIPE,PIPEShiner01above,1,mainstem,,Pipestone Creek - Above falls,,Pipestone,,PIPEABV01,,,PIPEShiner2005Sep20,2005,9/20/2005 0:00:00,9/20/2005 0:00:00,PIPEShiner2005Sep20,2005,9/20/2005 0:00:00,9/20/2005 0:00:00,,main,2,2005,0,1,1,2,3,1,1,1,6,0
Pipestone National Monument,PIPE,PIPEShiner01above,1,mainstem,,Pipestone Creek - Above falls,,Pipestone,,PIPEABV01,,,PIPEShiner2005Sep20,2005,9/20/2005 0:00:00,9/20/2005 0:00:00,PIPEShiner2005Sep20,2005,9/20/2005 0:00:00,9/20/2005 0:00:00,,main,3,2005,0,1,1,3,2,1,2,1,6,0
Pipestone National Monument,PIPE,PIPEShiner01above,1,mainstem,,Pipestone Creek - Above falls,,Pipestone,,PIPEABV01,,,PIPEShiner2005Sep20,2005,9/20/2005 0:00:00,9/20/2005 0:00:00,PIPEShiner2005Sep20,2005,9/20/2005 0:00:00,9/20/2005 0:00:00,,main,4,2005,0,1,1,2,2,1,1,1,6,0
Pipestone National Monument,PIPE,PIPEShiner01above,1,mainstem,,Pipestone Creek - Above falls,,Pipestone,,PIPEABV01,,,PIPEShiner2005Sep20,2005,9/20/2005 0:00:00,9/20/2005 0:00:00,PIPEShiner2005Sep20,2005,9/20/2005 0:00:00,9/20/2005 0:00:00,,main,5,2005,0,1,1,4,4,3,1,3,4,0
Pipestone National Monument,PIPE,PIPEShiner01above,1,mainstem,,Pipestone Creek - Above falls,,Pipestone,,PIPEABV01,,,PIPEShiner2006Aug29,2006,8/29/2006 0:00:00,8/30/2006 0:00:00,PIPEShiner2006Aug30,2006,8/30/2006 0:00:00,8/30/2006 0:00:00,,main,1,2006,0,0,2,0,0,0,2,0,7,0
Pipestone National Monument,PIPE,PIPEShiner01above,1,mainstem,,Pipestone Creek - Above falls,,Pipestone,,PIPEABV01,,,PIPEShiner2006Aug29,2006,8/29/2006 0:00:00,8/30/2006 0:00:00,PIPEShiner2006Aug30,2006,8/30/2006 0:00:00,8/30/2006 0:00:00,,main,2,2006,0,0,3,0,0,0,1,0,7,0
Pipestone National Monument,PIPE,PIPEShiner01above,1,mainstem,,Pipestone Creek - Above falls,,Pipestone,,PIPEABV01,,,PIPEShiner2006Aug29,2006,8/29/2006 0:00:00,8/30/2006 0:00:00,PIPEShiner2006Aug30,2006,8/30/2006 0:00:00,8/30/2006 0:00:00,,main,3,2006,0,0,3,0,0,0,1,0,7,0
Pipestone National Monument,PIPE,PIPEShiner01above,1,mainstem,,Pipestone Creek - Above falls,,Pipestone,,PIPEABV01,,,PIPEShiner2006Aug29,2006,8/29/2006 0:00:00,8/30/2006 0:00:00,PIPEShiner2006Aug30,2006,8/30/2006 0:00:00,8/30/2006 0:00:00,,main,4,2006,0,0,3,0,0,0,2,0,7,0
Pipestone National Monument,PIPE,PIPEShiner01above,1,mainstem,,Pipestone Creek - Above falls,,Pipestone,,PIPEABV01,,,PIPEShiner2006Aug29,2006,8/29/2006 0:00:00,8/30/2006 0:00:00,PIPEShiner2006Aug30,2006,8/30/2006 0:00:00,8/30/2006 0:00:00,,main,5,2006,0,0,3,0,0,0,0,0,7,0
Pipestone National Monument,PIPE,PIPEShiner01above,1,mainstem,,Pipestone Creek - Above falls,,Pipestone,,PIPEABV01,,,PIPEShiner2007Aug28,2007,8/28/2007 0:00:00,8/28/2007 0:00:00,PIPEShiner2007Aug28,2007,8/28/2007 0:00:00,8/28/2007 0:00:00,,main,1,2007,0,0,1,0,0,0,0,0,7,0
Pipestone National Monument,PIPE,PIPEShiner01above,1,mainstem,,Pipestone Creek - Above falls,,Pipestone,,PIPEABV01,,,PIPEShiner2007Aug28,2007,8/28/2007 0:00:00,8/28/2007 0:00:00,PIPEShiner2007Aug28,2007,8/28/2007 0:00:00,8/28/2007 0:00:00,,main,2,2007,0,0,0,3,2,0,0,0,6,0
Pipestone National Monument,PIPE,PIPEShiner01above,1,mainstem,,Pipestone Creek - Above falls,,Pipestone,,PIPEABV01,,,PIPEShiner2007Aug28,2007,8/28/2007 0:00:00,8/28/2007 0:00:00,PIPEShiner2007Aug28,2007,8/28/2007 0:00:00,8/28/2007 0:00:00,,main,3,2007,0,0,2,2,0,0,0,0,7,0
Pipestone National Monument,PIPE,PIPEShiner01above,1,mainstem,,Pipestone Creek - Above falls,,Pipestone,,PIPEABV01,,,PIPEShiner2007Aug28,2007,8/28/2007 0:00:00,8/28/2007 0:00:00,PIPEShiner2007Aug28,2007,8/28/2007 0:00:00,8/28/2007 0:00:00,,main,4,2007,0,0,2,3,0,0,0,0,6,0
Pipestone National Monument,PIPE,PIPEShiner01above,1,mainstem,,Pipestone Creek - Above falls,,Pipestone,,PIPEABV01,,,PIPEShiner2007Aug28,2007,8/28/2007 0:00:00,8/28/2007 0:00:00,PIPEShiner2007Aug28,2007,8/28/2007 0:00:00,8/28/2007 0:00:00,,main,5,2007,0,0,2,3,0,0,0,0,6,0
Pipestone National Monument,PIPE,PIPEShiner01above,1,mainstem,,Pipestone Creek - Above falls,,Pipestone,,PIPEABV01,,,PIPEShiner2008Aug26,2008,8/26/2008 0:00:00,8/26/2008 0:00:00,PIPEShiner2008Aug26,2008,8/26/2008 0:00:00,8/26/2008 0:00:00,,main,1,2008,0,0,2,0,0,0,0,0,6,0
Pipestone National Monument,PIPE,PIPEShiner01above,1,mainstem,,Pipestone Creek - Above falls,,Pipestone,,PIPEABV01,,,PIPEShiner2008Aug26,2008,8/26/2008 0:00:00,8/26/2008 0:00:00,PIPEShiner2008Aug26,2008,8/26/2008 0:00:00,8/26/2008 0:00:00,,main,2,2008,0,0,2,0,0,0,0,0,6,0
Pipestone National Monument,PIPE,PIPEShiner01above,1,mainstem,,Pipestone Creek - Above falls,,Pipestone,,PIPEABV01,,,PIPEShiner2008Aug26,2008,8/26/2008 0:00:00,8/26/2008 0:00:00,PIPEShiner2008Aug26,2008,8/26/2008 0:00:00,8/26/2008 0:00:00,,main,3,2008,0,0,2,3,0,0,0,0,6,0
