ParkName,ParkCode,LocationID,LocationNumber,LocationType,LocationDescription,StreamName,TributaryName,County,StretchNumber,ReachID,ReachLength_m,StreamWatershedArea_sqkm,PeriodID,tbl_SamplingPeriods_Season,tbl_SamplingPeriods_StartDate,tbl_SamplingPeriods_EndDate,EventID,tbl_SamplingEvents_Season,tbl_SamplingEvents_StartDate,tbl_SamplingEvents_EndDate,AdditionalComments,ChannelType,SiteNumber,tbl_ShinerSubstrate_Season,Muck,Detritus,Silt,Sand,Pea_gravel,Coarse_gravel,Cobble,Boulder,Bedrock,Hardpan_shale
Tallgrass Prairie National Preserve,TAPR,TAPRShiner01lower,1,mainstem,Pasture Name: Brome,Creek 1 - Lower,,Chase,,TAPRLOW01,,,TAPRShiner2018Sep04,2018,9/4/2018 0:00:00,9/7/2018 0:00:00,TAPRShiner2018Sep04,2018,9/4/2018 0:00:00,9/4/2018 0:00:00,Reach 1 Middle: no fish from sites 1 & 2; Reach 1 Lower: very low water levels,main,1,2018,4,3,3,3,3,3,3,0,0,4
Tallgrass Prairie National Preserve,TAPR,TAPRShiner01lower,1,mainstem,Pasture Name: Brome,Creek 1 - Lower,,Chase,,TAPRLOW01,,,TAPRShiner2018Sep04,2018,9/4/2018 0:00:00,9/7/2018 0:00:00,TAPRShiner2018Sep04,2018,9/4/2018 0:00:00,9/4/2018 0:00:00,Reach 1 Middle: no fish from sites 1 & 2; Reach 1 Lower: very low water levels,main,2,2018,4,2,4,2,2,0,2,0,0,5
Tallgrass Prairie National Preserve,TAPR,TAPRShiner01lower,1,mainstem,Pasture Name: Brome,Creek 1 - Lower,,Chase,,TAPRLOW01,,,TAPRShiner2018Sep04,2018,9/4/2018 0:00:00,9/7/2018 0:00:00,TAPRShiner2018Sep04,2018,9/4/2018 0:00:00,9/4/2018 0:00:00,Reach 1 Middle: no fish from sites 1 & 2; Reach 1 Lower: very low water levels,main,3,2018,4,3,4,3,3,3,2,2,0,2
Tallgrass Prairie National Preserve,TAPR,TAPRShiner01lower,1,mainstem,Pasture Name: Brome,Creek 1 - Lower,,Chase,,TAPRLOW01,,,TAPRShiner2018Sep04,2018,9/4/2018 0:00:00,9/7/2018 0:00:00,TAPRShiner2018Sep04,2018,9/4/2018 0:00:00,9/4/2018 0:00:00,Reach 1 Middle: no fish from sites 1 & 2; Reach 1 Lower: very low water levels,main,4,2018,5,3,3,3,3,0,2,0,0,3
Tallgrass Prairie National Preserve,TAPR,TAPRShiner01lower,1,mainstem,Pasture Name: Brome,Creek 1 - Lower,,Chase,,TAPRLOW01,,,TAPRShiner2019Sep10,2019,9/10/2019 0:00:00,9/11/2019 0:00:00,TAPRShiner2019Sep10,2019,9/10/2019 0:00:00,9/10/2019 0:00:00,,main,1,2019,2,3,3,2,3,3,4,0,0,0
Tallgrass Prairie National Preserve,TAPR,TAPRShiner01lower,1,mainstem,Pasture Name: Brome,Creek 1 - Lower,,Chase,,TAPRLOW01,,,TAPRShiner2019Sep10,2019,9/10/2019 0:00:00,9/11/2019 0:00:00,TAPRShiner2019Sep10,2019,9/10/2019 0:00:00,9/10/2019 0:00:00,,main,2,2019,2,2,2,3,3,4,4,3,0,0
Tallgrass Prairie National Preserve,TAPR,TAPRShiner01lower,1,mainstem,Pasture Name: Brome,Creek 1 - Lower,,Chase,,TAPRLOW01,,,TAPRShiner2019Sep10,2019,9/10/2019 0:00:00,9/11/2019 0:00:00,TAPRShiner2019Sep10,2019,9/10/2019 0:00:00,9/10/2019 0:00:00,,main,3,2019,5,3,3,3,3,3,2,2,0,0
Tallgrass Prairie National Preserve,TAPR,TAPRShiner01lower,1,mainstem,Pasture Name: Brome,Creek 1 - Lower,,Chase,,TAPRLOW01,,,TAPRShiner2019Sep10,2019,9/10/2019 0:00:00,9/11/2019 0:00:00,TAPRShiner2019Sep10,2019,9/10/2019 0:00:00,9/10/2019 0:00:00,,main,4,2019,3,3,3,3,3,4,0,0,0,4
Tallgrass Prairie National Preserve,TAPR,TAPRShiner01lower,1,mainstem,Pasture Name: Brome,Creek 1 - Lower,,Chase,,TAPRLOW01,,,TAPRShiner2019Sep10,2019,9/10/2019 0:00:00,9/11/2019 0:00:00,TAPRShiner2019Sep10,2019,9/10/2019 0:00:00,9/10/2019 0:00:00,,main,5,2019,3,3,3,3,3,3,0,0,0,4
Tallgrass Prairie National Preserve,TAPR,TAPRShiner01lower,1,mainstem,Pasture Name: Brome,Creek 1 - Lower,,Chase,,TAPRLOW01,,,TAPRShiner2021Sep07,2021,9/7/2021 0:00:00,9/10/2021 0:00:00,TAPRShiner2021Sep09,2021,9/9/2021 0:00:00,9/9/2021 0:00:00,Streams low. Rained ~5 inches 5 days prior to sampling. Suspect streams were much lower5 days previous.,main,1,2021,4,2,2,3,2,4,4,0,0,0
Tallgrass Prairie National Preserve,TAPR,TAPRShiner01lower,1,mainstem,Pasture Name: Brome,Creek 1 - Lower,,Chase,,TAPRLOW01,,,TAPRShiner2021Sep07,2021,9/7/2021 0:00:00,9/10/2021 0:00:00,TAPRShiner2021Sep09,2021,9/9/2021 0:00:00,9/9/2021 0:00:00,Streams low. Rained ~5 inches 5 days prior to sampling. Suspect streams were much lower5 days previous.,main,2,2021,4,2,2,1,2,4,4,2,0,0
Tallgrass Prairie National Preserve,TAPR,TAPRShiner01lower,1,mainstem,Pasture Name: Brome,Creek 1 - Lower,,Chase,,TAPRLOW01,,,TAPRShiner2021Sep07,2021,9/7/2021 0:00:00,9/10/2021 0:00:00,TAPRShiner2021Sep09,2021,9/9/2021 0:00:00,9/9/2021 0:00:00,Streams low. Rained ~5 inches 5 days prior to sampling. Suspect streams were much lower5 days previous.,main,3,2021,3,2,1,1,3,3,3,0,0,4
Tallgrass Prairie National Preserve,TAPR,TAPRShiner01lower,1,mainstem,Pasture Name: Brome,Creek 1 - Lower,,Chase,,TAPRLOW01,,,TAPRShiner2021Sep07,2021,9/7/2021 0:00:00,9/10/2021 0:00:00,TAPRShiner2021Sep09,2021,9/9/2021 0:00:00,9/9/2021 0:00:00,Streams low. Rained ~5 inches 5 days prior to sampling. Suspect streams were much lower5 days previous.,main,4,2021,0,1,2,3,3,4,4,0,0,0
Tallgrass Prairie National Preserve,TAPR,TAPRShiner01lower,1,mainstem,Pasture Name: Brome,Creek 1 - Lower,,Chase,,TAPRLOW01,,,TAPRShiner2022Aug16,2022,8/16/2022 0:00:00,8/17/2022 0:00:00,TAPRShiner2022Aug17,2022,8/17/2022 0:00:00,8/17/2022 0:00:00,,main,1,2022,2,2,3,2,3,5,3,0,0,0
Tallgrass Prairie National Preserve,TAPR,TAPRShiner01lower,1,mainstem,Pasture Name: Brome,Creek 1 - Lower,,Chase,,TAPRLOW01,,,TAPRShiner2022Aug16,2022,8/16/2022 0:00:00,8/17/2022 0:00:00,TAPRShiner2022Aug17,2022,8/17/2022 0:00:00,8/17/2022 0:00:00,,main,2,2022,2,2,2,2,3,5,3,3,0,0
Tallgrass Prairie National Preserve,TAPR,TAPRShiner01lower,1,mainstem,Pasture Name: Brome,Creek 1 - Lower,,Chase,,TAPRLOW01,,,TAPRShiner2022Aug16,2022,8/16/2022 0:00:00,8/17/2022 0:00:00,TAPRShiner2022Aug17,2022,8/17/2022 0:00:00,8/17/2022 0:00:00,,main,3,2022,5,3,2,2,2,3,3,3,0,0
Tallgrass Prairie National Preserve,TAPR,TAPRShiner01lower,1,mainstem,Pasture Name: Brome,Creek 1 - Lower,,Chase,,TAPRLOW01,,,TAPRShiner2022Aug16,2022,8/16/2022 0:00:00,8/17/2022 0:00:00,TAPRShiner2022Aug17,2022,8/17/2022 0:00:00,8/17/2022 0:00:00,,main,4,2022,3,2,2,2,2,2,0,0,0,5
Tallgrass Prairie National Preserve,TAPR,TAPRShiner01lower,1,mainstem,Pasture Name: Brome,Creek 1 - Lower,,Chase,,TAPRLOW01,,,TAPRShiner2022Aug16,2022,8/16/2022 0:00:00,8/17/2022 0:00:00,TAPRShiner2022Aug17,2022,8/17/2022 0:00:00,8/17/2022 0:00:00,,main,5,2022,3,2,3,3,3,4,3,0,0,3
Tallgrass Prairie National Preserve,TAPR,TAPRShiner01middl,1,mainstem,Pasture Name: West Traps,Creek 1 - Middle,,Chase,,TAPRMID01,,,TAPRShiner2001Aug28,2001,8/28/2001 0:00:00,10/13/2001 0:00:00,TAPRShiner2001Aug28,2001,8/28/2001 0:00:00,8/28/2001 0:00:00,,main,1,2001,0,0,0,0,0,5,0,0,0,0
Tallgrass Prairie National Preserve,TAPR,TAPRShiner01middl,1,mainstem,Pasture Name: West Traps,Creek 1 - Middle,,Chase,,TAPRMID01,,,TAPRShiner2001Aug28,2001,8/28/2001 0:00:00,10/13/2001 0:00:00,TAPRShiner2001Aug28,2001,8/28/2001 0:00:00,8/28/2001 0:00:00,,main,2,2001,0,0,0,0,0,5,0,0,0,0
Tallgrass Prairie National Preserve,TAPR,TAPRShiner01middl,1,mainstem,Pasture Name: West Traps,Creek 1 - Middle,,Chase,,TAPRMID01,,,TAPRShiner2001Aug28,2001,8/28/2001 0:00:00,10/13/2001 0:00:00,TAPRShiner2001Aug28,2001,8/28/2001 0:00:00,8/28/2001 0:00:00,,main,3,2001,0,0,0,0,0,5,0,0,0,0
Tallgrass Prairie National Preserve,TAPR,TAPRShiner01middl,1,mainstem,Pasture Name: West Traps,Creek 1 - Middle,,Chase,,TAPRMID01,,,TAPRShiner2001Aug28,2001,8/28/2001 0:00:00,10/13/2001 0:00:00,TAPRShiner2001Aug28,2001,8/28/2001 0:00:00,8/28/2001 0:00:00,,main,4,2001,0,0,0,0,0,5,0,0,0,0
Tallgrass Prairie National Preserve,TAPR,TAPRShiner01middl,1,mainstem,Pasture Name: West Traps,Creek 1 - Middle,,Chase,,TAPRMID01,,,TAPRShiner2001Aug28,2001,8/28/2001 0:00:00,10/13/2001 0:00:00,TAPRShiner2001Aug28,2001,8/28/2001 0:00:00,8/28/2001 0:00:00,,main,5,2001,0,0,0,0,0,5,0,0,0,0
Tallgrass Prairie National Preserve,TAPR,TAPRShiner01middl,1,mainstem,Pasture Name: West Traps,Creek 1 - Middle,,Chase,,TAPRMID01,,,TAPRShiner2002Sep30,2002,9/17/2002 0:00:00,10/6/2002 0:00:00,TAPRShiner2002Oct03,2002,10/3/2002 0:00:00,10/3/2002 0:00:00,,main,1,2002,0,0,6,0,2,3,2,0,1,0
Tallgrass Prairie National Preserve,TAPR,TAPRShiner01middl,1,mainstem,Pasture Name: West Traps,Creek 1 - Middle,,Chase,,TAPRMID01,,,TAPRShiner2002Sep30,2002,9/17/2002 0:00:00,10/6/2002 0:00:00,TAPRShiner2002Oct03,2002,10/3/2002 0:00:00,10/3/2002 0:00:00,,main,2,2002,0,0,5,0,3,1,2,1,1,0
Tallgrass Prairie National Preserve,TAPR,TAPRShiner01middl,1,mainstem,Pasture Name: West Traps,Creek 1 - Middle,,Chase,,TAPRMID01,,,TAPRShiner2002Sep30,2002,9/17/2002 0:00:00,10/6/2002 0:00:00,TAPRShiner2002Oct03,2002,10/3/2002 0:00:00,10/3/2002 0:00:00,,main,3,2002,0,0,4,0,2,1,2,4,4,0
Tallgrass Prairie National Preserve,TAPR,TAPRShiner01middl,1,mainstem,Pasture Name: West Traps,Creek 1 - Middle,,Chase,,TAPRMID01,,,TAPRShiner2002Sep30,2002,9/17/2002 0:00:00,10/6/2002 0:00:00,TAPRShiner2002Oct03,2002,10/3/2002 0:00:00,10/3/2002 0:00:00,,main,4,2002,0,0,4,0,2,4,4,0,0,0
Tallgrass Prairie National Preserve,TAPR,TAPRShiner01middl,1,mainstem,Pasture Name: West Traps,Creek 1 - Middle,,Chase,,TAPRMID01,,,TAPRShiner2002Sep30,2002,9/17/2002 0:00:00,10/6/2002 0:00:00,TAPRShiner2002Oct03,2002,10/3/2002 0:00:00,10/3/2002 0:00:00,,main,5,2002,0,0,5,0,1,1,1,4,1,0
Tallgrass Prairie National Preserve,TAPR,TAPRShiner01middl,1,mainstem,Pasture Name: West Traps,Creek 1 - Middle,,Chase,,TAPRMID01,,,TAPRShiner2003Oct06,2003,10/6/2003 0:00:00,10/10/2003 0:00:00,TAPRShiner2003Oct08,2003,10/8/2003 0:00:00,10/8/2003 0:00:00,,main,1,2003,2,1,3,0,2,3,3,1,0,0
Tallgrass Prairie National Preserve,TAPR,TAPRShiner01middl,1,mainstem,Pasture Name: West Traps,Creek 1 - Middle,,Chase,,TAPRMID01,,,TAPRShiner2003Oct06,2003,10/6/2003 0:00:00,10/10/2003 0:00:00,TAPRShiner2003Oct08,2003,10/8/2003 0:00:00,10/8/2003 0:00:00,,main,2,2003,1,2,2,0,3,3,4,3,0,0
Tallgrass Prairie National Preserve,TAPR,TAPRShiner01middl,1,mainstem,Pasture Name: West Traps,Creek 1 - Middle,,Chase,,TAPRMID01,,,TAPRShiner2003Oct06,2003,10/6/2003 0:00:00,10/10/2003 0:00:00,TAPRShiner2003Oct08,2003,10/8/2003 0:00:00,10/8/2003 0:00:00,,main,3,2003,1,2,2,0,1,2,3,4,0,0
Tallgrass Prairie National Preserve,TAPR,TAPRShiner01middl,1,mainstem,Pasture Name: West Traps,Creek 1 - Middle,,Chase,,TAPRMID01,,,TAPRShiner2003Oct06,2003,10/6/2003 0:00:00,10/10/2003 0:00:00,TAPRShiner2003Oct08,2003,10/8/2003 0:00:00,10/8/2003 0:00:00,,main,4,2003,3,1,3,0,3,2,2,4,0,0
Tallgrass Prairie National Preserve,TAPR,TAPRShiner01middl,1,mainstem,Pasture Name: West Traps,Creek 1 - Middle,,Chase,,TAPRMID01,,,TAPRShiner2003Oct06,2003,10/6/2003 0:00:00,10/10/2003 0:00:00,TAPRShiner2003Oct08,2003,10/8/2003 0:00:00,10/8/2003 0:00:00,,main,5,2003,1,2,3,0,3,3,2,0,0,0
Tallgrass Prairie National Preserve,TAPR,TAPRShiner01middl,1,mainstem,Pasture Name: West Traps,Creek 1 - Middle,,Chase,,TAPRMID01,,,TAPRShiner2004Oct04,2004,10/4/2004 0:00:00,10/7/2004 0:00:00,TAPRShiner2004Oct07,2004,10/7/2004 0:00:00,10/7/2004 0:00:00,,main,1,2004,1,2,3,1,3,3,4,0,0,0
Tallgrass Prairie National Preserve,TAPR,TAPRShiner01middl,1,mainstem,Pasture Name: West Traps,Creek 1 - Middle,,Chase,,TAPRMID01,,,TAPRShiner2004Oct04,2004,10/4/2004 0:00:00,10/7/2004 0:00:00,TAPRShiner2004Oct07,2004,10/7/2004 0:00:00,10/7/2004 0:00:00,,main,2,2004,1,2,2,1,3,3,4,2,0,0
Tallgrass Prairie National Preserve,TAPR,TAPRShiner01middl,1,mainstem,Pasture Name: West Traps,Creek 1 - Middle,,Chase,,TAPRMID01,,,TAPRShiner2004Oct04,2004,10/4/2004 0:00:00,10/7/2004 0:00:00,TAPRShiner2004Oct07,2004,10/7/2004 0:00:00,10/7/2004 0:00:00,,main,3,2004,1,2,1,1,3,3,4,3,4,0
Tallgrass Prairie National Preserve,TAPR,TAPRShiner01middl,1,mainstem,Pasture Name: West Traps,Creek 1 - Middle,,Chase,,TAPRMID01,,,TAPRShiner2004Oct04,2004,10/4/2004 0:00:00,10/7/2004 0:00:00,TAPRShiner2004Oct07,2004,10/7/2004 0:00:00,10/7/2004 0:00:00,,main,4,2004,1,2,1,1,3,3,4,3,4,0
Tallgrass Prairie National Preserve,TAPR,TAPRShiner01middl,1,mainstem,Pasture Name: West Traps,Creek 1 - Middle,,Chase,,TAPRMID01,,,TAPRShiner2004Oct04,2004,10/4/2004 0:00:00,10/7/2004 0:00:00,TAPRShiner2004Oct07,2004,10/7/2004 0:00:00,10/7/2004 0:00:00,,main,5,2004,1,2,1,1,3,3,3,3,3,0
Tallgrass Prairie National Preserve,TAPR,TAPRShiner01middl,1,mainstem,Pasture Name: West Traps,Creek 1 - Middle,,Chase,,TAPRMID01,,,TAPRShiner2005Oct03,2005,10/3/2005 0:00:00,10/5/2005 0:00:00,TAPRShiner2005Oct05,2005,10/5/2005 0:00:00,10/5/2005 0:00:00,,main,1,2005,0,2,2,1,2,3,3,1,0,0
Tallgrass Prairie National Preserve,TAPR,TAPRShiner01middl,1,mainstem,Pasture Name: West Traps,Creek 1 - Middle,,Chase,,TAPRMID01,,,TAPRShiner2005Oct03,2005,10/3/2005 0:00:00,10/5/2005 0:00:00,TAPRShiner2005Oct05,2005,10/5/2005 0:00:00,10/5/2005 0:00:00,,main,2,2005,0,2,2,2,2,3,3,1,0,0
Tallgrass Prairie National Preserve,TAPR,TAPRShiner01middl,1,mainstem,Pasture Name: West Traps,Creek 1 - Middle,,Chase,,TAPRMID01,,,TAPRShiner2005Oct03,2005,10/3/2005 0:00:00,10/5/2005 0:00:00,TAPRShiner2005Oct05,2005,10/5/2005 0:00:00,10/5/2005 0:00:00,,main,3,2005,0,1,2,1,2,3,1,2,0,0
Tallgrass Prairie National Preserve,TAPR,TAPRShiner01middl,1,mainstem,Pasture Name: West Traps,Creek 1 - Middle,,Chase,,TAPRMID01,,,TAPRShiner2005Oct03,2005,10/3/2005 0:00:00,10/5/2005 0:00:00,TAPRShiner2005Oct05,2005,10/5/2005 0:00:00,10/5/2005 0:00:00,,main,4,2005,0,1,1,1,2,2,3,3,0,0
Tallgrass Prairie National Preserve,TAPR,TAPRShiner01middl,1,mainstem,Pasture Name: West Traps,Creek 1 - Middle,,Chase,,TAPRMID01,,,TAPRShiner2005Oct03,2005,10/3/2005 0:00:00,10/5/2005 0:00:00,TAPRShiner2005Oct05,2005,10/5/2005 0:00:00,10/5/2005 0:00:00,,main,5,2005,0,2,4,1,2,2,2,0,0,0
Tallgrass Prairie National Preserve,TAPR,TAPRShiner01middl,1,mainstem,Pasture Name: West Traps,Creek 1 - Middle,,Chase,,TAPRMID01,,,TAPRShiner2007Sep09,2007,9/9/2007 0:00:00,9/13/2007 0:00:00,TAPRShiner2007Sep11,2007,9/11/2007 0:00:00,9/11/2007 0:00:00,,main,1,2007,3,0,2,0,3,3,3,3,0,3
Tallgrass Prairie National Preserve,TAPR,TAPRShiner01middl,1,mainstem,Pasture Name: West Traps,Creek 1 - Middle,,Chase,,TAPRMID01,,,TAPRShiner2007Sep09,2007,9/9/2007 0:00:00,9/13/2007 0:00:00,TAPRShiner2007Sep11,2007,9/11/2007 0:00:00,9/11/2007 0:00:00,,main,2,2007,0,0,2,2,3,3,4,0,0,0
Tallgrass Prairie National Preserve,TAPR,TAPRShiner01middl,1,mainstem,Pasture Name: West Traps,Creek 1 - Middle,,Chase,,TAPRMID01,,,TAPRShiner2007Sep09,2007,9/9/2007 0:00:00,9/13/2007 0:00:00,TAPRShiner2007Sep11,2007,9/11/2007 0:00:00,9/11/2007 0:00:00,,main,3,2007,6,2,0,1,0,0,0,0,0,0
Tallgrass Prairie National Preserve,TAPR,TAPRShiner01middl,1,mainstem,Pasture Name: West Traps,Creek 1 - Middle,,Chase,,TAPRMID01,,,TAPRShiner2008Sep07,2008,9/7/2008 0:00:00,9/10/2008 0:00:00,TAPRShiner2008Sep09,2008,9/9/2008 0:00:00,9/9/2008 0:00:00,,main,1,2008,0,3,2,0,0,5,4,0,0,0
Tallgrass Prairie National Preserve,TAPR,TAPRShiner01middl,1,mainstem,Pasture Name: West Traps,Creek 1 - Middle,,Chase,,TAPRMID01,,,TAPRShiner2008Sep07,2008,9/7/2008 0:00:00,9/10/2008 0:00:00,TAPRShiner2008Sep09,2008,9/9/2008 0:00:00,9/9/2008 0:00:00,,main,2,2008,0,2,0,0,3,3,5,4,0,3
Tallgrass Prairie National Preserve,TAPR,TAPRShiner01middl,1,mainstem,Pasture Name: West Traps,Creek 1 - Middle,,Chase,,TAPRMID01,,,TAPRShiner2008Sep07,2008,9/7/2008 0:00:00,9/10/2008 0:00:00,TAPRShiner2008Sep09,2008,9/9/2008 0:00:00,9/9/2008 0:00:00,,main,3,2008,0,0,0,0,3,4,5,3,0,0
Tallgrass Prairie National Preserve,TAPR,TAPRShiner01middl,1,mainstem,Pasture Name: West Traps,Creek 1 - Middle,,Chase,,TAPRMID01,,,TAPRShiner2008Sep07,2008,9/7/2008 0:00:00,9/10/2008 0:00:00,TAPRShiner2008Sep09,2008,9/9/2008 0:00:00,9/9/2008 0:00:00,,main,4,2008,0,2,0,0,3,5,4,2,0,0
Tallgrass Prairie National Preserve,TAPR,TAPRShiner01middl,1,mainstem,Pasture Name: West Traps,Creek 1 - Middle,,Chase,,TAPRMID01,,,TAPRShiner2009Sep08,2009,9/8/2009 0:00:00,9/11/2009 0:00:00,TAPRShiner2009Sep09,2009,9/9/2009 0:00:00,9/9/2009 0:00:00,,main,1,2009,0,0,0,2,3,4,4,0,0,0
Tallgrass Prairie National Preserve,TAPR,TAPRShiner01middl,1,mainstem,Pasture Name: West Traps,Creek 1 - Middle,,Chase,,TAPRMID01,,,TAPRShiner2009Sep08,2009,9/8/2009 0:00:00,9/11/2009 0:00:00,TAPRShiner2009Sep09,2009,9/9/2009 0:00:00,9/9/2009 0:00:00,,main,2,2009,0,0,0,2,3,3,4,4,3,0
Tallgrass Prairie National Preserve,TAPR,TAPRShiner01middl,1,mainstem,Pasture Name: West Traps,Creek 1 - Middle,,Chase,,TAPRMID01,,,TAPRShiner2009Sep08,2009,9/8/2009 0:00:00,9/11/2009 0:00:00,TAPRShiner2009Sep09,2009,9/9/2009 0:00:00,9/9/2009 0:00:00,,main,3,2009,0,0,0,2,3,4,4,2,0,2
Tallgrass Prairie National Preserve,TAPR,TAPRShiner01middl,1,mainstem,Pasture Name: West Traps,Creek 1 - Middle,,Chase,,TAPRMID01,,,TAPRShiner2009Sep08,2009,9/8/2009 0:00:00,9/11/2009 0:00:00,TAPRShiner2009Sep09,2009,9/9/2009 0:00:00,9/9/2009 0:00:00,,main,4,2009,2,2,3,3,3,3,0,0,0,2
Tallgrass Prairie National Preserve,TAPR,TAPRShiner01middl,1,mainstem,Pasture Name: West Traps,Creek 1 - Middle,,Chase,,TAPRMID01,,,TAPRShiner2009Sep08,2009,9/8/2009 0:00:00,9/11/2009 0:00:00,TAPRShiner2009Sep09,2009,9/9/2009 0:00:00,9/9/2009 0:00:00,,main,5,2009,0,0,0,2,5,4,0,2,0,0
Tallgrass Prairie National Preserve,TAPR,TAPRShiner01middl,1,mainstem,Pasture Name: West Traps,Creek 1 - Middle,,Chase,,TAPRMID01,,,TAPRShiner2010Sep07,2010,9/7/2010 0:00:00,9/8/2010 0:00:00,TAPRShiner2010Sep07,2010,9/7/2010 0:00:00,9/7/2010 0:00:00,,main,1,2010,0,2,2,3,3,4,4,3,0,0
Tallgrass Prairie National Preserve,TAPR,TAPRShiner01middl,1,mainstem,Pasture Name: West Traps,Creek 1 - Middle,,Chase,,TAPRMID01,,,TAPRShiner2010Sep07,2010,9/7/2010 0:00:00,9/8/2010 0:00:00,TAPRShiner2010Sep07,2010,9/7/2010 0:00:00,9/7/2010 0:00:00,,main,2,2010,0,3,2,3,3,3,4,3,0,0
Tallgrass Prairie National Preserve,TAPR,TAPRShiner01middl,1,mainstem,Pasture Name: West Traps,Creek 1 - Middle,,Chase,,TAPRMID01,,,TAPRShiner2010Sep07,2010,9/7/2010 0:00:00,9/8/2010 0:00:00,TAPRShiner2010Sep07,2010,9/7/2010 0:00:00,9/7/2010 0:00:00,,main,3,2010,0,3,2,2,3,3,4,4,0,0
Tallgrass Prairie National Preserve,TAPR,TAPRShiner01middl,1,mainstem,Pasture Name: West Traps,Creek 1 - Middle,,Chase,,TAPRMID01,,,TAPRShiner2010Sep07,2010,9/7/2010 0:00:00,9/8/2010 0:00:00,TAPRShiner2010Sep07,2010,9/7/2010 0:00:00,9/7/2010 0:00:00,,main,4,2010,0,2,1,2,3,3,4,4,0,0
Tallgrass Prairie National Preserve,TAPR,TAPRShiner01middl,1,mainstem,Pasture Name: West Traps,Creek 1 - Middle,,Chase,,TAPRMID01,,,TAPRShiner2010Sep07,2010,9/7/2010 0:00:00,9/8/2010 0:00:00,TAPRShiner2010Sep07,2010,9/7/2010 0:00:00,9/7/2010 0:00:00,,main,5,2010,0,2,2,3,4,4,3,0,0,0
Tallgrass Prairie National Preserve,TAPR,TAPRShiner01middl,1,mainstem,Pasture Name: West Traps,Creek 1 - Middle,,Chase,,TAPRMID01,,,TAPRShiner2013Sep18,2013,9/18/2013 0:00:00,9/19/2013 0:00:00,TAPRShiner2013Sep18,2013,9/18/2013 0:00:00,9/18/2013 0:00:00,,main,1,2013,1,2,3,2,3,3,4,0,0,0
Tallgrass Prairie National Preserve,TAPR,TAPRShiner01middl,1,mainstem,Pasture Name: West Traps,Creek 1 - Middle,,Chase,,TAPRMID01,,,TAPRShiner2013Sep18,2013,9/18/2013 0:00:00,9/19/2013 0:00:00,TAPRShiner2013Sep18,2013,9/18/2013 0:00:00,9/18/2013 0:00:00,,main,2,2013,0,1,2,2,2,4,4,0,0,3
Tallgrass Prairie National Preserve,TAPR,TAPRShiner01middl,1,mainstem,Pasture Name: West Traps,Creek 1 - Middle,,Chase,,TAPRMID01,,,TAPRShiner2013Sep18,2013,9/18/2013 0:00:00,9/19/2013 0:00:00,TAPRShiner2013Sep18,2013,9/18/2013 0:00:00,9/18/2013 0:00:00,,main,3,2013,0,1,1,2,2,4,4,3,0,3
Tallgrass Prairie National Preserve,TAPR,TAPRShiner01middl,1,mainstem,Pasture Name: West Traps,Creek 1 - Middle,,Chase,,TAPRMID01,,,TAPRShiner2013Sep18,2013,9/18/2013 0:00:00,9/19/2013 0:00:00,TAPRShiner2013Sep18,2013,9/18/2013 0:00:00,9/18/2013 0:00:00,,main,4,2013,0,1,1,3,3,4,4,0,0,0
Tallgrass Prairie National Preserve,TAPR,TAPRShiner01middl,1,mainstem,Pasture Name: West Traps,Creek 1 - Middle,,Chase,,TAPRMID01,,,TAPRShiner2013Sep18,2013,9/18/2013 0:00:00,9/19/2013 0:00:00,TAPRShiner2013Sep18,2013,9/18/2013 0:00:00,9/18/2013 0:00:00,,main,5,2013,3,2,2,3,2,3,2,0,0,0
Tallgrass Prairie National Preserve,TAPR,TAPRShiner01middl,1,mainstem,Pasture Name: West Traps,Creek 1 - Middle,,Chase,,TAPRMID01,,,TAPRShiner2014Sept09,2014,9/9/2014 0:00:00,9/10/2014 0:00:00,TAPRShiner2014Sep10,2014,9/10/2014 0:00:00,9/10/2014 0:00:00,,main,1,2014,0,2,3,2,3,4,4,2,0,0
Tallgrass Prairie National Preserve,TAPR,TAPRShiner01middl,1,mainstem,Pasture Name: West Traps,Creek 1 - Middle,,Chase,,TAPRMID01,,,TAPRShiner2014Sept09,2014,9/9/2014 0:00:00,9/10/2014 0:00:00,TAPRShiner2014Sep10,2014,9/10/2014 0:00:00,9/10/2014 0:00:00,,main,2,2014,0,2,3,3,3,4,4,3,0,0
Tallgrass Prairie National Preserve,TAPR,TAPRShiner01middl,1,mainstem,Pasture Name: West Traps,Creek 1 - Middle,,Chase,,TAPRMID01,,,TAPRShiner2014Sept09,2014,9/9/2014 0:00:00,9/10/2014 0:00:00,TAPRShiner2014Sep10,2014,9/10/2014 0:00:00,9/10/2014 0:00:00,,main,3,2014,0,2,3,3,4,4,4,0,0,0
Tallgrass Prairie National Preserve,TAPR,TAPRShiner01middl,1,mainstem,Pasture Name: West Traps,Creek 1 - Middle,,Chase,,TAPRMID01,,,TAPRShiner2014Sept09,2014,9/9/2014 0:00:00,9/10/2014 0:00:00,TAPRShiner2014Sep10,2014,9/10/2014 0:00:00,9/10/2014 0:00:00,,main,4,2014,0,3,4,3,3,3,0,0,0,4
