ParkName,ParkCode,LocationID,LocationNumber,LocationType,LocationDescription,StreamName,TributaryName,County,StretchNumber,ReachID,ReachLength_m,StreamWatershedArea_sqkm,PeriodID,Season,tbl_SamplingPeriods_StartDate,tbl_SamplingPeriods_EndDate,EventID,tbl_SamplingEvents_StartDate,tbl_SamplingEvents_EndDate,EventComments,ChannelType,ChannelTypeDescr,SiteNumber,TransectNumber,SampleLocation,SampleLocationDescr,ChannelUnit,ChannelUnitDescr,PoolForm,Width_m,Depth_cm,Velocity_ms,DomSubstrate,WentworthSubstrateDescr,WentworthMidpoint,Embeddedness,EmbedCanCoverDescrb,ECC_MidpoinValueb,CanopyCover,EmbedCanCoverDescr,ECC_MidpoinValue,Comment
Buffalo National River,BUFF,BUFFRMFISHBM01,01,Mainstem,,Buffalo River,,Newton,24,BUFFM01,290,238.00,BUFFRMFISH2006MAY22,2006,5/22/2006 0:00:00,6/12/2006 0:00:00,BUFFRMFISH2006MAY23,5/23/2006 0:00:00,5/23/2006 0:00:00,,main,The channel that contains the majority of flow,1,11,R,Right,PO,Pool,M,33.00,85,0.02,15,45-64 mm,54.50,2,Moderate (10-40%),25.00,2,Moderate (10-40%),25.00,
Buffalo National River,BUFF,BUFFRMFISHBM01,01,Mainstem,,Buffalo River,,Newton,24,BUFFM01,290,238.00,BUFFRMFISH2007May21,2007,5/21/2007 0:00:00,6/20/2007 0:00:00,BUFFRMFish2007May22,5/22/2007 0:00:00,5/22/2007 0:00:00,rain showers early this morning,main,The channel that contains the majority of flow,1,2,L,Left,RI,Riffle,N/A,20.00,42,0.44,18,128-180 mm,154.00,2,Moderate (10-40%),25.00,2,Moderate (10-40%),25.00,
Buffalo National River,BUFF,BUFFRMFISHBM01,01,Mainstem,,Buffalo River,,Newton,24,BUFFM01,290,238.00,BUFFRMFISH2007May21,2007,5/21/2007 0:00:00,6/20/2007 0:00:00,BUFFRMFish2007May22,5/22/2007 0:00:00,5/22/2007 0:00:00,rain showers early this morning,main,The channel that contains the majority of flow,1,11,R,Right,PO,Pool,M,34.00,80,0.07,24,> 4096 bedrock,10000.00,0,Absent (0%),0.00,0,Absent (0%),0.00,
Buffalo National River,BUFF,BUFFRMFISHBM01,01,Mainstem,,Buffalo River,,Newton,24,BUFFM01,290,238.00,BUFFRMFISH2007May21,2007,5/21/2007 0:00:00,6/20/2007 0:00:00,BUFFRMFish2007May22,5/22/2007 0:00:00,5/22/2007 0:00:00,rain showers early this morning,side channel,The channel that contains the lesser amount of flow,1,5,M,Middle,RI,Riffle,N/A,5.00,2,0.03,16,64-90 mm,77.00,2,Moderate (10-40%),25.00,2,Moderate (10-40%),25.00,
Buffalo National River,BUFF,BUFFRMFISHBM01,01,Mainstem,,Buffalo River,,Newton,24,BUFFM01,290,238.00,BUFFRMFISH2008May19,2008,5/19/2008 0:00:00,6/19/2008 0:00:00,BUFFRMFish2008May20,5/20/2008 0:00:00,5/20/2008 0:00:00,,main,The channel that contains the majority of flow,1,1,L,Left,RRX,Riffle-Run Complex,N/A,24.00,50,0.34,14,32-45 mm,38.50,2,Moderate (10-40%),25.00,2,Moderate (10-40%),25.00,
Buffalo National River,BUFF,BUFFRMFISHBM01,01,Mainstem,,Buffalo River,,Newton,24,BUFFM01,290,238.00,BUFFRMFISH2008May19,2008,5/19/2008 0:00:00,6/19/2008 0:00:00,BUFFRMFish2008May20,5/20/2008 0:00:00,5/20/2008 0:00:00,,main,The channel that contains the majority of flow,1,6,R,Right,GL,Glide,N/A,36.00,52,0.03,14,32-45 mm,38.50,2,Moderate (10-40%),25.00,2,Moderate (10-40%),25.00,
Buffalo National River,BUFF,BUFFRMFISHBM01,01,Mainstem,,Buffalo River,,Newton,24,BUFFM01,290,238.00,BUFFRMFISH2008May19,2008,5/19/2008 0:00:00,6/19/2008 0:00:00,BUFFRMFish2008May20,5/20/2008 0:00:00,5/20/2008 0:00:00,,main,The channel that contains the majority of flow,1,7,R,Right,PO,Pool,M,29.00,92,0.01,20,256-362 mm,309.00,2,Moderate (10-40%),25.00,2,Moderate (10-40%),25.00,
Buffalo National River,BUFF,BUFFRMFISHBM01,01,Mainstem,,Buffalo River,,Newton,24,BUFFM01,290,238.00,BUFFRMFISH2008May19,2008,5/19/2008 0:00:00,6/19/2008 0:00:00,BUFFRMFish2008May20,5/20/2008 0:00:00,5/20/2008 0:00:00,,main,The channel that contains the majority of flow,1,10,R,Right,PO,Pool,M,33.00,96,0.07,24,> 4096 bedrock,10000.00,0,Absent (0%),0.00,0,Absent (0%),0.00,
Buffalo National River,BUFF,BUFFRMFISHBM01,01,Mainstem,,Buffalo River,,Newton,24,BUFFM01,290,238.00,BUFFRMFISH2008May19,2008,5/19/2008 0:00:00,6/19/2008 0:00:00,BUFFRMFish2008May20,5/20/2008 0:00:00,5/20/2008 0:00:00,,side channel,The channel that contains the lesser amount of flow,1,4,L,Left,RI,Riffle,N/A,3.40,11,0.07,16,64-90 mm,77.00,2,Moderate (10-40%),25.00,2,Moderate (10-40%),25.00,
Buffalo National River,BUFF,BUFFRMFISHBM01,01,Mainstem,,Buffalo River,,Newton,24,BUFFM01,290,238.00,BUFFRMFISH2008May19,2008,5/19/2008 0:00:00,6/19/2008 0:00:00,BUFFRMFish2008May20,5/20/2008 0:00:00,5/20/2008 0:00:00,,side channel,The channel that contains the lesser amount of flow,1,4,M,Middle,RI,Riffle,N/A,3.40,10,9.99999977648258e-03,15,45-64 mm,54.50,2,Moderate (10-40%),25.00,2,Moderate (10-40%),25.00,
Buffalo National River,BUFF,BUFFRMFISHBM01,01,Mainstem,,Buffalo River,,Newton,24,BUFFM01,290,238.00,BUFFRMFISH2008May19,2008,5/19/2008 0:00:00,6/19/2008 0:00:00,BUFFRMFish2008May20,5/20/2008 0:00:00,5/20/2008 0:00:00,,side channel,The channel that contains the lesser amount of flow,1,4,R,Right,RI,Riffle,N/A,3.40,4,0.03,14,32-45 mm,38.50,2,Moderate (10-40%),25.00,2,Moderate (10-40%),25.00,
Buffalo National River,BUFF,BUFFRMFISHBM01,01,Mainstem,,Buffalo River,,Newton,24,BUFFM01,290,238.00,BUFFRMFISH2008May19,2008,5/19/2008 0:00:00,6/19/2008 0:00:00,BUFFRMFish2008May20,5/20/2008 0:00:00,5/20/2008 0:00:00,,side channel,The channel that contains the lesser amount of flow,1,5,L,Left,RI,Riffle,N/A,4.20,4,0.01,15,45-64 mm,54.50,2,Moderate (10-40%),25.00,2,Moderate (10-40%),25.00,
Buffalo National River,BUFF,BUFFRMFISHBM01,01,Mainstem,,Buffalo River,,Newton,24,BUFFM01,290,238.00,BUFFRMFISH2008May19,2008,5/19/2008 0:00:00,6/19/2008 0:00:00,BUFFRMFish2008May20,5/20/2008 0:00:00,5/20/2008 0:00:00,,side channel,The channel that contains the lesser amount of flow,1,5,M,Middle,RI,Riffle,N/A,4.20,6,0.05,16,64-90 mm,77.00,2,Moderate (10-40%),25.00,2,Moderate (10-40%),25.00,
Buffalo National River,BUFF,BUFFRMFISHBM01,01,Mainstem,,Buffalo River,,Newton,24,BUFFM01,290,238.00,BUFFRMFISH2008May19,2008,5/19/2008 0:00:00,6/19/2008 0:00:00,BUFFRMFish2008May20,5/20/2008 0:00:00,5/20/2008 0:00:00,,side channel,The channel that contains the lesser amount of flow,1,5,R,Right,RI,Riffle,N/A,4.20,6,0.07,16,64-90 mm,77.00,2,Moderate (10-40%),25.00,2,Moderate (10-40%),25.00,
Buffalo National River,BUFF,BUFFRMFISHBM01,01,Mainstem,,Buffalo River,,Newton,24,BUFFM01,290,238.00,BUFFRMFISH2009May19,2009,5/19/2009 0:00:00,6/10/2009 0:00:00,BUFFRMFish2009May27,5/27/2009 0:00:00,5/27/2009 0:00:00,,side channel,The channel that contains the lesser amount of flow,1,4,M,Middle,RU,Run/Race,N/A,10.60,22,0.01,15,45-64 mm,54.50,2,Moderate (10-40%),25.00,2,Moderate (10-40%),25.00,
Buffalo National River,BUFF,BUFFRMFISHBM01,01,Mainstem,,Buffalo River,,Newton,24,BUFFM01,290,238.00,BUFFRMFISH2009May19,2009,5/19/2009 0:00:00,6/10/2009 0:00:00,BUFFRMFish2009May27,5/27/2009 0:00:00,5/27/2009 0:00:00,,side channel,The channel that contains the lesser amount of flow,1,5,R,Right,RI,Riffle,N/A,10.90,18,0.31,15,45-64 mm,54.50,2,Moderate (10-40%),25.00,2,Moderate (10-40%),25.00,
Buffalo National River,BUFF,BUFFRMFISHBM01,01,Mainstem,,Buffalo River,,Newton,24,BUFFM01,290,238.00,BUFFRMFISH2010May17,2010,5/17/2010 0:00:00,6/25/2010 0:00:00,BUFFRMFish2010May27,5/27/2010 0:00:00,5/27/2010 0:00:00,Water up about half a foot and moderately turbid.  Visibility about 3 feet. Was able to see bottom along banks.,main,The channel that contains the majority of flow,1,7,R,Right,PO,Pool,M,32.00,148,0.12,16,64-90 mm,77.00,2,Moderate (10-40%),25.00,2,Moderate (10-40%),25.00,
Buffalo National River,BUFF,BUFFRMFISHBM01,01,Mainstem,,Buffalo River,,Newton,24,BUFFM01,290,238.00,BUFFRMFISH2010May17,2010,5/17/2010 0:00:00,6/25/2010 0:00:00,BUFFRMFish2010May27,5/27/2010 0:00:00,5/27/2010 0:00:00,Water up about half a foot and moderately turbid.  Visibility about 3 feet. Was able to see bottom along banks.,main,The channel that contains the majority of flow,1,10,L,Left,PO,Pool,M,30.00,121,0.12,16,64-90 mm,77.00,3,Heavy (40-75%),57.50,3,Heavy (40-75%),57.50,
Buffalo National River,BUFF,BUFFRMFISHBM01,01,Mainstem,,Buffalo River,,Newton,24,BUFFM01,290,238.00,BUFFRMFISH2010May17,2010,5/17/2010 0:00:00,6/25/2010 0:00:00,BUFFRMFish2010May27,5/27/2010 0:00:00,5/27/2010 0:00:00,Water up about half a foot and moderately turbid.  Visibility about 3 feet. Was able to see bottom along banks.,side channel,The channel that contains the lesser amount of flow,1,4,M,Middle,RU,Run/Race,N/A,27.30,34,0.10,16,64-90 mm,77.00,2,Moderate (10-40%),25.00,2,Moderate (10-40%),25.00,
Buffalo National River,BUFF,BUFFRMFISHBM01,01,Mainstem,,Buffalo River,,Newton,24,BUFFM01,290,238.00,BUFFRMFISH2010May17,2010,5/17/2010 0:00:00,6/25/2010 0:00:00,BUFFRMFish2010May27,5/27/2010 0:00:00,5/27/2010 0:00:00,Water up about half a foot and moderately turbid.  Visibility about 3 feet. Was able to see bottom along banks.,side channel,The channel that contains the lesser amount of flow,1,5,R,Right,RI,Riffle,N/A,23.00,15,0.25,17,90-128 mm,109.00,2,Moderate (10-40%),25.00,2,Moderate (10-40%),25.00,
Buffalo National River,BUFF,BUFFRMFISHBM01,01,Mainstem,,Buffalo River,,Newton,24,BUFFM01,290,238.00,BUFFrmfish2015May22,2015,5/22/2015 0:00:00,7/1/2015 0:00:00,BUFFrmfish2015Jun05,6/5/2015 0:00:00,6/5/2015 0:00:00,,main,The channel that contains the majority of flow,1,6,L,Left,RU,Run/Race,N/A,39.50,72,0.09,10,8-11.3 mm,9.65,2,Moderate (10-40%),25.00,2,Moderate (10-40%),25.00,
Buffalo National River,BUFF,BUFFRMFISHBM01,01,Mainstem,,Buffalo River,,Newton,24,BUFFM01,290,238.00,BUFFrmfish2015May22,2015,5/22/2015 0:00:00,7/1/2015 0:00:00,BUFFrmfish2015Jun05,6/5/2015 0:00:00,6/5/2015 0:00:00,,main,The channel that contains the majority of flow,1,8,L,Left,PO,Pool,M,34.00,85,0.01,15,45-64 mm,54.50,2,Moderate (10-40%),25.00,2,Moderate (10-40%),25.00,
Buffalo National River,BUFF,BUFFRMFISHBM01,01,Mainstem,,Buffalo River,,Newton,24,BUFFM01,290,238.00,BUFFRMFISH2017May24,2017,5/24/2017 0:00:00,6/22/2017 0:00:00,BUFFRMFISH2017May31,5/31/2017 0:00:00,5/31/2017 0:00:00,,main,The channel that contains the majority of flow,1,6,R,Right,RU,Run/Race,N/A,39.00,82,0.05,17,90-128 mm,109.00,2,Moderate (10-40%),25.00,2,Moderate (10-40%),25.00,
Buffalo National River,BUFF,BUFFRMFISHBM01,01,Mainstem,,Buffalo River,,Newton,24,BUFFM01,290,238.00,BUFFRMFISH2017May24,2017,5/24/2017 0:00:00,6/22/2017 0:00:00,BUFFRMFISH2017May31,5/31/2017 0:00:00,5/31/2017 0:00:00,,main,The channel that contains the majority of flow,1,7,R,Right,RU,Run/Race,N/A,36.50,161,0.02,21,362-512 mm,437.00,1,Sparse (<10%),5.00,1,Sparse (<10%),5.00,
Buffalo National River,BUFF,BUFFRMFISHBM01,01,Mainstem,,Buffalo River,,Newton,24,BUFFM01,290,238.00,BUFFRMFISH2017May24,2017,5/24/2017 0:00:00,6/22/2017 0:00:00,BUFFRMFISH2017May31,5/31/2017 0:00:00,5/31/2017 0:00:00,,main,The channel that contains the majority of flow,1,9,L,Left,RU,Run/Race,N/A,34.00,115,0.03,20,256-362 mm,309.00,2,Moderate (10-40%),25.00,2,Moderate (10-40%),25.00,
Buffalo National River,BUFF,BUFFRMFISHBM01,01,Mainstem,,Buffalo River,,Newton,24,BUFFM01,290,238.00,BUFFRMFISH2019May22,2019,5/22/2019 0:00:00,6/20/2019 0:00:00,BUFFRMFISH2019May23,5/23/2019 0:00:00,5/23/2019 0:00:00,All data and sites for BUFF 2019 is flagged due to repeated high rain and flood events. Diversity and abundance was low. Flag data in Fish Community and Individual Fish tables for all sites.,main,The channel that contains the majority of flow,1,6,L,Left,RU,Run/Race,N/A,46.00,34,0.23,17,90-128 mm,109.00,2,Moderate (10-40%),25.00,2,Moderate (10-40%),25.00,
Buffalo National River,BUFF,BUFFRMFISHBM01,01,Mainstem,,Buffalo River,,Newton,24,BUFFM01,290,238.00,BUFFRMFISH2019May22,2019,5/22/2019 0:00:00,6/20/2019 0:00:00,BUFFRMFISH2019May23,5/23/2019 0:00:00,5/23/2019 0:00:00,All data and sites for BUFF 2019 is flagged due to repeated high rain and flood events. Diversity and abundance was low. Flag data in Fish Community and Individual Fish tables for all sites.,main,The channel that contains the majority of flow,1,7,R,Right,RU,Run/Race,N/A,36.50,158,0.17,18,128-180 mm,154.00,2,Moderate (10-40%),25.00,2,Moderate (10-40%),25.00,
Buffalo National River,BUFF,BUFFRMFISHBM01,01,Mainstem,,Buffalo River,,Newton,24,BUFFM01,290,238.00,BUFFRMFISH2019May22,2019,5/22/2019 0:00:00,6/20/2019 0:00:00,BUFFRMFISH2019May23,5/23/2019 0:00:00,5/23/2019 0:00:00,All data and sites for BUFF 2019 is flagged due to repeated high rain and flood events. Diversity and abundance was low. Flag data in Fish Community and Individual Fish tables for all sites.,main,The channel that contains the majority of flow,1,10,L,Left,PO,Pool,L,32.50,164,0.11,15,45-64 mm,54.50,2,Moderate (10-40%),25.00,2,Moderate (10-40%),25.00,
Buffalo National River,BUFF,BUFFRMFISHBM01,01,Mainstem,,Buffalo River,,Newton,24,BUFFM01,290,238.00,BUFFRMFISH2019May22,2019,5/22/2019 0:00:00,6/20/2019 0:00:00,BUFFRMFISH2019May23,5/23/2019 0:00:00,5/23/2019 0:00:00,All data and sites for BUFF 2019 is flagged due to repeated high rain and flood events. Diversity and abundance was low. Flag data in Fish Community and Individual Fish tables for all sites.,main,The channel that contains the majority of flow,1,10,R,Right,PO,Pool,L,32.50,170,0.06,16,64-90 mm,77.00,2,Moderate (10-40%),25.00,2,Moderate (10-40%),25.00,
Buffalo National River,BUFF,BUFFRMFISHBM01,01,Mainstem,,Buffalo River,,Newton,24,BUFFM01,290,238.00,BUFFRMFISH2023May23,2023,5/23/2023 0:00:00,6/14/2023 0:00:00,BUFFRMFISH2023May24,5/24/2023 0:00:00,5/24/2023 0:00:00,,main,The channel that contains the majority of flow,1,7,R,Right,PO,Pool,M,34.00,152,0.04,18,128-180 mm,154.00,2,Moderate (10-40%),25.00,2,Moderate (10-40%),25.00,
Buffalo National River,BUFF,BUFFRMFISHBM01,01,Mainstem,,Buffalo River,,Newton,24,BUFFM01,290,238.00,BUFFRMFISH2023May23,2023,5/23/2023 0:00:00,6/14/2023 0:00:00,BUFFRMFISH2023May24,5/24/2023 0:00:00,5/24/2023 0:00:00,,side channel,The channel that contains the lesser amount of flow,1,4,L,Left,RRX,Riffle-Run Complex,N/A,11.90,11,0.07,20,256-362 mm,309.00,2,Moderate (10-40%),25.00,2,Moderate (10-40%),25.00,
Buffalo National River,BUFF,BUFFRMFISHBM02,02,Mainstem,,Buffalo River,,Newton,55,BUFFM02,440,566.00,BUFFRMFISH2006MAY22,2006,5/22/2006 0:00:00,6/12/2006 0:00:00,BUFFRMFISH2006MAY30,5/30/2006 0:00:00,5/31/2006 0:00:00,,main,The channel that contains the majority of flow,1,4,R,Right,PO,Pool,L,32.00,108,0.00,24,> 4096 bedrock,10000.00,0,Absent (0%),0.00,0,Absent (0%),0.00,
Buffalo National River,BUFF,BUFFRMFISHBM02,02,Mainstem,,Buffalo River,,Newton,55,BUFFM02,440,566.00,BUFFRMFISH2006MAY22,2006,5/22/2006 0:00:00,6/12/2006 0:00:00,BUFFRMFISH2006MAY30,5/30/2006 0:00:00,5/31/2006 0:00:00,,main,The channel that contains the majority of flow,1,6,L,Left,PO,Pool,M,22.00,106,0.00,24,> 4096 bedrock,10000.00,0,Absent (0%),0.00,0,Absent (0%),0.00,
Buffalo National River,BUFF,BUFFRMFISHBM02,02,Mainstem,,Buffalo River,,Newton,55,BUFFM02,440,566.00,BUFFRMFISH2006MAY22,2006,5/22/2006 0:00:00,6/12/2006 0:00:00,BUFFRMFISH2006MAY30,5/30/2006 0:00:00,5/31/2006 0:00:00,,main,The channel that contains the majority of flow,1,6,M,Middle,PO,Pool,M,22.00,96,0.02,24,> 4096 bedrock,10000.00,0,Absent (0%),0.00,0,Absent (0%),0.00,
Buffalo National River,BUFF,BUFFRMFISHBM02,02,Mainstem,,Buffalo River,,Newton,55,BUFFM02,440,566.00,BUFFRMFISH2006MAY22,2006,5/22/2006 0:00:00,6/12/2006 0:00:00,BUFFRMFISH2006MAY30,5/30/2006 0:00:00,5/31/2006 0:00:00,,main,The channel that contains the majority of flow,1,8,R,Right,PO,Pool,M,33.00,160,9.99999977648258e-03,4,0.25-0.50 mm (medium sand),0.37,4,Very Heavy (>75%),87.50,4,Very Heavy (>75%),87.50,
Buffalo National River,BUFF,BUFFRMFISHBM02,02,Mainstem,,Buffalo River,,Newton,55,BUFFM02,440,566.00,BUFFRMFISH2006MAY22,2006,5/22/2006 0:00:00,6/12/2006 0:00:00,BUFFRMFISH2006MAY30,5/30/2006 0:00:00,5/31/2006 0:00:00,,main,The channel that contains the majority of flow,1,11,L,Left,GL,Glide,N/A,26.00,66,0.11,15,45-64 mm,54.50,2,Moderate (10-40%),25.00,2,Moderate (10-40%),25.00,
Buffalo National River,BUFF,BUFFRMFISHBM02,02,Mainstem,,Buffalo River,,Newton,55,BUFFM02,440,566.00,BUFFRMFISH2007May21,2007,5/21/2007 0:00:00,6/20/2007 0:00:00,BUFFRMFish2007May23,5/23/2007 0:00:00,5/23/2007 0:00:00,,main,The channel that contains the majority of flow,1,4,R,Right,PO,Pool,L,30.00,188,0.28,24,> 4096 bedrock,10000.00,0,Absent (0%),0.00,0,Absent (0%),0.00,
Buffalo National River,BUFF,BUFFRMFISHBM02,02,Mainstem,,Buffalo River,,Newton,55,BUFFM02,440,566.00,BUFFRMFISH2007May21,2007,5/21/2007 0:00:00,6/20/2007 0:00:00,BUFFRMFish2007May23,5/23/2007 0:00:00,5/23/2007 0:00:00,,main,The channel that contains the majority of flow,1,5,M,Middle,RU,Run/Race,N/A,22.00,170,0.20,24,> 4096 bedrock,10000.00,0,Absent (0%),0.00,0,Absent (0%),0.00,
Buffalo National River,BUFF,BUFFRMFISHBM02,02,Mainstem,,Buffalo River,,Newton,55,BUFFM02,440,566.00,BUFFRMFISH2007May21,2007,5/21/2007 0:00:00,6/20/2007 0:00:00,BUFFRMFish2007May23,5/23/2007 0:00:00,5/23/2007 0:00:00,,main,The channel that contains the majority of flow,1,7,R,Right,PO,Pool,M,31.00,154,0.07,1,<0.062 mm (silt/clay),0.03,4,Very Heavy (>75%),87.50,4,Very Heavy (>75%),87.50,
Buffalo National River,BUFF,BUFFRMFISHBM02,02,Mainstem,,Buffalo River,,Newton,55,BUFFM02,440,566.00,BUFFRMFISH2007May21,2007,5/21/2007 0:00:00,6/20/2007 0:00:00,BUFFRMFish2007May23,5/23/2007 0:00:00,5/23/2007 0:00:00,,main,The channel that contains the majority of flow,1,9,L,Left,PO,Pool,F,20.00,220,0.05,12,16-22.6 mm,19.30,3,Heavy (40-75%),57.50,3,Heavy (40-75%),57.50,
Buffalo National River,BUFF,BUFFRMFISHBM02,02,Mainstem,,Buffalo River,,Newton,55,BUFFM02,440,566.00,BUFFRMFISH2007May21,2007,5/21/2007 0:00:00,6/20/2007 0:00:00,BUFFRMFish2007May23,5/23/2007 0:00:00,5/23/2007 0:00:00,,main,The channel that contains the majority of flow,1,10,L,Left,PO,Pool,F,24.00,110,0.14,23,1024 -4096 mm,2560.00,0,Absent (0%),0.00,0,Absent (0%),0.00,
Buffalo National River,BUFF,BUFFRMFISHBM02,02,Mainstem,,Buffalo River,,Newton,55,BUFFM02,440,566.00,BUFFRMFISH2007May21,2007,5/21/2007 0:00:00,6/20/2007 0:00:00,BUFFRMFish2007May23,5/23/2007 0:00:00,5/23/2007 0:00:00,,main,The channel that contains the majority of flow,1,11,L,Left,RU,Run/Race,N/A,26.00,64,0.38,13,22.6-32mm,27.30,2,Moderate (10-40%),25.00,2,Moderate (10-40%),25.00,
Buffalo National River,BUFF,BUFFRMFISHBM02,02,Mainstem,,Buffalo River,,Newton,55,BUFFM02,440,566.00,BUFFRMFISH2008May19,2008,5/19/2008 0:00:00,6/19/2008 0:00:00,BUFFRMFish2008May22,5/22/2008 0:00:00,5/22/2008 0:00:00,,main,The channel that contains the majority of flow,1,1,R,Right,RI,Riffle,N/A,46.00,52,0.12,14,32-45 mm,38.50,2,Moderate (10-40%),25.00,2,Moderate (10-40%),25.00,
Buffalo National River,BUFF,BUFFRMFISHBM02,02,Mainstem,,Buffalo River,,Newton,55,BUFFM02,440,566.00,BUFFRMFISH2008May19,2008,5/19/2008 0:00:00,6/19/2008 0:00:00,BUFFRMFish2008May22,5/22/2008 0:00:00,5/22/2008 0:00:00,,main,The channel that contains the majority of flow,1,2,R,Right,GL,Glide,N/A,38.00,46,0.10,13,22.6-32mm,27.30,2,Moderate (10-40%),25.00,2,Moderate (10-40%),25.00,
Buffalo National River,BUFF,BUFFRMFISHBM02,02,Mainstem,,Buffalo River,,Newton,55,BUFFM02,440,566.00,BUFFRMFISH2008May19,2008,5/19/2008 0:00:00,6/19/2008 0:00:00,BUFFRMFish2008May22,5/22/2008 0:00:00,5/22/2008 0:00:00,,main,The channel that contains the majority of flow,1,11,L,Left,RU,Run/Race,N/A,24.00,74,0.15,13,22.6-32mm,27.30,2,Moderate (10-40%),25.00,2,Moderate (10-40%),25.00,
Buffalo National River,BUFF,BUFFRMFISHBM02,02,Mainstem,,Buffalo River,,Newton,55,BUFFM02,440,566.00,BUFFRMFISH2009May19,2009,5/19/2009 0:00:00,6/10/2009 0:00:00,BUFFRMFish2009May28,5/28/2009 0:00:00,5/28/2009 0:00:00,,main,The channel that contains the majority of flow,1,3,M,Middle,PO,Pool,M,34.00,150,0.10,24,> 4096 bedrock,10000.00,0,Absent (0%),0.00,0,Absent (0%),0.00,
Buffalo National River,BUFF,BUFFRMFISHBM02,02,Mainstem,,Buffalo River,,Newton,55,BUFFM02,440,566.00,BUFFRMFISH2009May19,2009,5/19/2009 0:00:00,6/10/2009 0:00:00,BUFFRMFish2009May28,5/28/2009 0:00:00,5/28/2009 0:00:00,,main,The channel that contains the majority of flow,1,4,R,Right,PO,Pool,M,31.00,91,0.07,24,> 4096 bedrock,10000.00,0,Absent (0%),0.00,0,Absent (0%),0.00,
Buffalo National River,BUFF,BUFFRMFISHBM02,02,Mainstem,,Buffalo River,,Newton,55,BUFFM02,440,566.00,BUFFRMFISH2009May19,2009,5/19/2009 0:00:00,6/10/2009 0:00:00,BUFFRMFish2009May28,5/28/2009 0:00:00,5/28/2009 0:00:00,,main,The channel that contains the majority of flow,1,5,M,Middle,PO,Pool,M,28.00,153,0.44,24,> 4096 bedrock,10000.00,0,Absent (0%),0.00,0,Absent (0%),0.00,
Buffalo National River,BUFF,BUFFRMFISHBM02,02,Mainstem,,Buffalo River,,Newton,55,BUFFM02,440,566.00,BUFFRMFISH2009May19,2009,5/19/2009 0:00:00,6/10/2009 0:00:00,BUFFRMFish2009May28,5/28/2009 0:00:00,5/28/2009 0:00:00,,main,The channel that contains the majority of flow,1,6,R,Right,RU,Run/Race,M,38.50,98,0.00,4,0.25-0.50 mm (medium sand),0.37,4,Very Heavy (>75%),87.50,4,Very Heavy (>75%),87.50,
Buffalo National River,BUFF,BUFFRMFISHBM02,02,Mainstem,,Buffalo River,,Newton,55,BUFFM02,440,566.00,BUFFRMFISH2009May19,2009,5/19/2009 0:00:00,6/10/2009 0:00:00,BUFFRMFish2009May28,5/28/2009 0:00:00,5/28/2009 0:00:00,,main,The channel that contains the majority of flow,1,8,L,Left,PO,Pool,F,27.00,200,0.00,24,> 4096 bedrock,10000.00,0,Absent (0%),0.00,0,Absent (0%),0.00,
Buffalo National River,BUFF,BUFFRMFISHBM02,02,Mainstem,,Buffalo River,,Newton,55,BUFFM02,440,566.00,BUFFRMFISH2010May17,2010,5/17/2010 0:00:00,6/25/2010 0:00:00,BUFFRMFish2010May26,5/26/2010 0:00:00,5/26/2010 0:00:00,,main,The channel that contains the majority of flow,1,6,R,Right,RRX,Riffle-Run Complex,N/A,40.00,75,1.01,11,11.3-16 mm,13.65,2,Moderate (10-40%),25.00,2,Moderate (10-40%),25.00,
Buffalo National River,BUFF,BUFFRMFISHBM02,02,Mainstem,,Buffalo River,,Newton,55,BUFFM02,440,566.00,BUFFRMFISH2010May17,2010,5/17/2010 0:00:00,6/25/2010 0:00:00,BUFFRMFish2010May26,5/26/2010 0:00:00,5/26/2010 0:00:00,,main,The channel that contains the majority of flow,1,7,R,Right,PO,Pool,M,32.00,91,0.18,10,8-11.3 mm,9.65,3,Heavy (40-75%),57.50,3,Heavy (40-75%),57.50,
Buffalo National River,BUFF,BUFFRMFISHBM02,02,Mainstem,,Buffalo River,,Newton,55,BUFFM02,440,566.00,BUFFRMFISH2010May17,2010,5/17/2010 0:00:00,6/25/2010 0:00:00,BUFFRMFish2010May26,5/26/2010 0:00:00,5/26/2010 0:00:00,,main,The channel that contains the majority of flow,1,9,M,Middle,PO,Pool,F,25.00,168,0.41,23,1024 -4096 mm,2560.00,1,Sparse (<10%),5.00,1,Sparse (<10%),5.00,
Buffalo National River,BUFF,BUFFRMFISHBM02,02,Mainstem,,Buffalo River,,Newton,55,BUFFM02,440,566.00,BUFFRMFISH2013May20,2013,5/20/2013 0:00:00,6/30/2013 0:00:00,BUFFRMFish2013May28,5/28/2013 0:00:00,5/28/2013 0:00:00,Slight haze to water. but water levels normal.,main,The channel that contains the majority of flow,1,2,R,Right,PO,Pool,L,38.00,90,0.10,15,45-64 mm,54.50,2,Moderate (10-40%),25.00,2,Moderate (10-40%),25.00,
Buffalo National River,BUFF,BUFFRMFISHBM02,02,Mainstem,,Buffalo River,,Newton,55,BUFFM02,440,566.00,BUFFRMFISH2013May20,2013,5/20/2013 0:00:00,6/30/2013 0:00:00,BUFFRMFish2013May28,5/28/2013 0:00:00,5/28/2013 0:00:00,Slight haze to water. but water levels normal.,main,The channel that contains the majority of flow,1,4,M,Middle,PO,Pool,L,30.50,160,0.07,24,> 4096 bedrock,10000.00,0,Absent (0%),0.00,0,Absent (0%),0.00,
