Plot,SubPlot,EventDate,CanopyType,CanopyHeight
TAPR175,1,May 17 2014,Hardwood,35
TAPR175,1,May 18 2005,Hardwood,12.8
TAPR175,1,May 18 2007,Hardwood,13
TAPR175,1,May 22 2006,Hardwood,12
TAPR175,1,May 22 2018,Hardwood,3
TAPR175,1,May 31 2002,Hardwood,23
TAPR175,2,Jun  8 2001,Hardwood,14
TAPR175,2,May 13 2004,Hardwood,22
TAPR175,2,May 18 2005,Hardwood,22.5
TAPR175,2,May 22 2006,Hardwood,24
TAPR175,2,May 31 2002,Hardwood,30
TAPR175,4,Jun  8 2001,Hardwood,15.75
TAPR175,4,May 13 2004,Hardwood,30.5
TAPR175,4,May 18 2005,Hardwood,16
TAPR175,4,May 22 2006,Hardwood,36
TAPR175,4,May 31 2002,Hardwood,29
TAPR176,1,Jun  4 2008,Hardwood,30.4
TAPR176,1,May 19 2005,Hardwood,24
TAPR176,1,May 20 2006,Hardwood,27
TAPR176,1,May 20 2014,Hardwood,23
TAPR176,1,May 21 2007,Hardwood,23
TAPR176,1,May 22 2010,Hardwood,23.5
TAPR176,1,May 25 2001,Hardwood,17.5
TAPR176,1,May 25 2004,Hardwood,32
TAPR176,1,May 25 2018,Hardwood,20
TAPR176,1,May 30 2002,Hardwood,24.5
TAPR176,2,May 19 2005,Hardwood,14
TAPR176,2,May 20 2006,Hardwood,16
TAPR176,2,May 25 2001,Hardwood,12
TAPR176,2,May 25 2004,Hardwood,12
TAPR176,2,May 30 2002,Hardwood,14
TAPR179,3,May 30 2002,Hardwood,12.5
TAPR181,4,May 30 2002,Hardwood,2
TAPR2,1,Jun  4 2008,Hardwood,12.4
TAPR2,1,May 19 2014,Hardwood,13.5
TAPR2,1,May 21 2010,Hardwood,12.5
TAPR2,1,May 25 2001,Hardwood,15.5
TAPR2,1,May 30 2002,Hardwood,11.75
TAPR2,2,May 25 2001,Hardwood,13.25
TAPR2,2,May 30 2002,Hardwood,10
TAPR217,3,May 18 2005,Hardwood,4.7
TAPR217,3,May 31 2002,Hardwood,3
TAPR226,4,May 28 2002,Hardwood,10.25
TAPR233,1,Jun 14 2002,Hardwood,7.5
TAPR233,1,May 17 2014,Hardwood,7
TAPR233,1,May 23 2005,Hardwood,8
TAPR233,1,May 23 2010,Hardwood,8.5
TAPR237,3,Jun 14 2002,Hardwood,22
TAPR254,2,Jun 14 2002,Hardwood,19.5
TAPR260,1,Jun 12 2002,Hardwood,11.5
TAPR260,1,May 17 2006,Hardwood,13
TAPR260,2,Jun 12 2002,Hardwood,10.5
TAPR260,2,May 17 2006,Hardwood,10.6
WICR1,1,Jun  8 2020,Hardwood,0
WICR1,1,Jun  8 2020,Conifer,0
WICR1,1,May 18 2016,Total,0
WICR10,1,Jun  1 2012,Conifer,6.1
WICR10,1,Jun  1 2012,Hardwood,18.7
WICR10,1,Jun  9 2020,Hardwood,19.75
WICR10,1,Jun  9 2020,Conifer,9.5
WICR10,1,May 19 2016,Hardwood,12.5
WICR10,1,May 19 2016,Conifer,8.5
WICR10,1,May 19 2016,Total,12.5
WICR10,1,May 22 2008,Conifer,7.3
WICR10,1,May 22 2008,Hardwood,11.4
WICR11,1,Jun 10 2020,Hardwood,6.5
WICR11,1,Jun 10 2020,Conifer,0
WICR11,1,May 20 2008,Hardwood,20.2
WICR11,1,May 20 2016,Hardwood,21.75
WICR11,1,May 20 2016,Total,21.75
WICR11,1,May 29 2012,Hardwood,22.4
WICR12,1,Jun  1 2012,Conifer,7
WICR12,1,Jun  1 2012,Hardwood,10.7
WICR12,1,Jun  9 2020,Hardwood,19.25
WICR12,1,Jun  9 2020,Conifer,13
WICR12,1,May 19 2016,Hardwood,13
WICR12,1,May 19 2016,Conifer,9.5
WICR12,1,May 19 2016,Total,13
WICR12,1,May 22 2008,Conifer,10.6
WICR12,1,May 22 2008,Hardwood,13.5
WICR14,1,Jun 10 2020,Hardwood,0
WICR14,1,Jun 10 2020,Conifer,0
WICR14,1,May 19 2016,Hardwood,5.25
WICR14,1,May 19 2016,Total,5.25
WICR14,1,May 30 2012,Hardwood,15.5
WICR15,1,Jun  1 2012,Hardwood,10.3
WICR15,1,Jun  9 2020,Hardwood,24.75
WICR15,1,Jun  9 2020,Conifer,5.5
WICR15,1,May 19 2016,Hardwood,13.5
WICR15,1,May 19 2016,Total,13.5
WICR15,1,May 22 2008,Hardwood,15.1
WICR16,1,Jun 10 2020,Hardwood,13
WICR16,1,Jun 10 2020,Conifer,4.5
WICR16,1,May 20 2008,Hardwood,4.4
WICR16,1,May 20 2016,Hardwood,8.25
WICR16,1,May 20 2016,Total,8.25
WICR16,1,May 30 2012,Hardwood,10.5
WICR17,1,Jun  9 2020,Hardwood,0
WICR17,1,Jun  9 2020,Conifer,0
WICR17,1,May 19 2016,Total,0
WICR18,1,Jun 10 2020,Hardwood,0
WICR18,1,Jun 10 2020,Conifer,0
WICR18,1,May 20 2016,Total,0
WICR19,1,Jun 10 2020,Hardwood,13.5
WICR19,1,Jun 10 2020,Conifer,0
WICR19,1,May 19 2016,Hardwood,10.5
WICR19,1,May 19 2016,Total,10.5
WICR19,1,May 21 2008,Hardwood,7.7
WICR19,1,May 31 2012,Hardwood,12.7
WICR2,1,Jun  8 2020,Hardwood,29.5
WICR2,1,Jun  8 2020,Conifer,0
WICR2,1,May 19 2016,Hardwood,25
WICR2,1,May 19 2016,Total,25
WICR2,1,May 20 2008,Hardwood,17.1
WICR2,1,May 31 2012,Hardwood,17.4
WICR20,1,Jun  9 2020,Hardwood,0
WICR20,1,Jun  9 2020,Conifer,0
WICR20,1,May 19 2016,Total,0
WICR21,1,Jun 10 2020,Hardwood,15.5
WICR21,1,Jun 10 2020,Conifer,0
WICR21,1,May 19 2016,Hardwood,14
WICR21,1,May 19 2016,Total,14
WICR21,1,May 21 2008,Hardwood,5.6
WICR21,1,May 29 2012,Hardwood,12.9
WICR22,1,Jun  9 2020,Hardwood,0
WICR22,1,Jun  9 2020,Conifer,0
WICR22,1,May 19 2016,Total,0
WICR23,1,Jun  8 2020,Hardwood,0
WICR23,1,Jun  8 2020,Conifer,0
WICR23,1,May 19 2016,Total,0
WICR24,1,Jun 11 2020,Hardwood,24.75
WICR24,1,Jun 11 2020,Conifer,4.25
WICR24,1,May 19 2016,Hardwood,32
WICR24,1,May 19 2016,Conifer,8
WICR24,1,May 19 2016,Total,32
WICR24,1,May 21 2008,Hardwood,17.6
WICR24,1,May 30 2012,Hardwood,45.5
WICR25,1,Jun  9 2020,Hardwood,17.5
WICR25,1,Jun  9 2020,Conifer,0
WICR25,1,May 19 2016,Hardwood,15
WICR25,1,May 19 2016,Total,15
WICR25,1,May 22 2008,Hardwood,13.1
WICR25,1,May 31 2012,Hardwood,18.7
WICR26,1,Jun 10 2020,Hardwood,11.5
WICR26,1,Jun 10 2020,Conifer,0
WICR26,1,May 19 2016,Hardwood,27
WICR26,1,May 19 2016,Total,27
WICR26,1,May 21 2008,Hardwood,18.2
WICR26,1,May 29 2012,Hardwood,27.8
WICR27,1,Jun 10 2020,Hardwood,28.5
WICR27,1,Jun 10 2020,Conifer,0
WICR27,1,May 19 2016,Hardwood,17
WICR27,1,May 19 2016,Total,17
WICR27,1,May 22 2008,Hardwood,16.7
WICR27,1,May 30 2012,Hardwood,18.6
WICR28,1,May 19 2016,Hardwood,14.5
WICR28,1,May 19 2016,Total,14.5
WICR28,1,May 21 2008,Hardwood,10.6
WICR28,1,May 29 2012,Hardwood,14.1
WICR29,1,Jun 11 2020,Hardwood,13
WICR29,1,Jun 11 2020,Conifer,0
WICR29,1,May 19 2016,Hardwood,13.5
WICR29,1,May 19 2016,Total,13.5
WICR29,1,May 21 2008,Hardwood,9.7
WICR3,1,Jun  8 2020,Hardwood,13
WICR3,1,Jun  8 2020,Conifer,0
WICR3,1,May 19 2016,Hardwood,8.25
WICR3,1,May 19 2016,Conifer,8.5
WICR3,1,May 19 2016,Total,8.5
WICR3,1,May 20 2008,Conifer,7
WICR3,1,May 20 2008,Hardwood,5.3
WICR3,1,May 29 2012,Conifer,8
WICR3,1,May 29 2012,Hardwood,7.5
WICR30,1,Jun 10 2020,Hardwood,0
WICR30,1,Jun 10 2020,Conifer,0
WICR30,1,May 19 2016,Total,0
WICR31,1,Jun 10 2020,Hardwood,21
WICR31,1,Jun 10 2020,Conifer,0
WICR31,1,May 19 2016,Hardwood,18.5
WICR31,1,May 19 2016,Total,18.5
WICR32,1,Jun 10 2020,Hardwood,0
WICR32,1,Jun 10 2020,Conifer,0
WICR32,1,May 19 2016,Total,0
WICR33,1,Jun 11 2020,Hardwood,25.5
WICR33,1,Jun 11 2020,Conifer,16.75
WICR33,1,May 19 2016,Hardwood,26
WICR33,1,May 19 2016,Conifer,16
WICR33,1,May 19 2016,Total,26
WICR33,1,May 21 2008,Conifer,15.5
WICR33,1,May 21 2008,Hardwood,18.9
WICR33,1,May 30 2012,Conifer,19
WICR33,1,May 30 2012,Hardwood,26.7
WICR34,1,Jun 10 2020,Hardwood,0
WICR34,1,Jun 10 2020,Conifer,0
WICR34,1,May 19 2016,Total,0
WICR34,1,May 31 2012,Hardwood,12.4
WICR35,1,Jun 10 2020,Hardwood,0
WICR35,1,Jun 10 2020,Conifer,0
WICR35,1,May 19 2016,Total,0
WICR36,1,Jun 11 2020,Hardwood,0
WICR36,1,Jun 11 2020,Conifer,0
WICR36,1,May 19 2016,Total,0
WICR37,1,Jun 11 2020,Hardwood,18.5
WICR37,1,Jun 11 2020,Conifer,0
WICR37,1,May 19 2016,Hardwood,20.5
WICR37,1,May 19 2016,Total,20.5
WICR37,1,May 21 2008,Hardwood,14.9
WICR37,1,May 31 2012,Hardwood,23.5
WICR38,1,May 20 2016,Total,0
WICR4,1,Jun  9 2020,Hardwood,0
WICR4,1,Jun  9 2020,Conifer,0
WICR4,1,May 19 2016,Hardwood,11.25
WICR4,1,May 19 2016,Total,11.25
WICR4,1,May 20 2008,Hardwood,21.6
WICR4,1,May 29 2012,Hardwood,15.2
WICR5,1,Jun  8 2020,Hardwood,23
WICR5,1,Jun  8 2020,Conifer,9
WICR5,1,May 20 2008,Conifer,8.9
WICR5,1,May 20 2008,Hardwood,22.2
WICR5,1,May 20 2016,Hardwood,26
WICR5,1,May 20 2016,Conifer,7.5
WICR5,1,May 20 2016,Total,26
WICR5,1,May 31 2012,Conifer,9.7
WICR5,1,May 31 2012,Hardwood,18.4
WICR6,1,Jun  1 2012,Hardwood,13.4
WICR6,1,Jun  8 2020,Hardwood,18
WICR6,1,Jun  8 2020,Conifer,0
WICR6,1,May 20 2008,Hardwood,11.5
WICR6,1,May 20 2016,Hardwood,10.25
WICR6,1,May 20 2016,Total,10.25
WICR7,1,Jun 10 2020,Hardwood,23.5
WICR7,1,Jun 10 2020,Conifer,0
WICR7,1,May 20 2008,Hardwood,21.1
WICR7,1,May 20 2016,Hardwood,18.5
WICR7,1,May 20 2016,Total,18.5
WICR7,1,May 29 2012,Hardwood,17.9
WICR8,1,Jun 10 2020,Hardwood,0
WICR8,1,Jun 10 2020,Conifer,0
WICR8,1,May 19 2016,Total,0
WICR9,1,Jun  1 2012,Hardwood,10.1
WICR9,1,Jun  8 2020,Hardwood,21.5
WICR9,1,Jun  8 2020,Conifer,0
WICR9,1,May 19 2016,Hardwood,13.5
WICR9,1,May 19 2016,Total,13.5
WICR9,1,May 20 2008,Hardwood,6.8
