ParkUnit,Plot,SubPlot,EventDate,TaxonCode,Family,CommonName,ScientificName,DBHClass,TreeCount
Effigy Mounds,EFMO46,1,2013-06-02 00:00:00.000,POGR4,Salicaceae,bigtooth aspen,Populus grandidentata,23.1 - 38.0 cm,1
Effigy Mounds,EFMO46,1,2013-06-02 00:00:00.000,POGR4,Salicaceae,bigtooth aspen,Populus grandidentata,> 38.0 cm,2
Effigy Mounds,EFMO46,1,2013-06-02 00:00:00.000,SNAG,Snag,snag,Snag,2.6 - 8.0 cm,1
Effigy Mounds,EFMO46,1,2013-06-02 00:00:00.000,SNAG,Snag,snag,Snag,8.1 - 15.0 cm,1
Effigy Mounds,EFMO46,1,2013-06-02 00:00:00.000,ULAM,Ulmaceae,American elm,Ulmus americana,2.6 - 8.0 cm,3
Effigy Mounds,EFMO46,1,2017-05-25 00:00:00.000,ACSA3,Aceraceae,sugar maple,Acer saccharum,1.1 - 2.5 cm,1
Effigy Mounds,EFMO46,1,2017-05-25 00:00:00.000,ACSA3,Aceraceae,sugar maple,Acer saccharum,2.6 - 8.0 cm,2
Effigy Mounds,EFMO46,1,2017-05-25 00:00:00.000,OSVI,Betulaceae,hophornbeam,Ostrya virginiana,2.6 - 8.0 cm,3
Effigy Mounds,EFMO46,1,2017-05-25 00:00:00.000,OSVI,Betulaceae,hophornbeam,Ostrya virginiana,8.1 - 15.0 cm,2
Effigy Mounds,EFMO46,1,2017-05-25 00:00:00.000,OSVI,Betulaceae,hophornbeam,Ostrya virginiana,> 38.0 cm,1
Effigy Mounds,EFMO46,1,2017-05-25 00:00:00.000,QUAL,Fagaceae,white oak,Quercus alba,8.1 - 15.0 cm,1
Effigy Mounds,EFMO46,1,2017-05-25 00:00:00.000,QUAL,Fagaceae,white oak,Quercus alba,23.1 - 38.0 cm,1
Effigy Mounds,EFMO46,1,2017-05-25 00:00:00.000,QUAL,Fagaceae,white oak,Quercus alba,> 38.0 cm,1
Effigy Mounds,EFMO46,1,2017-05-25 00:00:00.000,SNAG,Snag,snag,Snag,2.6 - 8.0 cm,1
Effigy Mounds,EFMO46,1,2022-05-23 00:00:00.000,ACER,Aceraceae,maple spp,Acer spp,8.1 - 15.0 cm,1
Effigy Mounds,EFMO46,1,2022-05-23 00:00:00.000,CACA18,Betulaceae,American hornbeam,Carpinus caroliniana,2.6 - 8.0 cm,1
Effigy Mounds,EFMO46,1,2022-05-23 00:00:00.000,CARYA,Juglandaceae,hickory,Carya spp,1.1 - 2.5 cm,1
Effigy Mounds,EFMO46,1,2022-05-23 00:00:00.000,OSVI,Betulaceae,hophornbeam,Ostrya virginiana,8.1 - 15.0 cm,2
Effigy Mounds,EFMO46,1,2022-05-23 00:00:00.000,QUERC,Fagaceae,oak,Quercus spp,23.1 - 38.0 cm,1
Effigy Mounds,EFMO47,1,2009-05-30 00:00:00.000,CARYA,Juglandaceae,hickory,Carya spp,2.6 - 8.0 cm,3
Effigy Mounds,EFMO47,1,2009-05-30 00:00:00.000,CARYA,Juglandaceae,hickory,Carya spp,8.1 - 15.0 cm,1
Effigy Mounds,EFMO47,1,2009-05-30 00:00:00.000,FRAXI,Oleaceae,ash,Fraxinus spp,2.6 - 8.0 cm,2
Effigy Mounds,EFMO47,1,2009-05-30 00:00:00.000,FRAXI,Oleaceae,ash,Fraxinus spp,15.1 - 23.0 cm,3
Effigy Mounds,EFMO47,1,2009-05-30 00:00:00.000,ULMUS,Ulmaceae,elm,Ulmus spp,2.6 - 8.0 cm,3
Effigy Mounds,EFMO47,1,2013-06-02 00:00:00.000,SNAG,Snag,snag,Snag,2.6 - 8.0 cm,1
Effigy Mounds,EFMO47,1,2013-06-02 00:00:00.000,ULAM,Ulmaceae,American elm,Ulmus americana,2.6 - 8.0 cm,4
Effigy Mounds,EFMO47,1,2013-06-02 00:00:00.000,ULAM,Ulmaceae,American elm,Ulmus americana,8.1 - 15.0 cm,1
Effigy Mounds,EFMO47,1,2013-06-02 00:00:00.000,ULAM,Ulmaceae,American elm,Ulmus americana,23.1 - 38.0 cm,1
Effigy Mounds,EFMO47,1,2017-05-25 00:00:00.000,FRPE,Oleaceae,green ash,Fraxinus pennsylvanica,8.1 - 15.0 cm,2
Effigy Mounds,EFMO47,1,2017-05-25 00:00:00.000,FRPE,Oleaceae,green ash,Fraxinus pennsylvanica,15.1 - 23.0 cm,1
Effigy Mounds,EFMO47,1,2017-05-25 00:00:00.000,SNAG,Snag,snag,Snag,2.6 - 8.0 cm,1
Effigy Mounds,EFMO47,1,2017-05-25 00:00:00.000,ULRU,Ulmaceae,slippery elm,Ulmus rubra,2.6 - 8.0 cm,1
Effigy Mounds,EFMO47,1,2017-05-25 00:00:00.000,ULRU,Ulmaceae,slippery elm,Ulmus rubra,8.1 - 15.0 cm,2
Effigy Mounds,EFMO47,1,2017-05-25 00:00:00.000,ULRU,Ulmaceae,slippery elm,Ulmus rubra,23.1 - 38.0 cm,1
Effigy Mounds,EFMO47,1,2022-05-23 00:00:00.000,SNAG,Snag,snag,Snag,8.1 - 15.0 cm,2
Effigy Mounds,EFMO47,1,2022-05-23 00:00:00.000,SNAG,Snag,snag,Snag,15.1 - 23.0 cm,1
Effigy Mounds,EFMO47,1,2022-05-23 00:00:00.000,SNAG,Snag,snag,Snag,23.1 - 38.0 cm,1
Effigy Mounds,EFMO47,1,2022-05-23 00:00:00.000,ULMUS,Ulmaceae,elm,Ulmus spp,2.6 - 8.0 cm,2
Effigy Mounds,EFMO47,1,2022-05-23 00:00:00.000,ULMUS,Ulmaceae,elm,Ulmus spp,8.1 - 15.0 cm,3
Effigy Mounds,EFMO5,1,2009-06-01 00:00:00.000,ACSA2,Aceraceae,silver maple,Acer saccharinum,2.6 - 8.0 cm,5
Effigy Mounds,EFMO5,1,2009-06-01 00:00:00.000,ACSA2,Aceraceae,silver maple,Acer saccharinum,23.1 - 38.0 cm,1
Effigy Mounds,EFMO5,1,2009-06-01 00:00:00.000,CARYA,Juglandaceae,hickory,Carya spp,15.1 - 23.0 cm,2
Effigy Mounds,EFMO5,1,2013-05-31 00:00:00.000,ACSA3,Aceraceae,sugar maple,Acer saccharum,2.6 - 8.0 cm,1
Effigy Mounds,EFMO5,1,2013-05-31 00:00:00.000,ACSA3,Aceraceae,sugar maple,Acer saccharum,8.1 - 15.0 cm,1
Effigy Mounds,EFMO5,1,2013-05-31 00:00:00.000,SNAG,Snag,snag,Snag,15.1 - 23.0 cm,1
Effigy Mounds,EFMO5,1,2013-05-31 00:00:00.000,SNAG,Snag,snag,Snag,23.1 - 38.0 cm,1
Effigy Mounds,EFMO5,1,2013-05-31 00:00:00.000,TIAM,Tiliaceae,American basswood,Tilia americana,> 38.0 cm,1
Effigy Mounds,EFMO5,1,2017-05-24 00:00:00.000,ACSA3,Aceraceae,sugar maple,Acer saccharum,2.6 - 8.0 cm,4
Effigy Mounds,EFMO5,1,2017-05-24 00:00:00.000,ACSA3,Aceraceae,sugar maple,Acer saccharum,23.1 - 38.0 cm,1
Effigy Mounds,EFMO5,1,2017-05-24 00:00:00.000,ULRU,Ulmaceae,slippery elm,Ulmus rubra,15.1 - 23.0 cm,1
Effigy Mounds,EFMO5,1,2022-05-26 00:00:00.000,ACER,Aceraceae,maple spp,Acer spp,2.6 - 8.0 cm,3
Effigy Mounds,EFMO5,1,2022-05-26 00:00:00.000,ACER,Aceraceae,maple spp,Acer spp,> 38.0 cm,1
Effigy Mounds,EFMO5,1,2022-05-26 00:00:00.000,CARYA,Juglandaceae,hickory,Carya spp,23.1 - 38.0 cm,1
Effigy Mounds,EFMO52,1,2009-05-30 00:00:00.000,ACSA2,Aceraceae,silver maple,Acer saccharinum,23.1 - 38.0 cm,1
Effigy Mounds,EFMO6,1,2017-05-24 00:00:00.000,CEOC,Ulmaceae,common hackberry,Celtis occidentalis,15.1 - 23.0 cm,1
Effigy Mounds,EFMO6,1,2017-05-24 00:00:00.000,CEOC,Ulmaceae,common hackberry,Celtis occidentalis,23.1 - 38.0 cm,1
Effigy Mounds,EFMO6,1,2017-05-24 00:00:00.000,CEOC,Ulmaceae,common hackberry,Celtis occidentalis,> 38.0 cm,1
Effigy Mounds,EFMO6,1,2017-05-24 00:00:00.000,JUNI,Juglandaceae,black walnut,Juglans nigra,23.1 - 38.0 cm,1
Effigy Mounds,EFMO8,1,2009-05-29 00:00:00.000,CACO15,Juglandaceae,bitternut hickory,Carya cordiformis,2.6 - 8.0 cm,4
Effigy Mounds,EFMO8,1,2009-05-29 00:00:00.000,PRSE2,Rosaceae,black cherry,Prunus serotina,1.1 - 2.5 cm,1
Effigy Mounds,EFMO8,1,2009-05-29 00:00:00.000,SNAG,Snag,snag,Snag,23.1 - 38.0 cm,1
Effigy Mounds,EFMO8,1,2009-05-29 00:00:00.000,TIAM,Tiliaceae,American basswood,Tilia americana,8.1 - 15.0 cm,1
Effigy Mounds,EFMO8,1,2009-05-29 00:00:00.000,ULAM,Ulmaceae,American elm,Ulmus americana,2.6 - 8.0 cm,2
Effigy Mounds,EFMO8,1,2009-05-29 00:00:00.000,ULAM,Ulmaceae,American elm,Ulmus americana,8.1 - 15.0 cm,1
Effigy Mounds,EFMO8,1,2013-05-29 00:00:00.000,CACO15,Juglandaceae,bitternut hickory,Carya cordiformis,2.6 - 8.0 cm,1
Effigy Mounds,EFMO8,1,2013-05-29 00:00:00.000,CACO15,Juglandaceae,bitternut hickory,Carya cordiformis,8.1 - 15.0 cm,1
Effigy Mounds,EFMO8,1,2013-05-29 00:00:00.000,PRSE2,Rosaceae,black cherry,Prunus serotina,15.1 - 23.0 cm,1
Effigy Mounds,EFMO8,1,2013-05-29 00:00:00.000,PRSE2,Rosaceae,black cherry,Prunus serotina,23.1 - 38.0 cm,1
Effigy Mounds,EFMO8,1,2013-05-29 00:00:00.000,ULAM,Ulmaceae,American elm,Ulmus americana,2.6 - 8.0 cm,1
Effigy Mounds,EFMO8,1,2017-05-24 00:00:00.000,CACO15,Juglandaceae,bitternut hickory,Carya cordiformis,1.1 - 2.5 cm,1
Effigy Mounds,EFMO8,1,2017-05-24 00:00:00.000,CACO15,Juglandaceae,bitternut hickory,Carya cordiformis,2.6 - 8.0 cm,1
Effigy Mounds,EFMO8,1,2017-05-24 00:00:00.000,CAOV2,Juglandaceae,shagbark hickory,Carya ovata,2.6 - 8.0 cm,1
Effigy Mounds,EFMO8,1,2017-05-24 00:00:00.000,TIAM,Tiliaceae,American basswood,Tilia americana,8.1 - 15.0 cm,1
Effigy Mounds,EFMO8,1,2022-05-25 00:00:00.000,CARYA,Juglandaceae,hickory,Carya spp,2.6 - 8.0 cm,1
Effigy Mounds,EFMO8,1,2022-05-25 00:00:00.000,SNAG,Snag,snag,Snag,23.1 - 38.0 cm,1
Effigy Mounds,EFMO8,1,2022-05-25 00:00:00.000,ULMUS,Ulmaceae,elm,Ulmus spp,8.1 - 15.0 cm,1
Effigy Mounds,EFMO8,1,2022-05-25 00:00:00.000,ULMUS,Ulmaceae,elm,Ulmus spp,15.1 - 23.0 cm,1
Effigy Mounds,EFMO9,1,2009-05-29 00:00:00.000,ACER,Aceraceae,maple spp,Acer spp,8.1 - 15.0 cm,1
Effigy Mounds,EFMO9,1,2009-05-29 00:00:00.000,CEOC,Ulmaceae,common hackberry,Celtis occidentalis,< 1.0 cm,1
Effigy Mounds,EFMO9,1,2009-05-29 00:00:00.000,CEOC,Ulmaceae,common hackberry,Celtis occidentalis,1.1 - 2.5 cm,1
Effigy Mounds,EFMO9,1,2009-05-29 00:00:00.000,FRAXI,Oleaceae,ash,Fraxinus spp,8.1 - 15.0 cm,1
Effigy Mounds,EFMO9,1,2013-05-29 00:00:00.000,CACO15,Juglandaceae,bitternut hickory,Carya cordiformis,8.1 - 15.0 cm,2
Effigy Mounds,EFMO9,1,2013-05-29 00:00:00.000,CAOV2,Juglandaceae,shagbark hickory,Carya ovata,15.1 - 23.0 cm,2
Effigy Mounds,EFMO9,1,2013-05-29 00:00:00.000,CAOV3,Juglandaceae,red hickory,Carya ovalis,23.1 - 38.0 cm,1
Effigy Mounds,EFMO9,1,2013-05-29 00:00:00.000,CEOC,Ulmaceae,common hackberry,Celtis occidentalis,2.6 - 8.0 cm,1
Effigy Mounds,EFMO9,1,2013-05-29 00:00:00.000,OSVI,Betulaceae,hophornbeam,Ostrya virginiana,8.1 - 15.0 cm,1
Effigy Mounds,EFMO9,1,2013-05-29 00:00:00.000,QURU,Fagaceae,northern red oak,Quercus rubra,> 38.0 cm,1
Effigy Mounds,EFMO9,1,2013-05-29 00:00:00.000,ULAM,Ulmaceae,American elm,Ulmus americana,8.1 - 15.0 cm,1
Effigy Mounds,EFMO9,1,2017-05-24 00:00:00.000,CAOV2,Juglandaceae,shagbark hickory,Carya ovata,8.1 - 15.0 cm,1
Effigy Mounds,EFMO9,1,2017-05-24 00:00:00.000,FRAXI,Oleaceae,ash,Fraxinus spp,23.1 - 38.0 cm,2
Effigy Mounds,EFMO9,1,2017-05-24 00:00:00.000,FRAXI,Oleaceae,ash,Fraxinus spp,> 38.0 cm,1
Effigy Mounds,EFMO9,1,2017-05-24 00:00:00.000,FRPE,Oleaceae,green ash,Fraxinus pennsylvanica,8.1 - 15.0 cm,1
Effigy Mounds,EFMO9,1,2017-05-24 00:00:00.000,OSVI,Betulaceae,hophornbeam,Ostrya virginiana,2.6 - 8.0 cm,1
Effigy Mounds,EFMO9,1,2017-05-24 00:00:00.000,ULRU,Ulmaceae,slippery elm,Ulmus rubra,2.6 - 8.0 cm,1
Effigy Mounds,EFMO9,1,2022-05-25 00:00:00.000,CELTI,Ulmaceae,hackberry,Celtis spp,2.6 - 8.0 cm,1
Effigy Mounds,EFMO9,1,2022-05-25 00:00:00.000,FRAXI,Oleaceae,ash,Fraxinus spp,23.1 - 38.0 cm,2
Effigy Mounds,EFMO9,1,2022-05-25 00:00:00.000,OSVI,Betulaceae,hophornbeam,Ostrya virginiana,8.1 - 15.0 cm,1
George Washington Carver,GWCA1,1,2008-05-28 00:00:00.000,CEOC,Ulmaceae,common hackberry,Celtis occidentalis,< 1.0 cm,1
George Washington Carver,GWCA1,1,2008-05-28 00:00:00.000,CEOC,Ulmaceae,common hackberry,Celtis occidentalis,1.1 - 2.5 cm,2
George Washington Carver,GWCA1,1,2008-05-28 00:00:00.000,CEOC,Ulmaceae,common hackberry,Celtis occidentalis,2.6 - 8.0 cm,1
George Washington Carver,GWCA1,1,2008-05-28 00:00:00.000,MAPO,Moraceae,osage orange,Maclura pomifera,2.6 - 8.0 cm,1
George Washington Carver,GWCA1,1,2008-05-28 00:00:00.000,MAPO,Moraceae,osage orange,Maclura pomifera,8.1 - 15.0 cm,1
George Washington Carver,GWCA1,1,2008-05-28 00:00:00.000,MAPO,Moraceae,osage orange,Maclura pomifera,15.1 - 23.0 cm,2
George Washington Carver,GWCA1,1,2008-05-28 00:00:00.000,MAPO,Moraceae,osage orange,Maclura pomifera,> 38.0 cm,1
George Washington Carver,GWCA1,1,2008-05-28 00:00:00.000,SNAG,Snag,snag,Snag,8.1 - 15.0 cm,1
George Washington Carver,GWCA1,1,2008-05-28 00:00:00.000,ULRU,Ulmaceae,slippery elm,Ulmus rubra,1.1 - 2.5 cm,1
George Washington Carver,GWCA1,1,2008-05-28 00:00:00.000,ULRU,Ulmaceae,slippery elm,Ulmus rubra,2.6 - 8.0 cm,2
George Washington Carver,GWCA1,1,2008-05-28 00:00:00.000,ULRU,Ulmaceae,slippery elm,Ulmus rubra,8.1 - 15.0 cm,1
George Washington Carver,GWCA1,1,2008-05-28 00:00:00.000,VIRU,Caprifoliaceae,rusty blackhaw,Viburnum rufidulum,2.6 - 8.0 cm,1
George Washington Carver,GWCA1,1,2012-06-06 00:00:00.000,CEOC,Ulmaceae,common hackberry,Celtis occidentalis,< 1.0 cm,1
George Washington Carver,GWCA1,1,2012-06-06 00:00:00.000,CEOC,Ulmaceae,common hackberry,Celtis occidentalis,2.6 - 8.0 cm,2
George Washington Carver,GWCA1,1,2012-06-06 00:00:00.000,CEOC,Ulmaceae,common hackberry,Celtis occidentalis,8.1 - 15.0 cm,1
George Washington Carver,GWCA1,1,2012-06-06 00:00:00.000,JUNI,Juglandaceae,black walnut,Juglans nigra,2.6 - 8.0 cm,2
George Washington Carver,GWCA1,1,2012-06-06 00:00:00.000,MAPO,Moraceae,osage orange,Maclura pomifera,15.1 - 23.0 cm,2
George Washington Carver,GWCA1,1,2012-06-06 00:00:00.000,MAPO,Moraceae,osage orange,Maclura pomifera,> 38.0 cm,1
George Washington Carver,GWCA1,1,2012-06-06 00:00:00.000,ULAM,Ulmaceae,American elm,Ulmus americana,8.1 - 15.0 cm,1
George Washington Carver,GWCA1,1,2012-06-06 00:00:00.000,ULAM,Ulmaceae,American elm,Ulmus americana,15.1 - 23.0 cm,2
George Washington Carver,GWCA1,1,2016-05-18 00:00:00.000,CEOC,Ulmaceae,common hackberry,Celtis occidentalis,1.1 - 2.5 cm,2
George Washington Carver,GWCA1,1,2016-05-18 00:00:00.000,CEOC,Ulmaceae,common hackberry,Celtis occidentalis,2.6 - 8.0 cm,1
George Washington Carver,GWCA1,1,2016-05-18 00:00:00.000,MAPO,Moraceae,osage orange,Maclura pomifera,2.6 - 8.0 cm,1
George Washington Carver,GWCA1,1,2016-05-18 00:00:00.000,MAPO,Moraceae,osage orange,Maclura pomifera,8.1 - 15.0 cm,2
George Washington Carver,GWCA1,1,2016-05-18 00:00:00.000,MAPO,Moraceae,osage orange,Maclura pomifera,15.1 - 23.0 cm,2
George Washington Carver,GWCA1,1,2016-05-18 00:00:00.000,SNAG,Snag,snag,Snag,8.1 - 15.0 cm,1
George Washington Carver,GWCA1,1,2016-05-18 00:00:00.000,ULRU,Ulmaceae,slippery elm,Ulmus rubra,1.1 - 2.5 cm,1
George Washington Carver,GWCA1,1,2016-05-18 00:00:00.000,ULRU,Ulmaceae,slippery elm,Ulmus rubra,2.6 - 8.0 cm,2
George Washington Carver,GWCA1,1,2016-05-18 00:00:00.000,ULRU,Ulmaceae,slippery elm,Ulmus rubra,8.1 - 15.0 cm,1
George Washington Carver,GWCA1,1,2016-05-18 00:00:00.000,ULRU,Ulmaceae,slippery elm,Ulmus rubra,15.1 - 23.0 cm,1
George Washington Carver,GWCA1,1,2016-05-18 00:00:00.000,VIRU,Caprifoliaceae,rusty blackhaw,Viburnum rufidulum,2.6 - 8.0 cm,1
George Washington Carver,GWCA1,1,2020-06-12 00:00:00.000,CELTI,Ulmaceae,hackberry,Celtis spp,< 1.0 cm,7
George Washington Carver,GWCA1,1,2020-06-12 00:00:00.000,CELTI,Ulmaceae,hackberry,Celtis spp,1.1 - 2.5 cm,1
George Washington Carver,GWCA1,1,2020-06-12 00:00:00.000,MAPO,Moraceae,osage orange,Maclura pomifera,2.6 - 8.0 cm,1
George Washington Carver,GWCA1,1,2020-06-12 00:00:00.000,MAPO,Moraceae,osage orange,Maclura pomifera,8.1 - 15.0 cm,1
George Washington Carver,GWCA1,1,2020-06-12 00:00:00.000,MAPO,Moraceae,osage orange,Maclura pomifera,15.1 - 23.0 cm,2
George Washington Carver,GWCA1,1,2020-06-12 00:00:00.000,MAPO,Moraceae,osage orange,Maclura pomifera,> 38.0 cm,1
George Washington Carver,GWCA1,1,2020-06-12 00:00:00.000,SNAG,Snag,snag,Snag,2.6 - 8.0 cm,1
George Washington Carver,GWCA1,1,2020-06-12 00:00:00.000,SNAG,Snag,snag,Snag,8.1 - 15.0 cm,1
George Washington Carver,GWCA1,1,2020-06-12 00:00:00.000,ULMUS,Ulmaceae,elm,Ulmus spp,8.1 - 15.0 cm,1
George Washington Carver,GWCA1,1,2020-06-12 00:00:00.000,ULMUS,Ulmaceae,elm,Ulmus spp,15.1 - 23.0 cm,1
George Washington Carver,GWCA1,1,2020-06-12 00:00:00.000,VIBUR,Caprifoliaceae,viburnum,Viburnum spp,2.6 - 8.0 cm,1
George Washington Carver,GWCA11,1,2008-05-28 00:00:00.000,CEOC,Ulmaceae,common hackberry,Celtis occidentalis,1.1 - 2.5 cm,2
George Washington Carver,GWCA11,1,2008-05-28 00:00:00.000,CEOC,Ulmaceae,common hackberry,Celtis occidentalis,2.6 - 8.0 cm,8
George Washington Carver,GWCA11,1,2008-05-28 00:00:00.000,CEOC,Ulmaceae,common hackberry,Celtis occidentalis,8.1 - 15.0 cm,1
George Washington Carver,GWCA11,1,2008-05-28 00:00:00.000,MAPO,Moraceae,osage orange,Maclura pomifera,8.1 - 15.0 cm,2
George Washington Carver,GWCA11,1,2008-05-28 00:00:00.000,MAPO,Moraceae,osage orange,Maclura pomifera,15.1 - 23.0 cm,8
George Washington Carver,GWCA11,1,2008-05-28 00:00:00.000,MORU2,Moraceae,red mulberry,Morus rubra,8.1 - 15.0 cm,1
George Washington Carver,GWCA11,1,2008-05-28 00:00:00.000,SILA20,Sapotaceae,gum bully,Sideroxylon lanuginosum,15.1 - 23.0 cm,1
George Washington Carver,GWCA11,1,2008-05-28 00:00:00.000,SNAG,Snag,snag,Snag,2.6 - 8.0 cm,4
George Washington Carver,GWCA11,1,2008-05-28 00:00:00.000,ULAM,Ulmaceae,American elm,Ulmus americana,2.6 - 8.0 cm,2
George Washington Carver,GWCA11,1,2012-06-06 00:00:00.000,CEOC,Ulmaceae,common hackberry,Celtis occidentalis,1.1 - 2.5 cm,2
George Washington Carver,GWCA11,1,2012-06-06 00:00:00.000,CEOC,Ulmaceae,common hackberry,Celtis occidentalis,2.6 - 8.0 cm,5
George Washington Carver,GWCA11,1,2012-06-06 00:00:00.000,JUNI,Juglandaceae,black walnut,Juglans nigra,2.6 - 8.0 cm,1
George Washington Carver,GWCA11,1,2012-06-06 00:00:00.000,MAPO,Moraceae,osage orange,Maclura pomifera,8.1 - 15.0 cm,2
George Washington Carver,GWCA11,1,2012-06-06 00:00:00.000,MAPO,Moraceae,osage orange,Maclura pomifera,15.1 - 23.0 cm,5
George Washington Carver,GWCA11,1,2012-06-06 00:00:00.000,SNAG,Snag,snag,Snag,2.6 - 8.0 cm,2
George Washington Carver,GWCA11,1,2012-06-06 00:00:00.000,ULAM,Ulmaceae,American elm,Ulmus americana,1.1 - 2.5 cm,1
George Washington Carver,GWCA11,1,2012-06-06 00:00:00.000,ULAM,Ulmaceae,American elm,Ulmus americana,8.1 - 15.0 cm,1
George Washington Carver,GWCA11,1,2016-05-18 00:00:00.000,CEOC,Ulmaceae,common hackberry,Celtis occidentalis,< 1.0 cm,1
George Washington Carver,GWCA11,1,2016-05-18 00:00:00.000,CEOC,Ulmaceae,common hackberry,Celtis occidentalis,2.6 - 8.0 cm,4
George Washington Carver,GWCA11,1,2016-05-18 00:00:00.000,CEOC,Ulmaceae,common hackberry,Celtis occidentalis,23.1 - 38.0 cm,1
George Washington Carver,GWCA11,1,2016-05-18 00:00:00.000,JUNI,Juglandaceae,black walnut,Juglans nigra,1.1 - 2.5 cm,1
George Washington Carver,GWCA11,1,2016-05-18 00:00:00.000,MAPO,Moraceae,osage orange,Maclura pomifera,2.6 - 8.0 cm,1
George Washington Carver,GWCA11,1,2016-05-18 00:00:00.000,MAPO,Moraceae,osage orange,Maclura pomifera,8.1 - 15.0 cm,3
George Washington Carver,GWCA11,1,2016-05-18 00:00:00.000,MAPO,Moraceae,osage orange,Maclura pomifera,15.1 - 23.0 cm,3
George Washington Carver,GWCA11,1,2016-05-18 00:00:00.000,MAPO,Moraceae,osage orange,Maclura pomifera,23.1 - 38.0 cm,2
George Washington Carver,GWCA11,1,2016-05-18 00:00:00.000,SNAG,Snag,snag,Snag,2.6 - 8.0 cm,1
George Washington Carver,GWCA11,1,2016-05-18 00:00:00.000,ULRU,Ulmaceae,slippery elm,Ulmus rubra,2.6 - 8.0 cm,1
George Washington Carver,GWCA11,1,2020-06-12 00:00:00.000,CELTI,Ulmaceae,hackberry,Celtis spp,1.1 - 2.5 cm,1
George Washington Carver,GWCA11,1,2020-06-12 00:00:00.000,CELTI,Ulmaceae,hackberry,Celtis spp,2.6 - 8.0 cm,4
George Washington Carver,GWCA11,1,2020-06-12 00:00:00.000,CELTI,Ulmaceae,hackberry,Celtis spp,15.1 - 23.0 cm,1
George Washington Carver,GWCA11,1,2020-06-12 00:00:00.000,JUGLA,Juglandaceae,walnuts,Juglans,1.1 - 2.5 cm,1
George Washington Carver,GWCA11,1,2020-06-12 00:00:00.000,JUNIP,Cupressaceae,juniper,Juniperus spp,1.1 - 2.5 cm,1
George Washington Carver,GWCA11,1,2020-06-12 00:00:00.000,MAPO,Moraceae,osage orange,Maclura pomifera,8.1 - 15.0 cm,1
George Washington Carver,GWCA11,1,2020-06-12 00:00:00.000,MAPO,Moraceae,osage orange,Maclura pomifera,15.1 - 23.0 cm,6
George Washington Carver,GWCA11,1,2020-06-12 00:00:00.000,MAPO,Moraceae,osage orange,Maclura pomifera,23.1 - 38.0 cm,1
George Washington Carver,GWCA11,1,2020-06-12 00:00:00.000,SNAG,Snag,snag,Snag,2.6 - 8.0 cm,1
George Washington Carver,GWCA11,1,2020-06-12 00:00:00.000,SNAG,Snag,snag,Snag,8.1 - 15.0 cm,1
George Washington Carver,GWCA11,1,2020-06-12 00:00:00.000,ULMUS,Ulmaceae,elm,Ulmus spp,1.1 - 2.5 cm,2
George Washington Carver,GWCA11,1,2020-06-12 00:00:00.000,ULMUS,Ulmaceae,elm,Ulmus spp,2.6 - 8.0 cm,3
George Washington Carver,GWCA16,1,2012-06-05 00:00:00.000,SNAG,Snag,snag,Snag,< 1.0 cm,16
George Washington Carver,GWCA16,1,2012-06-05 00:00:00.000,SNAG,Snag,snag,Snag,1.1 - 2.5 cm,2
George Washington Carver,GWCA18,1,2008-05-28 00:00:00.000,CEOC,Ulmaceae,common hackberry,Celtis occidentalis,1.1 - 2.5 cm,2
George Washington Carver,GWCA18,1,2008-05-28 00:00:00.000,CEOC,Ulmaceae,common hackberry,Celtis occidentalis,2.6 - 8.0 cm,4
George Washington Carver,GWCA18,1,2008-05-28 00:00:00.000,GLTR,Fabaceae,honeylocust,Gleditsia triacanthos,8.1 - 15.0 cm,1
George Washington Carver,GWCA18,1,2008-05-28 00:00:00.000,JUNI,Juglandaceae,black walnut,Juglans nigra,23.1 - 38.0 cm,1
George Washington Carver,GWCA18,1,2008-05-28 00:00:00.000,PRSE2,Rosaceae,black cherry,Prunus serotina,1.1 - 2.5 cm,2
George Washington Carver,GWCA18,1,2008-05-28 00:00:00.000,PRSE2,Rosaceae,black cherry,Prunus serotina,2.6 - 8.0 cm,2
George Washington Carver,GWCA18,1,2008-05-28 00:00:00.000,ULAM,Ulmaceae,American elm,Ulmus americana,2.6 - 8.0 cm,1
George Washington Carver,GWCA18,1,2008-05-28 00:00:00.000,ULAM,Ulmaceae,American elm,Ulmus americana,8.1 - 15.0 cm,1
George Washington Carver,GWCA18,1,2008-05-28 00:00:00.000,ULRU,Ulmaceae,slippery elm,Ulmus rubra,2.6 - 8.0 cm,1
George Washington Carver,GWCA18,1,2012-06-05 00:00:00.000,CEOC,Ulmaceae,common hackberry,Celtis occidentalis,2.6 - 8.0 cm,2
George Washington Carver,GWCA18,1,2012-06-05 00:00:00.000,GLTR,Fabaceae,honeylocust,Gleditsia triacanthos,8.1 - 15.0 cm,1
George Washington Carver,GWCA18,1,2012-06-05 00:00:00.000,JUNI,Juglandaceae,black walnut,Juglans nigra,8.1 - 15.0 cm,1
George Washington Carver,GWCA18,1,2012-06-05 00:00:00.000,JUNI,Juglandaceae,black walnut,Juglans nigra,23.1 - 38.0 cm,1
George Washington Carver,GWCA18,1,2012-06-05 00:00:00.000,JUVI,Cupressaceae,eastern redcedar,Juniperus virginiana,1.1 - 2.5 cm,1
