ParkUnit,Plot,SubPlot,EventDate,TaxonCode,Family,CommonName,ScientificName,DBHClass,TreeCount
Arkansas Post,ARPO1,1,2007-06-05 00:00:00.000,QUFA,Fagaceae,southern red oak,Quercus falcata,15.1 - 23.0 cm,1
Arkansas Post,ARPO1,1,2007-06-05 00:00:00.000,QUFA,Fagaceae,southern red oak,Quercus falcata,> 38.0 cm,1
Arkansas Post,ARPO1,1,2011-06-08 00:00:00.000,CAAM2,Verbenaceae,American beautyberry,Callicarpa americana,< 1.0 cm,10
Arkansas Post,ARPO1,1,2011-06-08 00:00:00.000,QUST,Fagaceae,post oak,Quercus stellata,15.1 - 23.0 cm,1
Arkansas Post,ARPO1,1,2011-06-08 00:00:00.000,QUST,Fagaceae,post oak,Quercus stellata,> 38.0 cm,1
Arkansas Post,ARPO1,1,2011-06-08 00:00:00.000,ULAL,Ulmaceae,winged elm,Ulmus alata,< 1.0 cm,1
Arkansas Post,ARPO1,1,2015-05-18 00:00:00.000,CAAM2,Verbenaceae,American beautyberry,Callicarpa americana,< 1.0 cm,10
Arkansas Post,ARPO1,1,2015-05-18 00:00:00.000,CAAM2,Verbenaceae,American beautyberry,Callicarpa americana,1.1 - 2.5 cm,10
Arkansas Post,ARPO1,1,2015-05-18 00:00:00.000,QUFA,Fagaceae,southern red oak,Quercus falcata,> 38.0 cm,1
Arkansas Post,ARPO1,1,2015-05-18 00:00:00.000,QUST,Fagaceae,post oak,Quercus stellata,< 1.0 cm,4
Arkansas Post,ARPO1,1,2015-05-18 00:00:00.000,QUST,Fagaceae,post oak,Quercus stellata,1.1 - 2.5 cm,4
Arkansas Post,ARPO1,1,2015-05-18 00:00:00.000,QUST,Fagaceae,post oak,Quercus stellata,> 38.0 cm,2
Arkansas Post,ARPO1,1,2015-05-18 00:00:00.000,SNAG,Snag,snag,Snag,8.1 - 15.0 cm,1
Arkansas Post,ARPO1,1,2015-05-18 00:00:00.000,ULAL,Ulmaceae,winged elm,Ulmus alata,< 1.0 cm,4
Arkansas Post,ARPO1,1,2015-05-18 00:00:00.000,ULAL,Ulmaceae,winged elm,Ulmus alata,1.1 - 2.5 cm,4
Arkansas Post,ARPO1,1,2019-05-21 00:00:00.000,ARALI,Araliaceae,devil's walking-sticks,Aralia,1.1 - 2.5 cm,1
Arkansas Post,ARPO1,1,2019-05-21 00:00:00.000,QUERC,Fagaceae,oak,Quercus spp,2.6 - 8.0 cm,1
Arkansas Post,ARPO1,1,2019-05-21 00:00:00.000,QUERC,Fagaceae,oak,Quercus spp,> 38.0 cm,2
Arkansas Post,ARPO1,1,2019-05-21 00:00:00.000,SNAG,Snag,snag,Snag,15.1 - 23.0 cm,1
Arkansas Post,ARPO1,1,2019-05-21 00:00:00.000,ULMUS,Ulmaceae,elm,Ulmus spp,< 1.0 cm,12
Arkansas Post,ARPO1,1,2019-05-21 00:00:00.000,ULMUS,Ulmaceae,elm,Ulmus spp,1.1 - 2.5 cm,4
Arkansas Post,ARPO1,1,2019-05-21 00:00:00.000,ULMUS,Ulmaceae,elm,Ulmus spp,2.6 - 8.0 cm,1
Arkansas Post,ARPO10,1,2007-06-07 00:00:00.000,GLTR,Fabaceae,honeylocust,Gleditsia triacanthos,1.1 - 2.5 cm,5
Arkansas Post,ARPO10,1,2007-06-07 00:00:00.000,GLTR,Fabaceae,honeylocust,Gleditsia triacanthos,2.6 - 8.0 cm,1
Arkansas Post,ARPO10,1,2007-06-07 00:00:00.000,GLTR,Fabaceae,honeylocust,Gleditsia triacanthos,8.1 - 15.0 cm,1
Arkansas Post,ARPO10,1,2007-06-07 00:00:00.000,GLTR,Fabaceae,honeylocust,Gleditsia triacanthos,15.1 - 23.0 cm,2
Arkansas Post,ARPO10,1,2007-06-07 00:00:00.000,LIVU,Oleaceae,European privet,Ligustrum vulgare,1.1 - 2.5 cm,3
Arkansas Post,ARPO10,1,2007-06-07 00:00:00.000,LIVU,Oleaceae,European privet,Ligustrum vulgare,2.6 - 8.0 cm,6
Arkansas Post,ARPO10,1,2007-06-07 00:00:00.000,LIVU,Oleaceae,European privet,Ligustrum vulgare,8.1 - 15.0 cm,2
Arkansas Post,ARPO10,1,2011-06-07 00:00:00.000,CETE,Ulmaceae,dwarf hackberry,Celtis tenuifolia,2.6 - 8.0 cm,4
Arkansas Post,ARPO10,1,2011-06-07 00:00:00.000,COFL,Cornaceae,flowering dogwood,Cornus florida,1.1 - 2.5 cm,1
Arkansas Post,ARPO10,1,2011-06-07 00:00:00.000,COFL,Cornaceae,flowering dogwood,Cornus florida,2.6 - 8.0 cm,5
Arkansas Post,ARPO10,1,2011-06-07 00:00:00.000,GLTR,Fabaceae,honeylocust,Gleditsia triacanthos,2.6 - 8.0 cm,1
Arkansas Post,ARPO10,1,2011-06-07 00:00:00.000,GLTR,Fabaceae,honeylocust,Gleditsia triacanthos,8.1 - 15.0 cm,1
Arkansas Post,ARPO10,1,2011-06-07 00:00:00.000,GLTR,Fabaceae,honeylocust,Gleditsia triacanthos,15.1 - 23.0 cm,2
Arkansas Post,ARPO10,1,2011-06-07 00:00:00.000,QUNI,Fagaceae,water oak,Quercus nigra,2.6 - 8.0 cm,1
Arkansas Post,ARPO10,1,2011-06-07 00:00:00.000,ULAL,Ulmaceae,winged elm,Ulmus alata,1.1 - 2.5 cm,3
Arkansas Post,ARPO10,1,2011-06-07 00:00:00.000,ULAL,Ulmaceae,winged elm,Ulmus alata,2.6 - 8.0 cm,4
Arkansas Post,ARPO10,1,2011-06-07 00:00:00.000,ULAL,Ulmaceae,winged elm,Ulmus alata,8.1 - 15.0 cm,1
Arkansas Post,ARPO10,1,2011-06-07 00:00:00.000,ULAM,Ulmaceae,American elm,Ulmus americana,8.1 - 15.0 cm,1
Arkansas Post,ARPO10,1,2015-05-19 00:00:00.000,CELA,Ulmaceae,sugarberry,Celtis laevigata,2.6 - 8.0 cm,4
Arkansas Post,ARPO10,1,2015-05-19 00:00:00.000,COFL,Cornaceae,flowering dogwood,Cornus florida,1.1 - 2.5 cm,1
Arkansas Post,ARPO10,1,2015-05-19 00:00:00.000,COFL,Cornaceae,flowering dogwood,Cornus florida,2.6 - 8.0 cm,3
Arkansas Post,ARPO10,1,2015-05-19 00:00:00.000,GLTR,Fabaceae,honeylocust,Gleditsia triacanthos,8.1 - 15.0 cm,1
Arkansas Post,ARPO10,1,2015-05-19 00:00:00.000,GLTR,Fabaceae,honeylocust,Gleditsia triacanthos,23.1 - 38.0 cm,1
Arkansas Post,ARPO10,1,2015-05-19 00:00:00.000,QUNI,Fagaceae,water oak,Quercus nigra,2.6 - 8.0 cm,1
Arkansas Post,ARPO10,1,2015-05-19 00:00:00.000,QUPH,Fagaceae,willow oak,Quercus phellos,1.1 - 2.5 cm,1
Arkansas Post,ARPO10,1,2015-05-19 00:00:00.000,QUST,Fagaceae,post oak,Quercus stellata,1.1 - 2.5 cm,1
Arkansas Post,ARPO10,1,2015-05-19 00:00:00.000,QUST,Fagaceae,post oak,Quercus stellata,2.6 - 8.0 cm,1
Arkansas Post,ARPO10,1,2015-05-19 00:00:00.000,QUST,Fagaceae,post oak,Quercus stellata,8.1 - 15.0 cm,2
Arkansas Post,ARPO10,1,2015-05-19 00:00:00.000,SNAG,Snag,snag,Snag,2.6 - 8.0 cm,1
Arkansas Post,ARPO10,1,2015-05-19 00:00:00.000,ULAL,Ulmaceae,winged elm,Ulmus alata,< 1.0 cm,2
Arkansas Post,ARPO10,1,2015-05-19 00:00:00.000,ULAL,Ulmaceae,winged elm,Ulmus alata,1.1 - 2.5 cm,3
Arkansas Post,ARPO10,1,2015-05-19 00:00:00.000,ULAL,Ulmaceae,winged elm,Ulmus alata,2.6 - 8.0 cm,3
Arkansas Post,ARPO10,1,2015-05-19 00:00:00.000,ULAL,Ulmaceae,winged elm,Ulmus alata,8.1 - 15.0 cm,2
Arkansas Post,ARPO10,1,2015-05-19 00:00:00.000,ULAL,Ulmaceae,winged elm,Ulmus alata,15.1 - 23.0 cm,1
Arkansas Post,ARPO10,1,2019-05-20 00:00:00.000,CELTI,Ulmaceae,hackberry,Celtis spp,1.1 - 2.5 cm,1
Arkansas Post,ARPO10,1,2019-05-20 00:00:00.000,CELTI,Ulmaceae,hackberry,Celtis spp,2.6 - 8.0 cm,7
Arkansas Post,ARPO10,1,2019-05-20 00:00:00.000,CELTI,Ulmaceae,hackberry,Celtis spp,8.1 - 15.0 cm,1
Arkansas Post,ARPO10,1,2019-05-20 00:00:00.000,CORNU,Cornaceae,dogwood,Cornus spp,< 1.0 cm,2
Arkansas Post,ARPO10,1,2019-05-20 00:00:00.000,CORNU,Cornaceae,dogwood,Cornus spp,1.1 - 2.5 cm,3
Arkansas Post,ARPO10,1,2019-05-20 00:00:00.000,CORNU,Cornaceae,dogwood,Cornus spp,2.6 - 8.0 cm,9
Arkansas Post,ARPO10,1,2019-05-20 00:00:00.000,GLEDI,Fabaceae,honeylocusts,Gleditsia,2.6 - 8.0 cm,1
Arkansas Post,ARPO10,1,2019-05-20 00:00:00.000,GLEDI,Fabaceae,honeylocusts,Gleditsia,8.1 - 15.0 cm,1
Arkansas Post,ARPO10,1,2019-05-20 00:00:00.000,GLEDI,Fabaceae,honeylocusts,Gleditsia,15.1 - 23.0 cm,1
Arkansas Post,ARPO10,1,2019-05-20 00:00:00.000,GLEDI,Fabaceae,honeylocusts,Gleditsia,23.1 - 38.0 cm,1
Arkansas Post,ARPO10,1,2019-05-20 00:00:00.000,ILEX,Aquifoliaceae,hollies,Ilex,2.6 - 8.0 cm,1
Arkansas Post,ARPO10,1,2019-05-20 00:00:00.000,JUNIP,Cupressaceae,juniper,Juniperus spp,< 1.0 cm,1
Arkansas Post,ARPO10,1,2019-05-20 00:00:00.000,QUERC,Fagaceae,oak,Quercus spp,< 1.0 cm,3
Arkansas Post,ARPO10,1,2019-05-20 00:00:00.000,QUERC,Fagaceae,oak,Quercus spp,1.1 - 2.5 cm,2
Arkansas Post,ARPO10,1,2019-05-20 00:00:00.000,QUERC,Fagaceae,oak,Quercus spp,2.6 - 8.0 cm,2
Arkansas Post,ARPO10,1,2019-05-20 00:00:00.000,QUERC,Fagaceae,oak,Quercus spp,8.1 - 15.0 cm,2
Arkansas Post,ARPO10,1,2019-05-20 00:00:00.000,SNAG,Snag,snag,Snag,< 1.0 cm,1
Arkansas Post,ARPO10,1,2019-05-20 00:00:00.000,SNAG,Snag,snag,Snag,1.1 - 2.5 cm,1
Arkansas Post,ARPO10,1,2019-05-20 00:00:00.000,SNAG,Snag,snag,Snag,2.6 - 8.0 cm,3
Arkansas Post,ARPO10,1,2019-05-20 00:00:00.000,ULMUS,Ulmaceae,elm,Ulmus spp,< 1.0 cm,2
Arkansas Post,ARPO10,1,2019-05-20 00:00:00.000,ULMUS,Ulmaceae,elm,Ulmus spp,1.1 - 2.5 cm,4
Arkansas Post,ARPO10,1,2019-05-20 00:00:00.000,ULMUS,Ulmaceae,elm,Ulmus spp,2.6 - 8.0 cm,5
Arkansas Post,ARPO10,1,2019-05-20 00:00:00.000,ULMUS,Ulmaceae,elm,Ulmus spp,8.1 - 15.0 cm,4
Arkansas Post,ARPO11,1,2007-06-07 00:00:00.000,CRATA,Rosaceae,hawthorn,Crataegus spp,< 1.0 cm,10
Arkansas Post,ARPO11,1,2007-06-07 00:00:00.000,CRATA,Rosaceae,hawthorn,Crataegus spp,1.1 - 2.5 cm,7
Arkansas Post,ARPO11,1,2007-06-07 00:00:00.000,CRATA,Rosaceae,hawthorn,Crataegus spp,2.6 - 8.0 cm,2
Arkansas Post,ARPO11,1,2015-05-19 00:00:00.000,ACNE2,Aceraceae,boxelder,Acer negundo,< 1.0 cm,2
Arkansas Post,ARPO11,1,2015-05-19 00:00:00.000,ACNE2,Aceraceae,boxelder,Acer negundo,1.1 - 2.5 cm,14
Arkansas Post,ARPO11,1,2015-05-19 00:00:00.000,ACNE2,Aceraceae,boxelder,Acer negundo,2.6 - 8.0 cm,15
Arkansas Post,ARPO12,1,2007-06-05 00:00:00.000,JUVI,Cupressaceae,eastern redcedar,Juniperus virginiana,8.1 - 15.0 cm,1
Arkansas Post,ARPO12,1,2011-06-08 00:00:00.000,CAAM2,Verbenaceae,American beautyberry,Callicarpa americana,< 1.0 cm,1
Arkansas Post,ARPO12,1,2011-06-08 00:00:00.000,CAAM2,Verbenaceae,American beautyberry,Callicarpa americana,1.1 - 2.5 cm,5
Arkansas Post,ARPO12,1,2011-06-08 00:00:00.000,QUFA,Fagaceae,southern red oak,Quercus falcata,> 38.0 cm,1
Arkansas Post,ARPO12,1,2011-06-08 00:00:00.000,QUPA5,Fagaceae,cherrybark oak,Quercus pagoda,> 38.0 cm,2
Arkansas Post,ARPO12,1,2011-06-08 00:00:00.000,SNAG,Snag,snag,Snag,23.1 - 38.0 cm,1
Arkansas Post,ARPO12,1,2015-05-18 00:00:00.000,LIST2,Hamamelidaceae,sweetgum,Liquidamber styraciflua,8.1 - 15.0 cm,2
Arkansas Post,ARPO12,1,2015-05-18 00:00:00.000,LIST2,Hamamelidaceae,sweetgum,Liquidamber styraciflua,15.1 - 23.0 cm,1
Arkansas Post,ARPO12,1,2015-05-18 00:00:00.000,QUPA5,Fagaceae,cherrybark oak,Quercus pagoda,8.1 - 15.0 cm,1
Arkansas Post,ARPO12,1,2015-05-18 00:00:00.000,SNAG,Snag,snag,Snag,1.1 - 2.5 cm,1
Arkansas Post,ARPO12,1,2015-05-18 00:00:00.000,ULAL,Ulmaceae,winged elm,Ulmus alata,1.1 - 2.5 cm,1
Arkansas Post,ARPO12,1,2015-05-18 00:00:00.000,ULAL,Ulmaceae,winged elm,Ulmus alata,2.6 - 8.0 cm,7
Arkansas Post,ARPO12,1,2019-05-21 00:00:00.000,SNAG,Snag,snag,Snag,8.1 - 15.0 cm,1
Arkansas Post,ARPO13,1,2007-06-05 00:00:00.000,ULAM,Ulmaceae,American elm,Ulmus americana,2.6 - 8.0 cm,3
Arkansas Post,ARPO13,1,2007-06-05 00:00:00.000,ULAM,Ulmaceae,American elm,Ulmus americana,8.1 - 15.0 cm,2
Arkansas Post,ARPO13,1,2007-06-05 00:00:00.000,ULAM,Ulmaceae,American elm,Ulmus americana,15.1 - 23.0 cm,1
Arkansas Post,ARPO13,1,2011-06-08 00:00:00.000,AEPA,Hippocastanaceae,red buckeye,Aesculus pavia,< 1.0 cm,1
Arkansas Post,ARPO13,1,2011-06-08 00:00:00.000,CAAM2,Verbenaceae,American beautyberry,Callicarpa americana,< 1.0 cm,6
Arkansas Post,ARPO13,1,2011-06-08 00:00:00.000,ULAL,Ulmaceae,winged elm,Ulmus alata,2.6 - 8.0 cm,3
Arkansas Post,ARPO13,1,2011-06-08 00:00:00.000,ULAL,Ulmaceae,winged elm,Ulmus alata,8.1 - 15.0 cm,4
Arkansas Post,ARPO13,1,2011-06-08 00:00:00.000,ULAL,Ulmaceae,winged elm,Ulmus alata,15.1 - 23.0 cm,2
Arkansas Post,ARPO13,1,2015-05-18 00:00:00.000,CAAL27,Juglandaceae,mockernut hickory,Carya alba,< 1.0 cm,1
Arkansas Post,ARPO13,1,2015-05-18 00:00:00.000,CAAL27,Juglandaceae,mockernut hickory,Carya alba,1.1 - 2.5 cm,3
Arkansas Post,ARPO13,1,2015-05-18 00:00:00.000,PRSE2,Rosaceae,black cherry,Prunus serotina,8.1 - 15.0 cm,1
Arkansas Post,ARPO13,1,2015-05-18 00:00:00.000,QUST,Fagaceae,post oak,Quercus stellata,8.1 - 15.0 cm,1
Arkansas Post,ARPO13,1,2015-05-18 00:00:00.000,ULAL,Ulmaceae,winged elm,Ulmus alata,2.6 - 8.0 cm,3
Arkansas Post,ARPO13,1,2019-05-21 00:00:00.000,AESCU,Hippocastanaceae,Buckeye,Aesculus,< 1.0 cm,1
Arkansas Post,ARPO13,1,2019-05-21 00:00:00.000,QUERC,Fagaceae,oak,Quercus spp,1.1 - 2.5 cm,1
Arkansas Post,ARPO13,1,2019-05-21 00:00:00.000,SNAG,Snag,snag,Snag,1.1 - 2.5 cm,1
Arkansas Post,ARPO13,1,2019-05-21 00:00:00.000,SNAG,Snag,snag,Snag,2.6 - 8.0 cm,1
Arkansas Post,ARPO13,1,2019-05-21 00:00:00.000,SNAG,Snag,snag,Snag,8.1 - 15.0 cm,1
Arkansas Post,ARPO13,1,2019-05-21 00:00:00.000,ULMUS,Ulmaceae,elm,Ulmus spp,2.6 - 8.0 cm,2
Arkansas Post,ARPO13,1,2019-05-21 00:00:00.000,ULMUS,Ulmaceae,elm,Ulmus spp,8.1 - 15.0 cm,1
Arkansas Post,ARPO13,1,2019-05-21 00:00:00.000,ULMUS,Ulmaceae,elm,Ulmus spp,15.1 - 23.0 cm,2
Arkansas Post,ARPO14,1,2007-06-06 00:00:00.000,QUST,Fagaceae,post oak,Quercus stellata,8.1 - 15.0 cm,1
Arkansas Post,ARPO14,1,2007-06-06 00:00:00.000,QUST,Fagaceae,post oak,Quercus stellata,23.1 - 38.0 cm,1
Arkansas Post,ARPO14,1,2007-06-06 00:00:00.000,QUVE,Fagaceae,black oak,Quercus velutina,23.1 - 38.0 cm,1
Arkansas Post,ARPO14,1,2011-06-08 00:00:00.000,CAAM2,Verbenaceae,American beautyberry,Callicarpa americana,< 1.0 cm,8
Arkansas Post,ARPO14,1,2011-06-08 00:00:00.000,QUNI,Fagaceae,water oak,Quercus nigra,23.1 - 38.0 cm,1
Arkansas Post,ARPO14,1,2011-06-08 00:00:00.000,QUNI,Fagaceae,water oak,Quercus nigra,> 38.0 cm,1
Arkansas Post,ARPO14,1,2015-05-18 00:00:00.000,CAAL27,Juglandaceae,mockernut hickory,Carya alba,< 1.0 cm,5
Arkansas Post,ARPO14,1,2015-05-18 00:00:00.000,QUST,Fagaceae,post oak,Quercus stellata,8.1 - 15.0 cm,1
Arkansas Post,ARPO14,1,2019-05-21 00:00:00.000,QUERC,Fagaceae,oak,Quercus spp,23.1 - 38.0 cm,1
Arkansas Post,ARPO14,1,2019-05-21 00:00:00.000,QUERC,Fagaceae,oak,Quercus spp,> 38.0 cm,1
Arkansas Post,ARPO15,1,2007-06-06 00:00:00.000,ULAM,Ulmaceae,American elm,Ulmus americana,1.1 - 2.5 cm,4
Arkansas Post,ARPO15,1,2007-06-06 00:00:00.000,ULAM,Ulmaceae,American elm,Ulmus americana,2.6 - 8.0 cm,1
Arkansas Post,ARPO15,1,2011-06-08 00:00:00.000,LIST2,Hamamelidaceae,sweetgum,Liquidamber styraciflua,1.1 - 2.5 cm,1
Arkansas Post,ARPO15,1,2011-06-08 00:00:00.000,LIST2,Hamamelidaceae,sweetgum,Liquidamber styraciflua,15.1 - 23.0 cm,2
Arkansas Post,ARPO15,1,2011-06-08 00:00:00.000,LIST2,Hamamelidaceae,sweetgum,Liquidamber styraciflua,23.1 - 38.0 cm,1
Arkansas Post,ARPO15,1,2011-06-08 00:00:00.000,SNAG,Snag,snag,Snag,2.6 - 8.0 cm,2
Arkansas Post,ARPO15,1,2011-06-08 00:00:00.000,ULAL,Ulmaceae,winged elm,Ulmus alata,2.6 - 8.0 cm,6
Arkansas Post,ARPO15,1,2011-06-08 00:00:00.000,ULAL,Ulmaceae,winged elm,Ulmus alata,8.1 - 15.0 cm,1
Arkansas Post,ARPO15,1,2015-05-18 00:00:00.000,SNAG,Snag,snag,Snag,1.1 - 2.5 cm,1
Arkansas Post,ARPO15,1,2015-05-18 00:00:00.000,SNAG,Snag,snag,Snag,8.1 - 15.0 cm,1
Arkansas Post,ARPO15,1,2015-05-18 00:00:00.000,ULAL,Ulmaceae,winged elm,Ulmus alata,1.1 - 2.5 cm,2
Arkansas Post,ARPO15,1,2015-05-18 00:00:00.000,ULAL,Ulmaceae,winged elm,Ulmus alata,2.6 - 8.0 cm,6
Arkansas Post,ARPO15,1,2015-05-18 00:00:00.000,ULAL,Ulmaceae,winged elm,Ulmus alata,8.1 - 15.0 cm,2
Arkansas Post,ARPO15,1,2019-05-21 00:00:00.000,SNAG,Snag,snag,Snag,8.1 - 15.0 cm,1
Arkansas Post,ARPO15,1,2019-05-21 00:00:00.000,ULMUS,Ulmaceae,elm,Ulmus spp,1.1 - 2.5 cm,2
Arkansas Post,ARPO15,1,2019-05-21 00:00:00.000,ULMUS,Ulmaceae,elm,Ulmus spp,2.6 - 8.0 cm,8
Arkansas Post,ARPO15,1,2019-05-21 00:00:00.000,ULMUS,Ulmaceae,elm,Ulmus spp,8.1 - 15.0 cm,1
Arkansas Post,ARPO16,1,2007-06-05 00:00:00.000,PRSE2,Rosaceae,black cherry,Prunus serotina,2.6 - 8.0 cm,1
Arkansas Post,ARPO16,1,2007-06-05 00:00:00.000,PRSE2,Rosaceae,black cherry,Prunus serotina,> 38.0 cm,1
Arkansas Post,ARPO16,1,2007-06-05 00:00:00.000,ULAM,Ulmaceae,American elm,Ulmus americana,2.6 - 8.0 cm,3
Arkansas Post,ARPO16,1,2007-06-05 00:00:00.000,ULAM,Ulmaceae,American elm,Ulmus americana,8.1 - 15.0 cm,2
Arkansas Post,ARPO16,1,2007-06-05 00:00:00.000,ULAM,Ulmaceae,American elm,Ulmus americana,15.1 - 23.0 cm,1
Arkansas Post,ARPO16,1,2011-06-08 00:00:00.000,COFL,Cornaceae,flowering dogwood,Cornus florida,1.1 - 2.5 cm,1
Arkansas Post,ARPO16,1,2011-06-08 00:00:00.000,QUNI,Fagaceae,water oak,Quercus nigra,> 38.0 cm,1
Arkansas Post,ARPO16,1,2011-06-08 00:00:00.000,QUST,Fagaceae,post oak,Quercus stellata,2.6 - 8.0 cm,1
Arkansas Post,ARPO16,1,2011-06-08 00:00:00.000,ULAL,Ulmaceae,winged elm,Ulmus alata,2.6 - 8.0 cm,1
Arkansas Post,ARPO16,1,2011-06-08 00:00:00.000,ULAL,Ulmaceae,winged elm,Ulmus alata,8.1 - 15.0 cm,2
Arkansas Post,ARPO16,1,2011-06-08 00:00:00.000,ULAL,Ulmaceae,winged elm,Ulmus alata,15.1 - 23.0 cm,1
Arkansas Post,ARPO16,1,2015-05-18 00:00:00.000,SNAG,Snag,snag,Snag,2.6 - 8.0 cm,1
Arkansas Post,ARPO16,1,2015-05-18 00:00:00.000,SNAG,Snag,snag,Snag,> 38.0 cm,1
Arkansas Post,ARPO16,1,2015-05-18 00:00:00.000,ULAL,Ulmaceae,winged elm,Ulmus alata,2.6 - 8.0 cm,1
Arkansas Post,ARPO16,1,2015-05-18 00:00:00.000,ULAL,Ulmaceae,winged elm,Ulmus alata,8.1 - 15.0 cm,2
Arkansas Post,ARPO16,1,2015-05-18 00:00:00.000,ULAL,Ulmaceae,winged elm,Ulmus alata,15.1 - 23.0 cm,1
Arkansas Post,ARPO16,1,2019-05-21 00:00:00.000,QUERC,Fagaceae,oak,Quercus spp,< 1.0 cm,1
Arkansas Post,ARPO16,1,2019-05-21 00:00:00.000,QUERC,Fagaceae,oak,Quercus spp,2.6 - 8.0 cm,1
Arkansas Post,ARPO16,1,2019-05-21 00:00:00.000,QUERC,Fagaceae,oak,Quercus spp,8.1 - 15.0 cm,2
Arkansas Post,ARPO16,1,2019-05-21 00:00:00.000,QUERC,Fagaceae,oak,Quercus spp,> 38.0 cm,1
Arkansas Post,ARPO16,1,2019-05-21 00:00:00.000,ULMUS,Ulmaceae,elm,Ulmus spp,2.6 - 8.0 cm,1
Arkansas Post,ARPO16,1,2019-05-21 00:00:00.000,ULMUS,Ulmaceae,elm,Ulmus spp,8.1 - 15.0 cm,2
Arkansas Post,ARPO16,1,2019-05-21 00:00:00.000,ULMUS,Ulmaceae,elm,Ulmus spp,15.1 - 23.0 cm,1
Arkansas Post,ARPO17,1,2007-06-05 00:00:00.000,QUMA3,Fagaceae,blackjack oak,Quercus marilandica,> 38.0 cm,1
Arkansas Post,ARPO17,1,2011-06-08 00:00:00.000,CAAM2,Verbenaceae,American beautyberry,Callicarpa americana,< 1.0 cm,8
Arkansas Post,ARPO17,1,2011-06-08 00:00:00.000,QUPA5,Fagaceae,cherrybark oak,Quercus pagoda,> 38.0 cm,1
Arkansas Post,ARPO17,1,2011-06-08 00:00:00.000,ULAL,Ulmaceae,winged elm,Ulmus alata,23.1 - 38.0 cm,1
Arkansas Post,ARPO17,1,2015-05-18 00:00:00.000,CAAL27,Juglandaceae,mockernut hickory,Carya alba,< 1.0 cm,7
Arkansas Post,ARPO17,1,2015-05-18 00:00:00.000,CAAL27,Juglandaceae,mockernut hickory,Carya alba,1.1 - 2.5 cm,5
Arkansas Post,ARPO17,1,2015-05-18 00:00:00.000,QUNI,Fagaceae,water oak,Quercus nigra,23.1 - 38.0 cm,1
Arkansas Post,ARPO17,1,2015-05-18 00:00:00.000,QUST,Fagaceae,post oak,Quercus stellata,15.1 - 23.0 cm,1
Arkansas Post,ARPO17,1,2015-05-18 00:00:00.000,ULAL,Ulmaceae,winged elm,Ulmus alata,< 1.0 cm,1
Arkansas Post,ARPO17,1,2019-05-21 00:00:00.000,QUERC,Fagaceae,oak,Quercus spp,> 38.0 cm,1
Arkansas Post,ARPO18,1,2007-06-06 00:00:00.000,DIVI5,Ebenaceae,common persimmon,Diospyros virginiana,1.1 - 2.5 cm,4
Arkansas Post,ARPO18,1,2007-06-06 00:00:00.000,DIVI5,Ebenaceae,common persimmon,Diospyros virginiana,2.6 - 8.0 cm,3
Arkansas Post,ARPO18,1,2007-06-06 00:00:00.000,LIST2,Hamamelidaceae,sweetgum,Liquidamber styraciflua,2.6 - 8.0 cm,7
Arkansas Post,ARPO18,1,2007-06-06 00:00:00.000,LIST2,Hamamelidaceae,sweetgum,Liquidamber styraciflua,8.1 - 15.0 cm,6
Arkansas Post,ARPO18,1,2007-06-06 00:00:00.000,LIST2,Hamamelidaceae,sweetgum,Liquidamber styraciflua,15.1 - 23.0 cm,1
Arkansas Post,ARPO18,1,2007-06-06 00:00:00.000,ULAL,Ulmaceae,winged elm,Ulmus alata,< 1.0 cm,1
Arkansas Post,ARPO18,1,2007-06-06 00:00:00.000,ULAL,Ulmaceae,winged elm,Ulmus alata,1.1 - 2.5 cm,1
Arkansas Post,ARPO18,1,2007-06-06 00:00:00.000,ULAL,Ulmaceae,winged elm,Ulmus alata,2.6 - 8.0 cm,3
Arkansas Post,ARPO18,1,2011-06-08 00:00:00.000,DIVI5,Ebenaceae,common persimmon,Diospyros virginiana,< 1.0 cm,2
Arkansas Post,ARPO18,1,2011-06-08 00:00:00.000,DIVI5,Ebenaceae,common persimmon,Diospyros virginiana,1.1 - 2.5 cm,4
Arkansas Post,ARPO18,1,2011-06-08 00:00:00.000,DIVI5,Ebenaceae,common persimmon,Diospyros virginiana,2.6 - 8.0 cm,8
Arkansas Post,ARPO18,1,2011-06-08 00:00:00.000,DIVI5,Ebenaceae,common persimmon,Diospyros virginiana,8.1 - 15.0 cm,1
Arkansas Post,ARPO18,1,2011-06-08 00:00:00.000,LIST2,Hamamelidaceae,sweetgum,Liquidamber styraciflua,2.6 - 8.0 cm,5
Arkansas Post,ARPO18,1,2011-06-08 00:00:00.000,LIST2,Hamamelidaceae,sweetgum,Liquidamber styraciflua,8.1 - 15.0 cm,4
Arkansas Post,ARPO18,1,2011-06-08 00:00:00.000,LIST2,Hamamelidaceae,sweetgum,Liquidamber styraciflua,15.1 - 23.0 cm,5
Arkansas Post,ARPO18,1,2011-06-08 00:00:00.000,QUPA5,Fagaceae,cherrybark oak,Quercus pagoda,2.6 - 8.0 cm,1
Arkansas Post,ARPO18,1,2011-06-08 00:00:00.000,SNAG,Snag,snag,Snag,2.6 - 8.0 cm,2
Arkansas Post,ARPO18,1,2011-06-08 00:00:00.000,ULAL,Ulmaceae,winged elm,Ulmus alata,1.1 - 2.5 cm,1
