Plot,EventDate,SubPlot
HOCU1,Jun  2 2005,3
HOCU1,May 31 2006,3
HOCU1,Jun  2 2005,4
HOCU1,May 31 2006,4
HOCU10,Jun  2 2006,1
HOCU10,Jun  3 2005,1
HOCU10,Jun 12 2007,1
HOCU10,May 12 2015,1
HOCU10,May 15 2019,1
HOCU10,May 22 2011,1
HOCU10,Jun  2 2006,2
HOCU10,Jun  3 2005,2
HOCU10,Jun  2 2006,3
HOCU10,Jun  3 2005,3
HOCU10,Jun  2 2006,4
HOCU10,Jun  3 2005,4
HOCU11,Jun  3 2005,1
HOCU11,Jun 12 2007,1
HOCU11,May 12 2015,1
HOCU11,May 15 2019,1
HOCU11,May 22 2011,1
HOCU11,May 31 2006,1
HOCU11,Jun  3 2005,2
HOCU11,May 31 2006,2
HOCU11,Jun  3 2005,3
HOCU11,May 31 2006,3
HOCU11,Jun  3 2005,4
HOCU11,May 31 2006,4
HOCU12,Jun  1 2005,1
HOCU12,Jun  1 2006,1
HOCU12,Jun 13 2007,1
HOCU12,May 13 2015,1
HOCU12,May 14 2019,1
HOCU12,May 23 2011,1
HOCU12,Jun  1 2005,2
HOCU12,Jun  1 2006,2
HOCU12,Jun  1 2005,3
HOCU12,Jun  1 2006,3
HOCU12,Jun  1 2005,4
HOCU12,Jun  1 2006,4
HOCU13,Jun  1 2005,1
HOCU13,Jun  1 2006,1
HOCU13,Jun 13 2007,1
HOCU13,May 13 2015,1
HOCU13,May 14 2019,1
HOCU13,May 23 2011,1
HOCU13,Jun  1 2005,2
HOCU13,Jun  1 2006,2
HOCU13,Jun  1 2005,3
HOCU13,Jun  1 2006,3
HOCU13,Jun  1 2005,4
HOCU13,Jun  1 2006,4
HOCU14,Jun  1 2005,1
HOCU14,Jun  1 2006,1
HOCU14,Jun 13 2007,1
HOCU14,May 13 2015,1
HOCU14,May 14 2019,1
HOCU14,May 23 2011,1
HOCU14,Jun  1 2005,2
HOCU14,Jun  1 2006,2
HOCU14,Jun  1 2005,3
HOCU14,Jun  1 2006,3
HOCU14,Jun  1 2005,4
HOCU14,Jun  1 2006,4
HOCU15,Jun  1 2005,1
HOCU15,Jun  1 2006,1
HOCU15,Jun 13 2007,1
HOCU15,May 13 2015,1
HOCU15,May 14 2019,1
HOCU15,May 23 2011,1
HOCU15,Jun  1 2005,2
HOCU15,Jun  1 2006,2
HOCU15,Jun  1 2005,3
HOCU15,Jun  1 2006,3
HOCU15,Jun  1 2005,4
HOCU15,Jun  1 2006,4
HOCU16,Jun  1 2005,1
HOCU16,Jun  1 2006,1
HOCU16,Jun 13 2007,1
HOCU16,May 13 2015,1
HOCU16,May 14 2019,1
HOCU16,May 23 2011,1
HOCU16,Jun  1 2005,2
HOCU16,Jun  1 2006,2
HOCU16,Jun  1 2005,3
HOCU16,Jun  1 2006,3
HOCU16,Jun  1 2005,4
HOCU16,Jun  1 2006,4
HOCU17,Jun  1 2005,1
HOCU17,Jun  1 2006,1
HOCU17,Jun 13 2007,1
HOCU17,May 13 2015,1
HOCU17,May 14 2019,1
HOCU17,May 23 2011,1
HOCU17,Jun  1 2005,2
HOCU17,Jun  1 2006,2
HOCU17,Jun  1 2005,3
HOCU17,Jun  1 2006,3
HOCU17,Jun  1 2005,4
HOCU17,Jun  1 2006,4
HOCU18,Jun  1 2005,1
HOCU18,Jun  1 2006,1
HOCU18,Jun 13 2007,1
HOCU18,May 13 2015,1
HOCU18,May 14 2019,1
HOCU18,May 23 2011,1
HOCU18,Jun  1 2005,2
HOCU18,Jun  1 2006,2
HOCU18,Jun  1 2005,3
HOCU18,Jun  1 2006,3
HOCU18,Jun  1 2005,4
HOCU18,Jun  1 2006,4
HOCU19,Jun  2 2005,1
HOCU19,Jun  2 2006,1
HOCU19,Jun 12 2007,1
HOCU19,May 14 2015,1
HOCU19,May 15 2019,1
HOCU19,May 24 2011,1
HOCU19,Jun  2 2005,2
HOCU19,Jun  2 2006,2
HOCU19,Jun  2 2005,3
HOCU19,Jun  2 2006,3
HOCU19,Jun  2 2005,4
HOCU19,Jun  2 2006,4
HOCU2,Jun  1 2005,1
HOCU2,Jun 12 2007,1
HOCU2,May 12 2015,1
HOCU2,May 14 2019,1
HOCU2,May 22 2011,1
HOCU2,May 31 2006,1
HOCU2,Jun  1 2005,2
HOCU2,May 31 2006,2
HOCU2,Jun  1 2005,3
HOCU2,May 31 2006,3
HOCU2,Jun  1 2005,4
HOCU2,May 31 2006,4
HOCU20,Jun  2 2005,1
HOCU20,Jun  2 2006,1
HOCU20,Jun 12 2007,1
HOCU20,May 14 2015,1
HOCU20,May 15 2019,1
HOCU20,May 24 2011,1
HOCU20,Jun  2 2005,2
HOCU20,Jun  2 2006,2
HOCU20,Jun  2 2005,3
HOCU20,Jun  2 2006,3
HOCU20,Jun  2 2005,4
HOCU20,Jun  2 2006,4
HOCU21,Jun  2 2005,1
HOCU21,Jun  2 2006,1
HOCU21,Jun 12 2007,1
HOCU21,May 14 2015,1
HOCU21,May 15 2019,1
HOCU21,Jun  2 2005,2
HOCU21,Jun  2 2006,2
HOCU21,Jun  2 2005,3
HOCU21,Jun  2 2006,3
HOCU21,Jun  2 2005,4
HOCU21,Jun  2 2006,4
HOCU22,Jun  2 2005,1
HOCU22,Jun  2 2006,1
HOCU22,Jun 12 2007,1
HOCU22,May 14 2015,1
HOCU22,May 15 2019,1
HOCU22,May 24 2011,1
HOCU22,Jun  2 2005,2
HOCU22,Jun  2 2006,2
HOCU22,Jun  2 2005,3
HOCU22,Jun  2 2006,3
HOCU22,Jun  2 2005,4
HOCU22,Jun  2 2006,4
HOCU23,Jun  2 2005,1
HOCU23,Jun  2 2006,1
HOCU23,Jun 12 2007,1
HOCU23,May 14 2015,1
HOCU23,May 15 2019,1
HOCU23,May 24 2011,1
HOCU23,Jun  2 2005,2
HOCU23,Jun  2 2006,2
HOCU23,Jun  2 2005,3
HOCU23,Jun  2 2006,3
HOCU23,Jun  2 2005,4
HOCU23,Jun  2 2006,4
HOCU24,Jun  1 2006,1
HOCU24,Jun  3 2005,1
HOCU24,Jun 13 2007,1
HOCU24,May 13 2015,1
HOCU24,May 16 2019,1
HOCU24,May 23 2011,1
HOCU24,Jun  1 2006,2
HOCU24,Jun  3 2005,2
HOCU24,Jun  1 2006,3
HOCU24,Jun  3 2005,3
HOCU24,Jun  1 2006,4
HOCU24,Jun  3 2005,4
HOCU25,Jun  1 2006,1
HOCU25,Jun  3 2005,1
HOCU25,Jun 13 2007,1
HOCU25,May 13 2015,1
HOCU25,May 16 2019,1
HOCU25,May 23 2011,1
HOCU25,Jun  1 2006,2
HOCU25,Jun  3 2005,2
HOCU25,Jun  1 2006,3
HOCU25,Jun  3 2005,3
HOCU25,Jun  1 2006,4
HOCU25,Jun  3 2005,4
HOCU26,Jun  1 2006,1
HOCU26,Jun  3 2005,1
HOCU26,Jun 13 2007,1
HOCU26,May 13 2015,1
HOCU26,May 16 2019,1
HOCU26,May 23 2011,1
HOCU26,Jun  1 2006,2
HOCU26,Jun  3 2005,2
HOCU26,Jun  1 2006,3
HOCU26,Jun  3 2005,3
HOCU26,Jun  1 2006,4
HOCU26,Jun  3 2005,4
HOCU27,Jun  1 2006,1
HOCU27,Jun  3 2005,1
HOCU27,Jun 13 2007,1
HOCU27,May 13 2015,1
HOCU27,May 16 2019,1
HOCU27,May 23 2011,1
HOCU27,Jun  1 2006,2
HOCU27,Jun  3 2005,2
HOCU27,Jun  1 2006,3
HOCU27,Jun  3 2005,3
HOCU27,Jun  1 2006,4
HOCU27,Jun  3 2005,4
HOCU28,May 16 2019,1
HOCU29,May 16 2019,1
HOCU3,Jun  2 2005,1
HOCU3,Jun 12 2007,1
HOCU3,May 12 2015,1
HOCU3,May 14 2019,1
HOCU3,May 22 2011,1
HOCU3,May 31 2006,1
HOCU3,Jun  2 2005,2
HOCU3,May 31 2006,2
HOCU3,Jun  2 2005,3
HOCU3,May 31 2006,3
HOCU3,Jun  2 2005,4
HOCU3,May 31 2006,4
HOCU30,May 16 2019,1
HOCU4,Jun  2 2005,1
HOCU4,Jun 12 2007,1
HOCU4,May 12 2015,1
HOCU4,May 14 2019,1
HOCU4,May 22 2011,1
HOCU4,May 31 2006,1
HOCU4,Jun  2 2005,2
HOCU4,May 31 2006,2
HOCU4,Jun  2 2005,3
HOCU4,May 31 2006,3
HOCU4,Jun  2 2005,4
HOCU4,May 31 2006,4
HOCU5,Jun  2 2006,1
HOCU5,Jun  3 2005,1
HOCU5,Jun 12 2007,1
HOCU5,May 12 2015,1
HOCU5,May 15 2019,1
HOCU5,May 22 2011,1
HOCU5,Jun  2 2006,2
HOCU5,Jun  3 2005,2
HOCU5,Jun  2 2006,3
HOCU5,Jun  3 2005,3
HOCU5,Jun  2 2006,4
HOCU5,Jun  3 2005,4
HOCU6,Jun  3 2005,1
HOCU6,Jun 12 2007,1
HOCU6,May 12 2015,1
HOCU6,May 15 2019,1
HOCU6,May 22 2011,1
HOCU6,May 31 2006,1
HOCU6,Jun  3 2005,2
HOCU6,May 31 2006,2
HOCU6,Jun  3 2005,3
HOCU6,May 31 2006,3
HOCU6,Jun  3 2005,4
HOCU6,May 31 2006,4
HOCU7,Jun  2 2005,1
HOCU7,Jun 12 2007,1
HOCU7,May 12 2015,1
HOCU7,May 15 2019,1
HOCU7,May 22 2011,1
HOCU7,May 31 2006,1
HOCU7,Jun  2 2005,2
HOCU7,May 31 2006,2
HOCU7,Jun  2 2005,3
HOCU7,May 31 2006,3
HOCU7,Jun  2 2005,4
HOCU7,May 31 2006,4
HOCU8,Jun  2 2005,1
HOCU8,Jun  2 2006,1
HOCU8,Jun 12 2007,1
HOCU8,May 12 2015,1
HOCU8,May 15 2019,1
HOCU8,May 22 2011,1
HOCU8,Jun  2 2005,2
HOCU8,Jun  2 2006,2
HOCU8,Jun  2 2005,3
HOCU8,Jun  2 2006,3
HOCU8,Jun  2 2005,4
HOCU8,Jun  2 2006,4
HOCU9,Jun  2 2006,1
HOCU9,Jun  3 2005,1
HOCU9,Jun 12 2007,1
HOCU9,May 12 2015,1
HOCU9,May 15 2019,1
HOCU9,May 22 2011,1
HOCU9,Jun  2 2006,2
HOCU9,Jun  3 2005,2
HOCU9,Jun  2 2006,3
HOCU9,Jun  3 2005,3
HOCU9,Jun  2 2006,4
HOCU9,Jun  3 2005,4
HOME1,May 27 2017,0
HOME1,May 13 2009,1
HOME1,May 21 2022,1
HOME10,May 27 2017,0
HOME10,May 12 2009,1
HOME10,May 21 2022,1
HOME11,May 27 2017,0
HOME11,May 12 2009,1
HOME11,May 14 2013,1
HOME11,May 21 2022,1
HOME12,May 27 2017,0
HOME12,May 12 2009,1
HOME12,May 21 2022,1
HOME13,May 27 2017,0
HOME13,May 12 2009,1
HOME13,May 13 2013,1
HOME13,May 21 2022,1
HOME14,May 27 2017,0
HOME14,May 12 2009,1
HOME14,May 22 2022,1
HOME15,May 27 2017,0
HOME15,May 12 2009,1
HOME15,May 22 2022,1
HOME16,May 27 2017,0
HOME16,May 12 2009,1
HOME16,May 22 2022,1
HOME17,May 27 2017,0
HOME17,May 12 2009,1
HOME17,May 21 2022,1
HOME18,May 27 2017,0
HOME18,May 12 2009,1
HOME18,May 22 2022,1
HOME19,May 27 2017,0
HOME19,May 12 2009,1
HOME19,May 22 2022,1
HOME2,May 27 2017,0
HOME2,May 13 2009,1
HOME2,May 21 2022,1
HOME20,May 28 2017,0
HOME20,May 12 2009,1
HOME20,May 22 2022,1
HOME21,May 27 2017,0
HOME21,May 12 2009,1
HOME21,May 13 2013,1
HOME21,May 22 2022,1
HOME22,May 12 2009,1
HOME22,May 22 2022,1
HOME22,May 27 2017,1
HOME23,May 28 2017,0
HOME23,May 12 2009,1
HOME23,May 13 2013,1
HOME23,May 22 2022,1
HOME24,May 27 2017,0
HOME24,May 12 2009,1
HOME24,May 21 2022,1
HOME25,May 27 2017,0
HOME25,May 12 2009,1
HOME25,May 22 2022,1
HOME26,May 27 2017,0
HOME26,May 12 2009,1
HOME26,May 22 2022,1
HOME27,May 28 2017,0
HOME27,May 12 2009,1
HOME27,May 22 2022,1
HOME28,May 27 2017,0
HOME28,May 12 2009,1
HOME28,May 22 2022,1
HOME29,May 27 2017,0
HOME29,May 12 2009,1
HOME29,May 22 2022,1
HOME3,May 27 2017,0
HOME3,May 13 2009,1
HOME3,May 13 2013,1
HOME3,May 21 2022,1
HOME30,May 27 2017,0
HOME30,May 12 2009,1
HOME30,May 22 2022,1
HOME31,May 27 2017,0
HOME31,May 12 2009,1
HOME31,May 22 2022,1
HOME32,May 28 2017,0
HOME32,May 13 2009,1
HOME32,May 21 2022,1
HOME33,May 27 2017,0
HOME33,May 13 2009,1
HOME33,May 21 2022,1
HOME35,May 27 2017,0
HOME35,May 13 2009,1
HOME35,May 22 2022,1
HOME36,May 27 2017,0
HOME36,May 12 2009,1
HOME36,May 22 2022,1
HOME37,May 27 2017,0
HOME37,May 12 2009,1
HOME37,May 14 2013,1
HOME37,May 22 2022,1
HOME38,May 27 2017,0
HOME38,May 13 2009,1
HOME38,May 21 2022,1
HOME39,May 27 2017,0
HOME39,May 12 2009,1
HOME39,May 14 2013,1
HOME39,May 22 2022,1
HOME4,May 27 2017,0
HOME4,May 13 2009,1
HOME4,May 21 2022,1
HOME40,May 27 2017,0
HOME40,May 13 2009,1
HOME40,May 22 2022,1
HOME43,May 27 2017,0
HOME43,May 13 2009,1
HOME43,May 22 2022,1
HOME44,May 27 2017,0
HOME44,May 13 2009,1
HOME44,May 22 2022,1
HOME45,May 27 2017,0
HOME45,May 13 2009,1
HOME45,May 22 2022,1
HOME46,May 27 2017,0
HOME46,May 12 2009,1
HOME46,May 22 2022,1
HOME47,May 27 2017,0
HOME47,May 13 2009,1
HOME47,May 14 2013,1
HOME47,May 22 2022,1
HOME48,May 12 2009,1
HOME5,May 27 2017,0
HOME5,May 13 2009,1
HOME5,May 21 2022,1
HOME6,May 13 2009,1
HOME6,May 21 2022,1
HOME6,May 27 2017,1
HOME7,May 27 2017,0
HOME7,May 12 2009,1
HOME7,May 13 2013,1
HOME7,May 21 2022,1
HOME8,May 27 2017,0
HOME8,May 12 2009,1
HOME8,May 21 2022,1
HOME9,May 12 2009,1
HOME9,May 21 2022,1
HOME9,May 27 2017,1
LIBO1,Jun 10 2007,1
LIBO1,May 15 2015,1
LIBO1,May 18 2019,1
LIBO1,May 20 2011,1
LIBO10,Jun  9 2007,1
LIBO10,May 15 2015,1
LIBO10,May 18 2019,1
LIBO10,May 20 2011,1
LIBO13,Jun  9 2007,1
LIBO13,May 15 2015,1
LIBO13,May 18 2019,1
LIBO13,May 20 2011,1
LIBO14,Jun  9 2007,1
LIBO14,May 15 2015,1
LIBO14,May 18 2019,1
LIBO14,May 20 2011,1
LIBO16,Jun 10 2007,1
LIBO16,May 15 2015,1
LIBO16,May 18 2019,1
LIBO16,May 20 2011,1
LIBO17,Jun  9 2007,1
LIBO17,May 16 2015,1
LIBO17,May 17 2019,1
LIBO17,May 20 2011,1
LIBO19,Jun 10 2007,1
LIBO19,May 15 2015,1
LIBO19,May 17 2019,1
LIBO19,May 20 2011,1
LIBO2,Jun  9 2007,1
LIBO2,May 15 2015,1
LIBO2,May 18 2019,1
LIBO2,May 20 2011,1
LIBO20,Jun 10 2007,1
LIBO20,May 16 2015,1
LIBO20,May 17 2019,1
LIBO20,May 20 2011,1
LIBO22,Jun 10 2007,1
LIBO22,May 15 2015,1
LIBO22,May 17 2019,1
LIBO22,May 20 2011,1
LIBO23,Jun 10 2007,1
LIBO23,May 16 2015,1
LIBO23,May 17 2019,1
LIBO23,May 20 2011,1
LIBO24,Jun  9 2007,1
LIBO24,May 16 2015,1
LIBO24,May 17 2019,1
LIBO24,May 20 2011,1
LIBO26,Jun 10 2007,1
LIBO26,May 15 2015,1
LIBO26,May 17 2019,1
LIBO26,May 21 2011,1
LIBO27,Jun 10 2007,1
LIBO27,May 15 2015,1
LIBO27,May 17 2019,1
LIBO27,May 21 2011,1
LIBO28,Jun 10 2007,1
LIBO28,May 16 2015,1
LIBO28,May 17 2019,1
LIBO28,May 20 2011,1
LIBO29,Jun 10 2007,1
LIBO29,May 15 2015,1
LIBO29,May 17 2019,1
LIBO29,May 21 2011,1
LIBO3,Jun  9 2007,1
LIBO3,May 15 2015,1
LIBO3,May 18 2019,1
LIBO3,May 20 2011,1
LIBO30,Jun 10 2007,1
LIBO30,May 15 2015,1
LIBO30,May 17 2019,1
LIBO30,May 21 2011,1
LIBO31,Jun 10 2007,1
LIBO31,May 16 2015,1
LIBO31,May 17 2019,1
LIBO31,May 20 2011,1
LIBO32,Jun  9 2007,1
LIBO32,May 15 2015,1
LIBO32,May 17 2019,1
LIBO32,May 21 2011,1
LIBO33,Jun 10 2007,1
LIBO33,May 15 2015,1
LIBO33,May 17 2019,1
LIBO33,May 21 2011,1
LIBO34,Jun 10 2007,1
LIBO34,May 16 2015,1
LIBO34,May 18 2019,1
LIBO34,May 21 2011,1
LIBO35,Jun 10 2007,1
LIBO35,May 16 2015,1
LIBO35,May 17 2019,1
LIBO35,May 20 2011,1
LIBO36,Jun 10 2007,1
LIBO36,May 15 2015,1
LIBO36,May 17 2019,1
LIBO36,May 21 2011,1
LIBO37,Jun 10 2007,1
LIBO37,May 15 2015,1
LIBO37,May 17 2019,1
LIBO37,May 21 2011,1
LIBO38,Jun  9 2007,1
LIBO38,May 16 2015,1
LIBO38,May 18 2019,1
LIBO38,May 21 2011,1
LIBO39,Jun 10 2007,1
LIBO39,May 16 2015,1
LIBO39,May 17 2019,1
LIBO39,May 20 2011,1
LIBO4,Jun  9 2007,1
LIBO4,May 15 2015,1
LIBO4,May 18 2019,1
LIBO4,May 20 2011,1
LIBO40,Jun  9 2007,1
LIBO40,May 16 2015,1
LIBO40,May 17 2019,1
LIBO40,May 21 2011,1
LIBO41,Jun 10 2007,1
LIBO41,May 16 2015,1
LIBO41,May 17 2019,1
LIBO41,May 20 2011,1
LIBO5,Jun  9 2007,1
LIBO5,May 15 2015,1
LIBO5,May 18 2019,1
LIBO5,May 20 2011,1
LIBO6,Jun  9 2007,1
LIBO6,May 15 2015,1
LIBO6,May 18 2019,1
LIBO6,May 20 2011,1
LIBO7,Jun  9 2007,1
LIBO7,May 15 2015,1
LIBO7,May 18 2019,1
LIBO7,May 20 2011,1
LIBO8,Jun  9 2007,1
LIBO8,May 15 2015,1
LIBO8,May 18 2019,1
LIBO8,May 20 2011,1
LIBO9,Jun  9 2007,1
LIBO9,May 15 2015,1
LIBO9,May 18 2019,1
LIBO9,May 20 2011,1
PERI1,May 14 2008,1
PERI1,May 19 2021,1
PERI1,May 21 2012,1
PERI1,May 21 2016,1
PERI10,May 17 2016,1
PERI10,May 17 2021,1
PERI10,May 18 2008,1
PERI10,May 23 2012,1
PERI11,May 18 2008,1
PERI11,May 22 2021,1
PERI11,May 23 2012,1
PERI11,May 25 2016,1
PERI12,May 17 2008,1
PERI12,May 20 2021,1
PERI12,May 22 2012,1
PERI12,May 24 2016,1
PERI13,May 17 2008,1
PERI13,May 20 2021,1
PERI13,May 22 2012,1
PERI13,May 24 2016,1
PERI14,May 14 2008,1
PERI14,May 21 2012,1
PERI14,May 22 2021,1
PERI14,May 23 2016,1
PERI15,May 14 2008,1
PERI15,May 17 2021,1
PERI15,May 18 2012,1
PERI15,May 21 2016,1
PERI16,May 14 2008,1
PERI16,May 17 2016,1
PERI16,May 18 2012,1
PERI16,May 19 2021,1
PERI17,May 14 2008,1
PERI17,May 17 2016,1
PERI17,May 17 2021,1
PERI17,May 23 2012,1
PERI18,May 17 2016,1
PERI18,May 17 2021,1
PERI18,May 18 2008,1
PERI18,May 23 2012,1
PERI19,May 17 2016,1
PERI19,May 18 2008,1
PERI19,May 22 2021,1
PERI19,May 23 2012,1
PERI2,May 14 2008,1
PERI2,May 17 2016,1
PERI2,May 17 2021,1
PERI2,May 18 2012,1
PERI20,May 17 2008,1
PERI20,May 20 2021,1
PERI20,May 22 2012,1
PERI20,May 24 2016,1
PERI21,May 14 2008,1
PERI21,May 22 2021,1
PERI22,May 14 2008,1
PERI22,May 17 2021,1
PERI22,May 18 2012,1
PERI22,May 21 2016,1
PERI23,May 14 2008,1
PERI23,May 17 2016,1
PERI23,May 18 2012,1
PERI23,May 19 2021,1
PERI24,May 17 2016,1
PERI24,May 18 2008,1
PERI24,May 19 2021,1
PERI24,May 23 2012,1
PERI25,May 17 2016,1
PERI25,May 18 2008,1
PERI25,May 19 2021,1
PERI25,May 23 2012,1
PERI26,May 17 2008,1
PERI26,May 22 2012,1
PERI26,May 22 2021,1
PERI26,May 25 2016,1
PERI27,May 17 2008,1
PERI27,May 18 2021,1
PERI27,May 22 2012,1
PERI27,May 24 2016,1
PERI28,May 17 2008,1
PERI28,May 22 2012,1
PERI28,May 24 2016,1
PERI28,May 24 2021,1
PERI29,May 14 2012,1
PERI29,May 17 2008,1
PERI29,May 20 2021,1
PERI29,May 24 2016,1
PERI3,May 14 2008,1
PERI3,May 17 2016,1
PERI3,May 17 2021,1
PERI3,May 23 2012,1
PERI30,May 14 2008,1
PERI30,May 16 2012,1
PERI30,May 19 2021,1
PERI30,May 21 2016,1
PERI31,May 14 2008,1
PERI31,May 18 2012,1
PERI31,May 20 2021,1
PERI32,May 14 2008,1
PERI32,May 17 2021,1
PERI32,May 18 2012,1
PERI32,May 21 2016,1
PERI33,May 15 2008,1
PERI33,May 17 2016,1
PERI33,May 18 2012,1
PERI33,May 19 2021,1
PERI34,May 17 2016,1
PERI34,May 18 2008,1
PERI34,May 23 2012,1
PERI34,May 24 2021,1
PERI35,May 16 2008,1
PERI35,May 17 2016,1
PERI35,May 20 2021,1
PERI35,May 22 2012,1
PERI36,May 17 2008,1
PERI36,May 18 2021,1
PERI36,May 22 2012,1
PERI36,May 24 2016,1
PERI37,May 17 2008,1
PERI37,May 18 2021,1
PERI37,May 22 2012,1
PERI37,May 24 2016,1
PERI38,May 17 2008,1
PERI38,May 17 2012,1
PERI38,May 24 2016,1
PERI38,May 24 2021,1
PERI39,May 17 2008,1
PERI39,May 17 2012,1
PERI39,May 20 2021,1
PERI39,May 24 2016,1
PERI4,May 17 2016,1
PERI4,May 17 2021,1
PERI4,May 18 2008,1
PERI4,May 23 2012,1
PERI40,May 14 2008,1
PERI40,May 16 2012,1
PERI40,May 20 2021,1
PERI40,May 23 2016,1
PERI41,May 14 2008,1
PERI41,May 18 2012,1
PERI41,May 20 2021,1
PERI41,May 21 2016,1
PERI42,May 15 2008,1
PERI42,May 17 2021,1
PERI42,May 18 2012,1
PERI42,May 21 2016,1
PERI43,May 15 2008,1
PERI43,May 15 2012,1
PERI43,May 17 2016,1
PERI43,May 24 2021,1
PERI44,May 16 2008,1
PERI44,May 17 2016,1
PERI44,May 22 2012,1
PERI44,May 22 2021,1
PERI45,May 16 2008,1
PERI45,May 18 2021,1
PERI45,May 22 2012,1
PERI45,May 24 2016,1
PERI46,May 17 2008,1
PERI46,May 18 2021,1
PERI46,May 22 2012,1
PERI46,May 24 2016,1
PERI47,May 17 2008,1
PERI47,May 17 2012,1
PERI47,May 24 2016,1
PERI47,May 24 2021,1
PERI48,May 17 2008,1
PERI48,May 17 2012,1
PERI48,May 24 2016,1
PERI48,May 24 2021,1
PERI49,May 13 2008,1
PERI49,May 16 2012,1
PERI49,May 19 2021,1
PERI49,May 23 2016,1
PERI5,May 14 2008,1
PERI5,May 18 2021,1
PERI5,May 21 2012,1
PERI5,May 21 2016,1
PERI50,May 14 2008,1
PERI50,May 16 2012,1
PERI50,May 20 2021,1
PERI50,May 23 2016,1
PERI51,May 15 2008,1
PERI51,May 16 2016,1
PERI51,May 18 2012,1
PERI51,May 21 2016,1
PERI51,May 22 2021,1
PERI52,May 15 2008,1
PERI52,May 15 2012,1
PERI52,May 16 2016,1
PERI52,May 22 2021,1
PERI53,May 15 2012,1
PERI53,May 16 2008,1
PERI53,May 17 2016,1
PERI53,May 22 2021,1
PERI54,May 16 2008,1
PERI54,May 18 2021,1
PERI54,May 22 2012,1
PERI54,May 23 2016,1
PERI55,May 16 2008,1
PERI55,May 18 2021,1
PERI55,May 23 2012,1
PERI55,May 24 2016,1
PERI56,May 12 2008,1
PERI56,May 17 2012,1
PERI56,May 19 2021,1
PERI56,May 24 2016,1
PERI57,May 17 2012,1
PERI57,May 18 2008,1
PERI57,May 24 2016,1
PERI57,May 24 2021,1
PERI58,May 17 2008,1
PERI58,May 17 2012,1
PERI58,May 20 2021,1
PERI58,May 24 2016,1
PERI59,May 13 2008,1
PERI59,May 18 2012,1
PERI59,May 19 2021,1
PERI59,May 23 2016,1
PERI6,May 14 2008,1
PERI6,May 17 2021,1
PERI6,May 18 2012,1
PERI6,May 21 2016,1
PERI60,May 15 2008,1
PERI60,May 16 2012,1
PERI60,May 16 2016,1
PERI60,May 20 2021,1
PERI61,May 15 2008,1
PERI61,May 15 2012,1
PERI61,May 16 2016,1
PERI61,May 22 2021,1
PERI62,May 15 2012,1
PERI62,May 16 2008,1
PERI62,May 22 2021,1
PERI62,May 25 2016,1
PERI63,May 15 2012,1
PERI63,May 16 2008,1
PERI63,May 18 2021,1
PERI63,May 23 2016,1
PERI64,May 14 2012,1
PERI64,May 16 2008,1
PERI64,May 18 2021,1
PERI64,May 23 2016,1
PERI65,May 12 2008,1
PERI65,May 17 2012,1
PERI65,May 19 2021,1
PERI65,May 24 2016,1
PERI66,May 12 2008,1
PERI66,May 17 2012,1
PERI66,May 19 2021,1
PERI66,May 24 2016,1
PERI67,May 17 2012,1
PERI67,May 18 2008,1
PERI67,May 24 2016,1
PERI67,May 24 2021,1
PERI68,May 13 2008,1
PERI68,May 16 2012,1
PERI68,May 24 2016,1
PERI69,May 13 2008,1
PERI69,May 16 2012,1
PERI69,May 20 2021,1
PERI69,May 23 2016,1
PERI7,May 14 2008,1
PERI7,May 17 2016,1
PERI7,May 17 2021,1
PERI7,May 18 2012,1
PERI70,May 15 2008,1
PERI70,May 15 2012,1
PERI70,May 16 2016,1
PERI70,May 22 2021,1
PERI71,May 15 2012,1
PERI71,May 16 2008,1
PERI71,May 22 2021,1
PERI71,May 25 2016,1
PERI72,May 15 2012,1
PERI72,May 16 2008,1
PERI72,May 18 2021,1
PERI72,May 23 2016,1
PERI73,May 14 2012,1
PERI73,May 16 2008,1
PERI73,May 18 2021,1
PERI73,May 23 2016,1
PERI74,May 12 2008,1
PERI74,May 14 2012,1
PERI74,May 19 2021,1
PERI74,May 23 2016,1
PERI75,May 12 2008,1
PERI75,May 14 2012,1
PERI75,May 24 2016,1
PERI75,May 24 2021,1
PERI76,May 12 2008,1
PERI76,May 17 2012,1
PERI76,May 24 2016,1
PERI76,May 24 2021,1
PERI77,May 17 2012,1
PERI77,May 18 2008,1
PERI77,May 20 2021,1
PERI77,May 24 2016,1
PERI78,May 13 2008,1
PERI78,May 16 2012,1
PERI78,May 19 2021,1
PERI78,May 24 2016,1
PERI79,May 13 2008,1
PERI79,May 16 2012,1
PERI79,May 19 2021,1
PERI79,May 24 2016,1
PERI8,May 14 2008,1
PERI8,May 17 2016,1
PERI8,May 17 2021,1
PERI8,May 23 2012,1
PERI80,May 13 2008,1
PERI80,May 15 2012,1
PERI80,May 20 2021,1
PERI80,May 23 2016,1
PERI81,May 15 2012,1
PERI81,May 16 2008,1
PERI81,May 22 2021,1
PERI81,May 25 2016,1
PERI82,May 15 2012,1
PERI82,May 16 2008,1
PERI82,May 18 2021,1
PERI82,May 23 2016,1
PERI83,May 14 2012,1
PERI83,May 16 2008,1
PERI83,May 18 2021,1
PERI83,May 23 2016,1
PERI84,May 12 2008,1
PERI84,May 14 2012,1
PERI84,May 22 2021,1
PERI84,May 23 2016,1
PERI85,May 12 2008,1
